# t ax ay az
0.33 -0.004838565322 -3.442103111e-05 -6.059357788e-05
0.34 -0.004838536289 -3.546376217e-05 -6.061920575e-05
0.35 -0.004838507041 -3.650647334e-05 -6.064482977e-05
0.36 -0.004838477578 -3.754916458e-05 -6.067044995e-05
0.37 -0.0048384479 -3.859183587e-05 -6.069606629e-05
0.38 -0.004838418006 -3.963448715e-05 -6.072167878e-05
0.39 -0.004838387897 -4.06771184e-05 -6.074728743e-05
0.4 -0.004838357573 -4.171972957e-05 -6.077289222e-05
0.41 -0.004838327033 -4.276232063e-05 -6.079849318e-05
0.42 -0.004838296279 -4.380489153e-05 -6.082409028e-05
0.43 -0.004838265309 -4.484744225e-05 -6.084968353e-05
0.44 -0.004838234124 -4.588997273e-05 -6.087527293e-05
0.45 -0.004838202724 -4.693248295e-05 -6.090085848e-05
0.46 -0.004838171108 -4.797497287e-05 -6.092644017e-05
0.47 -0.004838139278 -4.901744245e-05 -6.095201801e-05
0.48 -0.004838107232 -5.005989164e-05 -6.0977592e-05
0.49 -0.004838074971 -5.110232042e-05 -6.100316212e-05
0.5 -0.004838042495 -5.214472874e-05 -6.102872839e-05
0.51 -0.004838009804 -5.318711657e-05 -6.10542908e-05
0.52 -0.004837976897 -5.422948386e-05 -6.107984935e-05
0.53 -0.004837943776 -5.527183058e-05 -6.110540404e-05
0.54 -0.00483791044 -5.63141567e-05 -6.113095487e-05
0.55 -0.004837876888 -5.735646217e-05 -6.115650184e-05
0.56 -0.004837843121 -5.839874696e-05 -6.118204494e-05
0.57 -0.00483780914 -5.944101102e-05 -6.120758417e-05
0.58 -0.004837774943 -6.048325433e-05 -6.123311954e-05
0.59 -0.004837740531 -6.152547683e-05 -6.125865104e-05
0.6 -0.004837705905 -6.25676785e-05 -6.128417867e-05
0.61 -0.004837671063 -6.36098593e-05 -6.130970244e-05
0.62 -0.004837636006 -6.465201919e-05 -6.133522233e-05
0.63 -0.004837600734 -6.569415812e-05 -6.136073835e-05
0.64 -0.004837565247 -6.673627607e-05 -6.13862505e-05
0.65 -0.004837529546 -6.777837299e-05 -6.141175877e-05
0.66 -0.004837493629 -6.882044885e-05 -6.143726317e-05
0.67 -0.004837457497 -6.986250361e-05 -6.146276369e-05
0.68 -0.004837421151 -7.090453723e-05 -6.148826033e-05
0.69 -0.004837384589 -7.194654967e-05 -6.15137531e-05
0.7 -0.004837347813 -7.29885409e-05 -6.153924199e-05
0.71 -0.004837310822 -7.403051087e-05 -6.156472699e-05
0.72 -0.004837273615 -7.507245956e-05 -6.159020812e-05
0.73 -0.004837236194 -7.611438691e-05 -6.161568536e-05
0.74 -0.004837198558 -7.71562929e-05 -6.164115872e-05
0.75 -0.004837160708 -7.819817749e-05 -6.166662819e-05
0.76 -0.004837122642 -7.924004063e-05 -6.169209378e-05
0.77 -0.004837084361 -8.028188229e-05 -6.171755548e-05
0.78 -0.004837045866 -8.132370244e-05 -6.174301329e-05
0.79 -0.004837007156 -8.236550102e-05 -6.176846721e-05
0.8 -0.004836968231 -8.340727802e-05 -6.179391725e-05
0.81 -0.004836929091 -8.444903338e-05 -6.181936339e-05
0.82 -0.004836889737 -8.549076708e-05 -6.184480564e-05
0.83 -0.004836850167 -8.653247906e-05 -6.1870244e-05
0.84 -0.004836810383 -8.757416931e-05 -6.189567846e-05
0.85 -0.004836770384 -8.861583777e-05 -6.192110902e-05
0.86 -0.004836730171 -8.965748441e-05 -6.194653569e-05
0.87 -0.004836689743 -9.069910919e-05 -6.197195847e-05
0.88 -0.0048366491 -9.174071207e-05 -6.199737734e-05
0.89 -0.004836608242 -9.278229302e-05 -6.202279231e-05
0.9 -0.004836567169 -9.3823852e-05 -6.204820338e-05
0.91 -0.004836525882 -9.486538897e-05 -6.207361055e-05
0.92 -0.004836484381 -9.590690389e-05 -6.209901382e-05
0.93 -0.004836442664 -9.694839673e-05 -6.212441318e-05
0.94 -0.004836400733 -9.798986745e-05 -6.214980864e-05
0.95 -0.004836358587 -9.9031316e-05 -6.217520019e-05
0.96 -0.004836316227 -0.0001000727424 -6.220058784e-05
0.97 -0.004836273652 -0.0001011141465 -6.222597157e-05
0.98 -0.004836230862 -0.0001021555283 -6.22513514e-05
0.99 -0.004836187858 -0.0001031968879 -6.227672731e-05
1 -0.00483614464 -0.000104238225 -6.230209932e-05
1.01 -0.004836101206 -0.0001052795398 -6.232746741e-05
1.02 -0.004836057558 -0.0001063208322 -6.235283159e-05
1.03 -0.004836013696 -0.0001073621021 -6.237819185e-05
1.04 -0.004835969619 -0.0001084033495 -6.24035482e-05
1.05 -0.004835925327 -0.0001094445744 -6.242890062e-05
1.06 -0.004835880821 -0.0001104857767 -6.245424914e-05
1.07 -0.004835836101 -0.0001115269564 -6.247959373e-05
1.08 -0.004835791166 -0.0001125681134 -6.25049344e-05
1.09 -0.004835746016 -0.0001136092478 -6.253027115e-05
1.1 -0.004835700652 -0.0001146503594 -6.255560398e-05
1.11 -0.004835655074 -0.0001156914483 -6.258093288e-05
1.12 -0.004835609281 -0.0001167325143 -6.260625786e-05
1.13 -0.004835563274 -0.0001177735575 -6.263157892e-05
1.14 -0.004835517052 -0.0001188145779 -6.265689605e-05
1.15 -0.004835470616 -0.0001198555753 -6.268220925e-05
1.16 -0.004835423965 -0.0001208965498 -6.270751852e-05
1.17 -0.0048353771 -0.0001219375012 -6.273282386e-05
1.18 -0.004835330021 -0.0001229784297 -6.275812527e-05
1.19 -0.004835282727 -0.0001240193351 -6.278342275e-05
1.2 -0.004835235219 -0.0001250602174 -6.28087163e-05
1.21 -0.004835187497 -0.0001261010765 -6.283400591e-05
1.22 -0.00483513956 -0.0001271419125 -6.285929158e-05
1.23 -0.004835091409 -0.0001281827252 -6.288457332e-05
1.24 -0.004835043043 -0.0001292235147 -6.290985113e-05
1.25 -0.004834994464 -0.0001302642809 -6.293512499e-05
1.26 -0.00483494567 -0.0001313050238 -6.296039492e-05
1.27 -0.004834896661 -0.0001323457433 -6.29856609e-05
1.28 -0.004834847439 -0.0001333864394 -6.301092295e-05
1.29 -0.004834798002 -0.0001344271121 -6.303618105e-05
1.3 -0.004834748351 -0.0001354677613 -6.30614352e-05
1.31 -0.004834698485 -0.000136508387 -6.308668541e-05
1.32 -0.004834648406 -0.0001375489891 -6.311193168e-05
1.33 -0.004834598112 -0.0001385895676 -6.3137174e-05
1.34 -0.004834547604 -0.0001396301225 -6.316241237e-05
1.35 -0.004834496882 -0.0001406706537 -6.318764679e-05
1.36 -0.004834445946 -0.0001417111613 -6.321287727e-05
1.37 -0.004834394795 -0.0001427516451 -6.323810379e-05
1.38 -0.00483434343 -0.0001437921051 -6.326332636e-05
1.39 -0.004834291851 -0.0001448325413 -6.328854497e-05
1.4 -0.004834240059 -0.0001458729536 -6.331375963e-05
1.41 -0.004834188051 -0.000146913342 -6.333897034e-05
1.42 -0.00483413583 -0.0001479537065 -6.336417709e-05
1.43 -0.004834083395 -0.0001489940471 -6.338937988e-05
1.44 -0.004834030745 -0.0001500343636 -6.341457871e-05
1.45 -0.004833977882 -0.0001510746561 -6.343977359e-05
1.46 -0.004833924804 -0.0001521149246 -6.34649645e-05
1.47 -0.004833871513 -0.0001531551689 -6.349015145e-05
1.48 -0.004833818007 -0.000154195389 -6.351533444e-05
1.49 -0.004833764287 -0.000155235585 -6.354051346e-05
1.5 -0.004833710354 -0.0001562757567 -6.356568852e-05
1.51 -0.004833656206 -0.0001573159042 -6.359085962e-05
1.52 -0.004833601844 -0.0001583560273 -6.361602674e-05
1.53 -0.004833547268 -0.0001593961262 -6.36411899e-05
1.54 -0.004833492479 -0.0001604362006 -6.366634909e-05
1.55 -0.004833437475 -0.0001614762506 -6.369150431e-05
1.56 -0.004833382257 -0.0001625162762 -6.371665556e-05
1.57 -0.004833326826 -0.0001635562773 -6.374180283e-05
1.58 -0.00483327118 -0.0001645962538 -6.376694613e-05
1.59 -0.004833215321 -0.0001656362058 -6.379208546e-05
1.6 -0.004833159247 -0.0001666761332 -6.381722081e-05
1.61 -0.00483310296 -0.0001677160359 -6.384235219e-05
1.62 -0.004833046459 -0.000168755914 -6.386747959e-05
1.63 -0.004832989744 -0.0001697957673 -6.3892603e-05
1.64 -0.004832932815 -0.0001708355959 -6.391772244e-05
1.65 -0.004832875672 -0.0001718753997 -6.39428379e-05
1.66 -0.004832818315 -0.0001729151787 -6.396794938e-05
1.67 -0.004832760745 -0.0001739549328 -6.399305687e-05
1.68 -0.004832702961 -0.000174994662 -6.401816038e-05
1.69 -0.004832644963 -0.0001760343663 -6.404325991e-05
1.7 -0.004832586751 -0.0001770740456 -6.406835544e-05
1.71 -0.004832528325 -0.0001781136998 -6.4093447e-05
1.72 -0.004832469686 -0.0001791533291 -6.411853456e-05
1.73 -0.004832410832 -0.0001801929332 -6.414361813e-05
1.74 -0.004832351765 -0.0001812325122 -6.416869772e-05
1.75 -0.004832292485 -0.000182272066 -6.419377331e-05
1.76 -0.00483223299 -0.0001833115947 -6.421884491e-05
1.77 -0.004832173282 -0.0001843510981 -6.424391252e-05
1.78 -0.00483211336 -0.0001853905762 -6.426897613e-05
1.79 -0.004832053225 -0.000186430029 -6.429403574e-05
1.8 -0.004831992875 -0.0001874694565 -6.431909136e-05
1.81 -0.004831932312 -0.0001885088585 -6.434414299e-05
1.82 -0.004831871536 -0.0001895482352 -6.436919061e-05
1.83 -0.004831810545 -0.0001905875863 -6.439423423e-05
1.84 -0.004831749341 -0.000191626912 -6.441927386e-05
1.85 -0.004831687924 -0.0001926662122 -6.444430948e-05
1.86 -0.004831626293 -0.0001937054867 -6.446934109e-05
1.87 -0.004831564448 -0.0001947447357 -6.449436871e-05
1.88 -0.00483150239 -0.000195783959 -6.451939232e-05
1.89 -0.004831440118 -0.0001968231566 -6.454441192e-05
1.9 -0.004831377632 -0.0001978623285 -6.456942752e-05
1.91 -0.004831314933 -0.0001989014747 -6.45944391e-05
1.92 -0.00483125202 -0.000199940595 -6.461944668e-05
1.93 -0.004831188894 -0.0002009796895 -6.464445025e-05
1.94 -0.004831125555 -0.0002020187581 -6.466944981e-05
1.95 -0.004831062001 -0.0002030578008 -6.469444535e-05
1.96 -0.004830998235 -0.0002040968176 -6.471943688e-05
1.97 -0.004830934254 -0.0002051358084 -6.47444244e-05
1.98 -0.004830870061 -0.0002061747732 -6.47694079e-05
1.99 -0.004830805654 -0.0002072137119 -6.479438738e-05
2 -0.004830741033 -0.0002082526245 -6.481936285e-05
2.01 -0.004830676199 -0.000209291511 -6.48443343e-05
2.02 -0.004830611151 -0.0002103303713 -6.486930173e-05
2.03 -0.00483054589 -0.0002113692054 -6.489426513e-05
2.04 -0.004830480416 -0.0002124080132 -6.491922452e-05
2.05 -0.004830414728 -0.0002134467948 -6.494417988e-05
2.06 -0.004830348827 -0.00021448555 -6.496913122e-05
2.07 -0.004830282713 -0.0002155242789 -6.499407854e-05
2.08 -0.004830216385 -0.0002165629814 -6.501902182e-05
2.09 -0.004830149843 -0.0002176016575 -6.504396108e-05
2.1 -0.004830083089 -0.0002186403071 -6.506889632e-05
2.11 -0.004830016121 -0.0002196789302 -6.509382752e-05
2.12 -0.00482994894 -0.0002207175268 -6.51187547e-05
2.13 -0.004829881545 -0.0002217560967 -6.514367784e-05
2.14 -0.004829813937 -0.0002227946401 -6.516859695e-05
2.15 -0.004829746116 -0.0002238331568 -6.519351202e-05
2.16 -0.004829678082 -0.0002248716468 -6.521842307e-05
2.17 -0.004829609834 -0.0002259101101 -6.524333007e-05
2.18 -0.004829541373 -0.0002269485466 -6.526823304e-05
2.19 -0.004829472699 -0.0002279869564 -6.529313198e-05
2.2 -0.004829403811 -0.0002290253392 -6.531802687e-05
2.21 -0.004829334711 -0.0002300636952 -6.534291773e-05
2.22 -0.004829265397 -0.0002311020243 -6.536780454e-05
2.23 -0.00482919587 -0.0002321403265 -6.539268731e-05
2.24 -0.004829126129 -0.0002331786016 -6.541756604e-05
2.25 -0.004829056176 -0.0002342168497 -6.544244073e-05
2.26 -0.004828986009 -0.0002352550708 -6.546731137e-05
2.27 -0.00482891563 -0.0002362932648 -6.549217797e-05
2.28 -0.004828845037 -0.0002373314316 -6.551704052e-05
2.29 -0.004828774231 -0.0002383695712 -6.554189902e-05
2.3 -0.004828703212 -0.0002394076837 -6.556675347e-05
2.31 -0.004828631979 -0.0002404457689 -6.559160387e-05
2.32 -0.004828560534 -0.0002414838268 -6.561645022e-05
2.33 -0.004828488876 -0.0002425218574 -6.564129252e-05
2.34 -0.004828417004 -0.0002435598606 -6.566613077e-05
2.35 -0.00482834492 -0.0002445978365 -6.569096496e-05
2.36 -0.004828272622 -0.0002456357849 -6.57157951e-05
2.37 -0.004828200111 -0.0002466737058 -6.574062118e-05
2.38 -0.004828127388 -0.0002477115992 -6.57654432e-05
2.39 -0.004828054451 -0.0002487494651 -6.579026116e-05
2.4 -0.004827981301 -0.0002497873034 -6.581507507e-05
2.41 -0.004827907939 -0.0002508251141 -6.583988491e-05
2.42 -0.004827834363 -0.0002518628971 -6.58646907e-05
2.43 -0.004827760575 -0.0002529006525 -6.588949242e-05
2.44 -0.004827686573 -0.0002539383801 -6.591429008e-05
2.45 -0.004827612358 -0.0002549760799 -6.593908367e-05
2.46 -0.004827537931 -0.000256013752 -6.59638732e-05
2.47 -0.004827463291 -0.0002570513962 -6.598865866e-05
2.48 -0.004827388437 -0.0002580890125 -6.601344005e-05
2.49 -0.004827313371 -0.0002591266009 -6.603821738e-05
2.5 -0.004827238092 -0.0002601641614 -6.606299063e-05
2.51 -0.0048271626 -0.0002612016938 -6.608775981e-05
2.52 -0.004827086895 -0.0002622391983 -6.611252493e-05
2.53 -0.004827010978 -0.0002632766747 -6.613728597e-05
2.54 -0.004826934847 -0.000264314123 -6.616204293e-05
2.55 -0.004826858504 -0.0002653515431 -6.618679582e-05
2.56 -0.004826781948 -0.0002663889351 -6.621154464e-05
2.57 -0.004826705179 -0.0002674262989 -6.623628938e-05
2.58 -0.004826628197 -0.0002684636344 -6.626103004e-05
2.59 -0.004826551003 -0.0002695009417 -6.628576662e-05
2.6 -0.004826473595 -0.0002705382206 -6.631049912e-05
2.61 -0.004826395975 -0.0002715754711 -6.633522754e-05
2.62 -0.004826318143 -0.0002726126933 -6.635995187e-05
2.63 -0.004826240097 -0.0002736498871 -6.638467213e-05
2.64 -0.004826161839 -0.0002746870523 -6.64093883e-05
2.65 -0.004826083368 -0.0002757241891 -6.643410038e-05
2.66 -0.004826004684 -0.0002767612973 -6.645880838e-05
2.67 -0.004825925788 -0.000277798377 -6.648351229e-05
2.68 -0.004825846679 -0.000278835428 -6.650821212e-05
2.69 -0.004825767357 -0.0002798724504 -6.653290785e-05
2.7 -0.004825687823 -0.0002809094441 -6.655759949e-05
2.71 -0.004825608076 -0.0002819464091 -6.658228705e-05
2.72 -0.004825528116 -0.0002829833453 -6.660697051e-05
2.73 -0.004825447944 -0.0002840202527 -6.663164987e-05
2.74 -0.004825367559 -0.0002850571313 -6.665632514e-05
2.75 -0.004825286961 -0.000286093981 -6.668099632e-05
2.76 -0.004825206151 -0.0002871308018 -6.67056634e-05
2.77 -0.004825125129 -0.0002881675936 -6.673032638e-05
2.78 -0.004825043893 -0.0002892043565 -6.675498526e-05
2.79 -0.004824962446 -0.0002902410903 -6.677964005e-05
2.8 -0.004824880785 -0.0002912777951 -6.680429073e-05
2.81 -0.004824798913 -0.0002923144708 -6.682893731e-05
2.82 -0.004824716827 -0.0002933511173 -6.685357979e-05
2.83 -0.004824634529 -0.0002943877347 -6.687821816e-05
2.84 -0.004824552019 -0.0002954243229 -6.690285243e-05
2.85 -0.004824469296 -0.0002964608818 -6.69274826e-05
2.86 -0.004824386361 -0.0002974974115 -6.695210865e-05
2.87 -0.004824303213 -0.0002985339118 -6.69767306e-05
2.88 -0.004824219853 -0.0002995703828 -6.700134844e-05
2.89 -0.00482413628 -0.0003006068245 -6.702596217e-05
2.9 -0.004824052495 -0.0003016432366 -6.705057179e-05
2.91 -0.004823968498 -0.0003026796194 -6.70751773e-05
2.92 -0.004823884288 -0.0003037159726 -6.709977869e-05
2.93 -0.004823799866 -0.0003047522963 -6.712437597e-05
2.94 -0.004823715231 -0.0003057885904 -6.714896914e-05
2.95 -0.004823630384 -0.0003068248549 -6.717355819e-05
2.96 -0.004823545325 -0.0003078610898 -6.719814312e-05
2.97 -0.004823460053 -0.0003088972949 -6.722272393e-05
2.98 -0.004823374569 -0.0003099334704 -6.724730063e-05
2.99 -0.004823288873 -0.0003109696161 -6.72718732e-05
3 -0.004823202964 -0.000312005732 -6.729644165e-05
3.01 -0.004823116843 -0.0003130418181 -6.732100598e-05
3.02 -0.00482303051 -0.0003140778743 -6.734556619e-05
3.03 -0.004822943964 -0.0003151139006 -6.737012227e-05
3.04 -0.004822857207 -0.000316149897 -6.739467423e-05
3.05 -0.004822770237 -0.0003171858634 -6.741922206e-05
3.06 -0.004822683054 -0.0003182217998 -6.744376577e-05
3.07 -0.00482259566 -0.0003192577061 -6.746830534e-05
3.08 -0.004822508053 -0.0003202935824 -6.749284079e-05
3.09 -0.004822420234 -0.0003213294285 -6.75173721e-05
3.1 -0.004822332203 -0.0003223652445 -6.754189929e-05
3.11 -0.00482224396 -0.0003234010303 -6.756642234e-05
3.12 -0.004822155505 -0.0003244367858 -6.759094126e-05
3.13 -0.004822066837 -0.0003254725111 -6.761545604e-05
3.14 -0.004821977957 -0.000326508206 -6.763996669e-05
3.15 -0.004821888865 -0.0003275438707 -6.76644732e-05
3.16 -0.004821799561 -0.0003285795049 -6.768897558e-05
3.17 -0.004821710045 -0.0003296151087 -6.771347381e-05
3.18 -0.004821620317 -0.0003306506821 -6.773796791e-05
3.19 -0.004821530377 -0.000331686225 -6.776245786e-05
3.2 -0.004821440225 -0.0003327217373 -6.778694368e-05
3.21 -0.00482134986 -0.0003337572191 -6.781142535e-05
3.22 -0.004821259284 -0.0003347926703 -6.783590287e-05
3.23 -0.004821168495 -0.0003358280909 -6.786037626e-05
3.24 -0.004821077495 -0.0003368634808 -6.788484549e-05
3.25 -0.004820986282 -0.00033789884 -6.790931058e-05
3.26 -0.004820894858 -0.0003389341684 -6.793377152e-05
3.27 -0.004820803221 -0.0003399694661 -6.795822832e-05
3.28 -0.004820711373 -0.0003410047329 -6.798268096e-05
3.29 -0.004820619312 -0.0003420399689 -6.800712945e-05
3.3 -0.00482052704 -0.000343075174 -6.803157379e-05
3.31 -0.004820434555 -0.0003441103481 -6.805601398e-05
3.32 -0.004820341859 -0.0003451454913 -6.808045001e-05
3.33 -0.004820248951 -0.0003461806035 -6.810488189e-05
3.34 -0.004820155831 -0.0003472156847 -6.812930962e-05
3.35 -0.004820062499 -0.0003482507347 -6.815373318e-05
3.36 -0.004819968955 -0.0003492857537 -6.817815259e-05
3.37 -0.004819875199 -0.0003503207415 -6.820256784e-05
3.38 -0.004819781231 -0.0003513556982 -6.822697893e-05
3.39 -0.004819687052 -0.0003523906236 -6.825138585e-05
3.4 -0.00481959266 -0.0003534255177 -6.827578862e-05
3.41 -0.004819498057 -0.0003544603806 -6.830018722e-05
3.42 -0.004819403242 -0.0003554952121 -6.832458166e-05
3.43 -0.004819308216 -0.0003565300123 -6.834897194e-05
3.44 -0.004819212977 -0.0003575647811 -6.837335804e-05
3.45 -0.004819117527 -0.0003585995184 -6.839773998e-05
3.46 -0.004819021864 -0.0003596342242 -6.842211776e-05
3.47 -0.004818925991 -0.0003606688986 -6.844649136e-05
3.48 -0.004818829905 -0.0003617035413 -6.847086079e-05
3.49 -0.004818733608 -0.0003627381525 -6.849522605e-05
3.5 -0.004818637099 -0.0003637727321 -6.851958714e-05
3.51 -0.004818540378 -0.00036480728 -6.854394406e-05
3.52 -0.004818443445 -0.0003658417963 -6.85682968e-05
3.53 -0.004818346301 -0.0003668762808 -6.859264537e-05
3.54 -0.004818248945 -0.0003679107335 -6.861698976e-05
3.55 -0.004818151378 -0.0003689451544 -6.864132997e-05
3.56 -0.004818053599 -0.0003699795435 -6.866566601e-05
3.57 -0.004817955608 -0.0003710139007 -6.868999786e-05
3.58 -0.004817857405 -0.000372048226 -6.871432554e-05
3.59 -0.004817758991 -0.0003730825193 -6.873864903e-05
3.6 -0.004817660366 -0.0003741167806 -6.876296834e-05
3.61 -0.004817561529 -0.00037515101 -6.878728347e-05
3.62 -0.00481746248 -0.0003761852072 -6.881159442e-05
3.63 -0.004817363219 -0.0003772193724 -6.883590118e-05
3.64 -0.004817263747 -0.0003782535054 -6.886020375e-05
3.65 -0.004817164064 -0.0003792876063 -6.888450213e-05
3.66 -0.004817064169 -0.000380321675 -6.890879633e-05
3.67 -0.004816964062 -0.0003813557114 -6.893308634e-05
3.68 -0.004816863744 -0.0003823897155 -6.895737216e-05
3.69 -0.004816763215 -0.0003834236873 -6.898165378e-05
3.7 -0.004816662474 -0.0003844576268 -6.900593121e-05
3.71 -0.004816561521 -0.0003854915339 -6.903020445e-05
3.72 -0.004816460357 -0.0003865254086 -6.90544735e-05
3.73 -0.004816358982 -0.0003875592508 -6.907873835e-05
3.74 -0.004816257395 -0.0003885930605 -6.9102999e-05
3.75 -0.004816155597 -0.0003896268377 -6.912725546e-05
3.76 -0.004816053587 -0.0003906605823 -6.915150772e-05
3.77 -0.004815951366 -0.0003916942943 -6.917575577e-05
3.78 -0.004815848934 -0.0003927279736 -6.919999963e-05
3.79 -0.00481574629 -0.0003937616203 -6.922423929e-05
3.8 -0.004815643435 -0.0003947952343 -6.924847474e-05
3.81 -0.004815540368 -0.0003958288155 -6.927270599e-05
3.82 -0.00481543709 -0.0003968623639 -6.929693304e-05
3.83 -0.004815333601 -0.0003978958795 -6.932115588e-05
3.84 -0.004815229901 -0.0003989293623 -6.934537451e-05
3.85 -0.004815125989 -0.0003999628121 -6.936958894e-05
3.86 -0.004815021866 -0.000400996229 -6.939379916e-05
3.87 -0.004814917531 -0.000402029613 -6.941800516e-05
3.88 -0.004814812986 -0.0004030629639 -6.944220696e-05
3.89 -0.004814708229 -0.0004040962818 -6.946640455e-05
3.9 -0.00481460326 -0.0004051295667 -6.949059792e-05
3.91 -0.004814498081 -0.0004061628184 -6.951478708e-05
3.92 -0.00481439269 -0.0004071960369 -6.953897203e-05
3.93 -0.004814287088 -0.0004082292223 -6.956315275e-05
3.94 -0.004814181275 -0.0004092623745 -6.958732927e-05
3.95 -0.004814075251 -0.0004102954933 -6.961150156e-05
3.96 -0.004813969016 -0.0004113285789 -6.963566964e-05
3.97 -0.004813862569 -0.0004123616312 -6.96598335e-05
3.98 -0.004813755911 -0.0004133946501 -6.968399313e-05
3.99 -0.004813649042 -0.0004144276356 -6.970814855e-05
4 -0.004813541962 -0.0004154605877 -6.973229974e-05
4.01 -0.004813434671 -0.0004164935062 -6.975644671e-05
4.02 -0.004813327169 -0.0004175263913 -6.978058946e-05
4.03 -0.004813219456 -0.0004185592428 -6.980472797e-05
4.04 -0.004813111531 -0.0004195920607 -6.982886227e-05
4.05 -0.004813003396 -0.000420624845 -6.985299233e-05
4.06 -0.004812895049 -0.0004216575957 -6.987711817e-05
4.07 -0.004812786492 -0.0004226903127 -6.990123977e-05
4.08 -0.004812677723 -0.0004237229959 -6.992535715e-05
4.09 -0.004812568744 -0.0004247556453 -6.994947029e-05
4.1 -0.004812459553 -0.000425788261 -6.997357921e-05
4.11 -0.004812350151 -0.0004268208428 -6.999768388e-05
4.12 -0.004812240539 -0.0004278533908 -7.002178433e-05
4.13 -0.004812130715 -0.0004288859048 -7.004588054e-05
4.14 -0.004812020681 -0.0004299183849 -7.006997251e-05
4.15 -0.004811910435 -0.000430950831 -7.009406024e-05
4.16 -0.004811799979 -0.0004319832431 -7.011814374e-05
4.17 -0.004811689311 -0.0004330156211 -7.014222299e-05
4.18 -0.004811578433 -0.000434047965 -7.016629801e-05
4.19 -0.004811467344 -0.0004350802748 -7.019036878e-05
4.2 -0.004811356044 -0.0004361125505 -7.021443531e-05
4.21 -0.004811244533 -0.0004371447919 -7.02384976e-05
4.22 -0.004811132811 -0.0004381769991 -7.026255564e-05
4.23 -0.004811020879 -0.0004392091721 -7.028660944e-05
4.24 -0.004810908735 -0.0004402413107 -7.031065899e-05
4.25 -0.004810796381 -0.000441273415 -7.033470429e-05
4.26 -0.004810683816 -0.0004423054849 -7.035874534e-05
4.27 -0.00481057104 -0.0004433375203 -7.038278215e-05
4.28 -0.004810458053 -0.0004443695214 -7.04068147e-05
4.29 -0.004810344855 -0.0004454014879 -7.043084301e-05
4.3 -0.004810231447 -0.0004464334199 -7.045486706e-05
4.31 -0.004810117828 -0.0004474653174 -7.047888685e-05
4.32 -0.004810003998 -0.0004484971802 -7.050290239e-05
4.33 -0.004809889958 -0.0004495290084 -7.052691368e-05
4.34 -0.004809775707 -0.000450560802 -7.055092071e-05
4.35 -0.004809661245 -0.0004515925608 -7.057492348e-05
4.36 -0.004809546572 -0.0004526242849 -7.0598922e-05
4.37 -0.004809431689 -0.0004536559743 -7.062291625e-05
4.38 -0.004809316595 -0.0004546876288 -7.064690624e-05
4.39 -0.00480920129 -0.0004557192484 -7.067089198e-05
4.4 -0.004809085775 -0.0004567508332 -7.069487345e-05
4.41 -0.004808970049 -0.0004577823831 -7.071885065e-05
4.42 -0.004808854112 -0.000458813898 -7.074282359e-05
4.43 -0.004808737965 -0.0004598453779 -7.076679227e-05
4.44 -0.004808621607 -0.0004608768227 -7.079075668e-05
4.45 -0.004808505039 -0.0004619082325 -7.081471682e-05
4.46 -0.00480838826 -0.0004629396072 -7.08386727e-05
4.47 -0.004808271271 -0.0004639709468 -7.08626243e-05
4.48 -0.00480815407 -0.0004650022512 -7.088657163e-05
