# t ax ay az
3.53 0.004016970455 0.0002547911571 -0.0001301777596
3.54 0.004016911086 0.0002555102535 -0.000130193239
3.55 0.004016851594 0.0002562293325 -0.0001302087132
3.56 0.00401679198 0.0002569483942 -0.0001302241821
3.57 0.004016732242 0.0002576674386 -0.0001302396458
3.58 0.004016672383 0.0002583864656 -0.0001302551043
3.59 0.0040166124 0.0002591054752 -0.0001302705576
3.6 0.004016552296 0.0002598244674 -0.0001302860056
3.61 0.004016492068 0.0002605434421 -0.0001303014484
3.62 0.004016431718 0.0002612623995 -0.000130316886
3.63 0.004016371245 0.0002619813393 -0.0001303323184
3.64 0.00401631065 0.0002627002617 -0.0001303477455
3.65 0.004016249932 0.0002634191666 -0.0001303631674
3.66 0.004016189092 0.000264138054 -0.000130378584
3.67 0.004016128129 0.0002648569239 -0.0001303939954
3.68 0.004016067043 0.0002655757762 -0.0001304094016
3.69 0.004016005835 0.000266294611 -0.0001304248026
3.7 0.004015944504 0.0002670134282 -0.0001304401983
3.71 0.004015883051 0.0002677322277 -0.0001304555888
3.72 0.004015821475 0.0002684510097 -0.0001304709741
3.73 0.004015759777 0.000269169774 -0.0001304863541
3.74 0.004015697956 0.0002698885207 -0.0001305017289
3.75 0.004015636012 0.0002706072497 -0.0001305170985
3.76 0.004015573947 0.000271325961 -0.0001305324628
3.77 0.004015511758 0.0002720446547 -0.0001305478219
3.78 0.004015449447 0.0002727633306 -0.0001305631757
3.79 0.004015387014 0.0002734819887 -0.0001305785244
3.8 0.004015324458 0.0002742006291 -0.0001305938678
3.81 0.004015261779 0.0002749192517 -0.0001306092059
3.82 0.004015198979 0.0002756378566 -0.0001306245388
3.83 0.004015136055 0.0002763564436 -0.0001306398665
3.84 0.004015073009 0.0002770750128 -0.0001306551889
3.85 0.004015009841 0.0002777935641 -0.0001306705061
3.86 0.00401494655 0.0002785120976 -0.0001306858181
3.87 0.004014883137 0.0002792306132 -0.0001307011248
3.88 0.004014819601 0.0002799491109 -0.0001307164263
3.89 0.004014755943 0.0002806675907 -0.0001307317226
3.9 0.004014692163 0.0002813860526 -0.0001307470136
3.91 0.00401462826 0.0002821044965 -0.0001307622993
3.92 0.004014564234 0.0002828229225 -0.0001307775799
3.93 0.004014500086 0.0002835413304 -0.0001307928552
3.94 0.004014435816 0.0002842597204 -0.0001308081252
3.95 0.004014371423 0.0002849780923 -0.00013082339
3.96 0.004014306908 0.0002856964462 -0.0001308386496
3.97 0.004014242271 0.000286414782 -0.0001308539039
3.98 0.004014177511 0.0002871330998 -0.000130869153
3.99 0.004014112629 0.0002878513995 -0.0001308843968
4 0.004014047624 0.0002885696811 -0.0001308996354
4.01 0.004013982497 0.0002892879445 -0.0001309148688
4.02 0.004013917248 0.0002900061898 -0.0001309300969
4.03 0.004013851876 0.0002907244169 -0.0001309453198
4.04 0.004013786382 0.0002914426259 -0.0001309605374
4.05 0.004013720765 0.0002921608167 -0.0001309757498
4.06 0.004013655026 0.0002928789892 -0.0001309909569
4.07 0.004013589165 0.0002935971435 -0.0001310061588
4.08 0.004013523182 0.0002943152796 -0.0001310213554
4.09 0.004013457076 0.0002950333974 -0.0001310365468
4.1 0.004013390848 0.0002957514969 -0.000131051733
4.11 0.004013324497 0.0002964695781 -0.0001310669139
4.12 0.004013258025 0.000297187641 -0.0001310820895
4.13 0.004013191429 0.0002979056856 -0.0001310972599
4.14 0.004013124712 0.0002986237118 -0.0001311124251
4.15 0.004013057872 0.0002993417196 -0.000131127585
4.16 0.00401299091 0.0003000597091 -0.0001311427397
4.17 0.004012923826 0.0003007776801 -0.0001311578891
4.18 0.00401285662 0.0003014956327 -0.0001311730333
4.19 0.004012789291 0.0003022135669 -0.0001311881722
4.2 0.00401272184 0.0003029314826 -0.0001312033059
4.21 0.004012654267 0.0003036493798 -0.0001312184343
4.22 0.004012586571 0.0003043672586 -0.0001312335575
4.23 0.004012518753 0.0003050851188 -0.0001312486754
4.24 0.004012450813 0.0003058029605 -0.0001312637881
4.25 0.004012382751 0.0003065207837 -0.0001312788955
4.26 0.004012314566 0.0003072385882 -0.0001312939976
4.27 0.00401224626 0.0003079563743 -0.0001313090946
4.28 0.004012177831 0.0003086741417 -0.0001313241862
4.29 0.004012109279 0.0003093918905 -0.0001313392726
4.3 0.004012040606 0.0003101096206 -0.0001313543538
4.31 0.00401197181 0.0003108273321 -0.0001313694297
4.32 0.004011902893 0.000311545025 -0.0001313845004
4.33 0.004011833853 0.0003122626991 -0.0001313995657
4.34 0.00401176469 0.0003129803545 -0.0001314146259
4.35 0.004011695406 0.0003136979913 -0.0001314296808
4.36 0.004011626 0.0003144156093 -0.0001314447304
4.37 0.004011556471 0.0003151332085 -0.0001314597748
4.38 0.00401148682 0.0003158507889 -0.0001314748139
4.39 0.004011417047 0.0003165683506 -0.0001314898478
4.4 0.004011347152 0.0003172858934 -0.0001315048764
4.41 0.004011277135 0.0003180034175 -0.0001315198997
4.42 0.004011206995 0.0003187209226 -0.0001315349178
4.43 0.004011136734 0.000319438409 -0.0001315499307
4.44 0.00401106635 0.0003201558764 -0.0001315649383
4.45 0.004010995844 0.0003208733249 -0.0001315799406
4.46 0.004010925216 0.0003215907546 -0.0001315949376
4.47 0.004010854466 0.0003223081653 -0.0001316099295
4.48 0.004010783594 0.000323025557 -0.000131624916
4.49 0.0040107126 0.0003237429298 -0.0001316398973
4.5 0.004010641483 0.0003244602836 -0.0001316548733
4.51 0.004010570245 0.0003251776184 -0.0001316698441
4.52 0.004010498884 0.0003258949342 -0.0001316848096
4.53 0.004010427402 0.0003266122309 -0.0001316997698
4.54 0.004010355797 0.0003273295086 -0.0001317147248
4.55 0.004010284071 0.0003280467672 -0.0001317296746
4.56 0.004010212222 0.0003287640067 -0.000131744619
4.57 0.004010140251 0.0003294812272 -0.0001317595582
4.58 0.004010068158 0.0003301984285 -0.0001317744922
4.59 0.004009995943 0.0003309156106 -0.0001317894208
4.6 0.004009923606 0.0003316327736 -0.0001318043442
4.61 0.004009851147 0.0003323499174 -0.0001318192624
4.62 0.004009778566 0.0003330670421 -0.0001318341753
4.63 0.004009705863 0.0003337841475 -0.0001318490829
4.64 0.004009633038 0.0003345012337 -0.0001318639853
4.65 0.004009560091 0.0003352183006 -0.0001318788824
4.66 0.004009487022 0.0003359353483 -0.0001318937742
4.67 0.004009413831 0.0003366523767 -0.0001319086607
4.68 0.004009340518 0.0003373693858 -0.000131923542
4.69 0.004009267083 0.0003380863756 -0.0001319384181
4.7 0.004009193526 0.000338803346 -0.0001319532888
4.71 0.004009119847 0.0003395202972 -0.0001319681543
4.72 0.004009046047 0.0003402372289 -0.0001319830146
4.73 0.004008972124 0.0003409541412 -0.0001319978695
4.74 0.004008898079 0.0003416710342 -0.0001320127192
4.75 0.004008823912 0.0003423879077 -0.0001320275636
4.76 0.004008749623 0.0003431047618 -0.0001320424028
4.77 0.004008675213 0.0003438215965 -0.0001320572367
4.78 0.00400860068 0.0003445384116 -0.0001320720653
4.79 0.004008526026 0.0003452552073 -0.0001320868887
4.8 0.004008451249 0.0003459719835 -0.0001321017068
4.81 0.004008376351 0.0003466887401 -0.0001321165196
4.82 0.004008301331 0.0003474054772 -0.0001321313271
4.83 0.004008226189 0.0003481221948 -0.0001321461294
4.84 0.004008150925 0.0003488388927 -0.0001321609264
4.85 0.004008075539 0.0003495555711 -0.0001321757181
4.86 0.004008000031 0.0003502722299 -0.0001321905046
4.87 0.004007924402 0.000350988869 -0.0001322052857
4.88 0.00400784865 0.0003517054885 -0.0001322200617
4.89 0.004007772777 0.0003524220883 -0.0001322348323
4.9 0.004007696782 0.0003531386684 -0.0001322495977
4.91 0.004007620664 0.0003538552289 -0.0001322643578
4.92 0.004007544425 0.0003545717696 -0.0001322791126
4.93 0.004007468065 0.0003552882906 -0.0001322938621
4.94 0.004007391582 0.0003560047919 -0.0001323086064
4.95 0.004007314978 0.0003567212733 -0.0001323233454
