# t x y z R phi vx vy vz vR vphi vz_cyl
245.29 9.960509744 -0.42905562 0.1568639069 9.969746391 6.240136251 0.00368625724 0.2162959975 0.005190088722 -0.005625620747 0.2162542472 0.005190088722
245.3 9.960546365 -0.4268926496 0.156915803 9.969690126 6.240353163 0.003637769807 0.2162980808 0.005189145841 -0.005627244709 0.2162554676 0.005189145841
245.31 9.9605825 -0.4247296584 0.1569676898 9.969633846 6.240570077 0.003589281659 0.2163001537 0.005188202639 -0.00562886814 0.2162566884 0.005188202639
245.32 9.96061815 -0.4225666466 0.1570195671 9.969577549 6.240786994 0.003540792799 0.216302216 0.005187259113 -0.00563049104 0.2162579096 0.005187259113
245.33 9.960653316 -0.4204036142 0.157071435 9.969521236 6.241003913 0.003492303228 0.2163042679 0.005186315266 -0.00563211341 0.2162591311 0.005186315266
245.34 9.960687996 -0.4182405613 0.1571232934 9.969464907 6.241220834 0.00344381295 0.2163063092 0.005185371097 -0.005633735249 0.216260353 0.005185371097
245.35 9.960722192 -0.416077488 0.1571751424 9.969408561 6.241437758 0.003395321966 0.21630834 0.005184426605 -0.005635356557 0.2162615753 0.005184426605
245.36 9.960755903 -0.4139143945 0.1572269819 9.9693522 6.241654685 0.003346830279 0.2163103604 0.005183481791 -0.005636977334 0.2162627979 0.005183481791
245.37 9.960789129 -0.4117512809 0.157278812 9.969295822 6.241871613 0.00329833789 0.2163123702 0.005182536655 -0.00563859758 0.2162640209 0.005182536655
245.38 9.960821869 -0.4095881472 0.1573306327 9.969239428 6.242088545 0.003249844802 0.2163143695 0.005181591198 -0.005640217294 0.2162652443 0.005181591198
245.39 9.960854125 -0.4074249935 0.1573824438 9.969183017 6.242305478 0.003201351017 0.2163163583 0.005180645418 -0.005641836476 0.216266468 0.005180645418
245.4 9.960885896 -0.4052618201 0.1574342456 9.969126591 6.242522415 0.003152856537 0.2163183365 0.005179699316 -0.005643455126 0.2162676921 0.005179699316
245.41 9.960917183 -0.4030986269 0.1574860378 9.969070148 6.242739353 0.003104361365 0.2163203043 0.005178752893 -0.005645073245 0.2162689166 0.005178752893
245.42 9.960947984 -0.400935414 0.1575378206 9.969013689 6.242956294 0.003055865503 0.2163222616 0.005177806148 -0.005646690831 0.2162701414 0.005177806148
245.43 9.9609783 -0.3987721817 0.157589594 9.968957214 6.243173238 0.003007368952 0.2163242083 0.005176859081 -0.005648307885 0.2162713666 0.005176859081
245.44 9.961008131 -0.3966089299 0.1576413578 9.968900723 6.243390184 0.002958871715 0.2163261446 0.005175911692 -0.005649924406 0.2162725921 0.005175911692
245.45 9.961037477 -0.3944456588 0.1576931122 9.968844216 6.243607133 0.002910373795 0.2163280703 0.005174963982 -0.005651540395 0.216273818 0.005174963982
245.46 9.961066339 -0.3922823686 0.1577448571 9.968787692 6.243824084 0.002861875193 0.2163299855 0.00517401595 -0.005653155851 0.2162750443 0.00517401595
245.47 9.961094715 -0.3901190592 0.1577965925 9.968731153 6.244041037 0.002813375911 0.2163318902 0.005173067596 -0.005654770773 0.216276271 0.005173067596
245.48 9.961122606 -0.3879557308 0.1578483184 9.968674597 6.244257993 0.002764875952 0.2163337844 0.005172118921 -0.005656385163 0.216277498 0.005172118921
245.49 9.961150012 -0.3857923835 0.1579000349 9.968618025 6.244474951 0.002716375319 0.2163356681 0.005171169925 -0.005657999019 0.2162787254 0.005171169925
245.5 9.961176934 -0.3836290175 0.1579517418 9.968561437 6.244691912 0.002667874012 0.2163375413 0.005170220607 -0.005659612342 0.2162799531 0.005170220607
245.51 9.96120337 -0.3814656328 0.1580034393 9.968504833 6.244908875 0.002619372035 0.2163394039 0.005169270968 -0.005661225131 0.2162811812 0.005169270968
245.52 9.961229321 -0.3793022295 0.1580551272 9.968448213 6.245125841 0.002570869389 0.2163412561 0.005168321007 -0.005662837386 0.2162824097 0.005168321007
245.53 9.961254787 -0.3771388077 0.1581068057 9.968391576 6.245342809 0.002522366078 0.2163430977 0.005167370725 -0.005664449107 0.2162836385 0.005167370725
245.54 9.961279768 -0.3749753676 0.1581584747 9.968334924 6.24555978 0.002473862102 0.2163449288 0.005166420122 -0.005666060294 0.2162848677 0.005166420122
245.55 9.961304264 -0.3728119092 0.1582101341 9.968278255 6.245776753 0.002425357464 0.2163467494 0.005165469198 -0.005667670947 0.2162860972 0.005165469198
245.56 9.961328275 -0.3706484326 0.158261784 9.96822157 6.245993729 0.002376852167 0.2163485595 0.005164517952 -0.005669281065 0.2162873272 0.005164517952
245.57 9.961351801 -0.368484938 0.1583134245 9.968164869 6.246210707 0.002328346212 0.2163503591 0.005163566386 -0.005670890649 0.2162885574 0.005163566386
245.58 9.961374842 -0.3663214255 0.1583650554 9.968108152 6.246427687 0.002279839602 0.2163521482 0.005162614498 -0.005672499697 0.2162897881 0.005162614498
245.59 9.961397398 -0.3641578951 0.1584166768 9.968051419 6.24664467 0.002231332339 0.2163539267 0.005161662289 -0.005674108211 0.2162910191 0.005161662289
245.6 9.961419469 -0.361994347 0.1584682886 9.96799467 6.246861656 0.002182824425 0.2163556947 0.00516070976 -0.005675716189 0.2162922505 0.00516070976
245.61 9.961441055 -0.3598307813 0.1585198909 9.967937905 6.247078644 0.002134315862 0.2163574523 0.005159756909 -0.005677323632 0.2162934822 0.005159756909
245.62 9.961462155 -0.357667198 0.1585714838 9.967881124 6.247295634 0.002085806653 0.2163591993 0.005158803738 -0.00567893054 0.2162947143 0.005158803738
245.63 9.961482771 -0.3555035974 0.158623067 9.967824326 6.247512627 0.002037296799 0.2163609357 0.005157850246 -0.005680536912 0.2162959468 0.005157850246
245.64 9.961502901 -0.3533399794 0.1586746408 9.967767513 6.247729623 0.001988786304 0.2163626617 0.005156896433 -0.005682142748 0.2162971796 0.005156896433
245.65 9.961522547 -0.3511763442 0.1587262049 9.967710684 6.24794662 0.001940275169 0.2163643772 0.005155942299 -0.005683748048 0.2162984128 0.005155942299
245.66 9.961541707 -0.3490126919 0.1587777596 9.967653838 6.248163621 0.001891763395 0.2163660821 0.005154987845 -0.005685352812 0.2162996463 0.005154987845
245.67 9.961560382 -0.3468490226 0.1588293047 9.967596976 6.248380624 0.001843250987 0.2163677765 0.00515403307 -0.005686957039 0.2163008803 0.00515403307
245.68 9.961578572 -0.3446853364 0.1588808403 9.967540099 6.248597629 0.001794737945 0.2163694604 0.005153077974 -0.00568856073 0.2163021145 0.005153077974
245.69 9.961596277 -0.3425216334 0.1589323663 9.967483205 6.248814637 0.001746224272 0.2163711338 0.005152122558 -0.005690163885 0.2163033492 0.005152122558
245.7 9.961613496 -0.3403579138 0.1589838827 9.967426296 6.249031647 0.00169770997 0.2163727966 0.005151166822 -0.005691766502 0.2163045842 0.005151166822
245.71 9.961630231 -0.3381941776 0.1590353896 9.96736937 6.24924866 0.001649195041 0.216374449 0.005150210765 -0.005693368583 0.2163058195 0.005150210765
245.72 9.96164648 -0.3360304249 0.1590868869 9.967312428 6.249465675 0.001600679488 0.2163760908 0.005149254387 -0.005694970126 0.2163070552 0.005149254387
245.73 9.961662244 -0.3338666558 0.1591383747 9.967255471 6.249682692 0.001552163313 0.2163777221 0.00514829769 -0.005696571132 0.2163082913 0.00514829769
245.74 9.961677523 -0.3317028705 0.1591898529 9.967198497 6.249899713 0.001503646517 0.2163793428 0.005147340672 -0.005698171601 0.2163095278 0.005147340672
245.75 9.961692317 -0.329539069 0.1592413215 9.967141507 6.250116735 0.001455129104 0.2163809531 0.005146383334 -0.005699771532 0.2163107646 0.005146383334
245.76 9.961706626 -0.3273752515 0.1592927805 9.967084501 6.25033376 0.001406611075 0.2163825528 0.005145425675 -0.005701370925 0.2163120017 0.005145425675
245.77 9.96172045 -0.325211418 0.15934423 9.96702748 6.250550788 0.001358092432 0.2163841421 0.005144467696 -0.00570296978 0.2163132393 0.005144467696
245.78 9.961733788 -0.3230475687 0.1593956699 9.966970442 6.250767818 0.001309573178 0.2163857207 0.005143509398 -0.005704568097 0.2163144772 0.005143509398
245.79 9.961746641 -0.3208837036 0.1594471002 9.966913388 6.250984851 0.001261053315 0.2163872889 0.005142550779 -0.005706165876 0.2163157154 0.005142550779
245.8 9.961759009 -0.3187198229 0.1594985209 9.966856319 6.251201886 0.001212532845 0.2163888466 0.00514159184 -0.005707763116 0.216316954 0.00514159184
245.81 9.961770892 -0.3165559267 0.159549932 9.966799233 6.251418923 0.00116401177 0.2163903937 0.005140632582 -0.005709359817 0.216318193 0.005140632582
245.82 9.961782289 -0.3143920151 0.1596013336 9.966742131 6.251635963 0.001115490092 0.2163919303 0.005139673003 -0.00571095598 0.2163194323 0.005139673003
245.83 9.961793201 -0.3122280882 0.1596527255 9.966685014 6.251853006 0.001066967815 0.2163934564 0.005138713104 -0.005712551604 0.216320672 0.005138713104
245.84 9.961803629 -0.310064146 0.1597041078 9.96662788 6.252070051 0.001018444939 0.2163949719 0.005137752886 -0.005714146688 0.2163219121 0.005137752886
245.85 9.96181357 -0.3079001888 0.1597554805 9.966570731 6.252287098 0.0009699214672 0.216396477 0.005136792348 -0.005715741234 0.2163231525 0.005136792348
245.86 9.961823027 -0.3057362166 0.1598068437 9.966513566 6.252504148 0.0009213974017 0.2163979715 0.00513583149 -0.005717335239 0.2163243933 0.00513583149
245.87 9.961831998 -0.3035722294 0.1598581972 9.966456384 6.252721201 0.0008728727447 0.2163994555 0.005134870313 -0.005718928706 0.2163256344 0.005134870313
245.88 9.961840484 -0.3014082275 0.1599095411 9.966399187 6.252938255 0.0008243474984 0.216400929 0.005133908816 -0.005720521632 0.2163268759 0.005133908816
245.89 9.961848485 -0.2992442109 0.1599608753 9.966341974 6.253155313 0.0007758216649 0.2164023919 0.005132946999 -0.005722114018 0.2163281177 0.005132946999
245.9 9.961856001 -0.2970801797 0.1600122 9.966284745 6.253372373 0.0007272952465 0.2164038443 0.005131984863 -0.005723705865 0.21632936 0.005131984863
245.91 9.961863031 -0.2949161341 0.160063515 9.9662275 6.253589435 0.0006787682454 0.2164052862 0.005131022407 -0.00572529717 0.2163306025 0.005131022407
245.92 9.961869576 -0.292752074 0.1601148205 9.966170239 6.2538065 0.0006302406637 0.2164067176 0.005130059632 -0.005726887936 0.2163318455 0.005130059632
245.93 9.961875636 -0.2905879998 0.1601661162 9.966112962 6.254023568 0.0005817125037 0.2164081384 0.005129096537 -0.005728478161 0.2163330888 0.005129096537
245.94 9.96188121 -0.2884239113 0.1602174024 9.966055669 6.254240638 0.0005331837676 0.2164095487 0.005128133124 -0.005730067845 0.2163343324 0.005128133124
245.95 9.9618863 -0.2862598088 0.1602686789 9.965998361 6.25445771 0.0004846544575 0.2164109485 0.00512716939 -0.005731656988 0.2163355764 0.00512716939
245.96 9.961890904 -0.2840956924 0.1603199458 9.965941036 6.254674785 0.0004361245757 0.2164123378 0.005126205338 -0.00573324559 0.2163368208 0.005126205338
245.97 9.961895022 -0.2819315621 0.160371203 9.965883696 6.254891862 0.0003875941244 0.2164137165 0.005125240966 -0.005734833651 0.2163380655 0.005125240966
245.98 9.961898655 -0.2797674181 0.1604224506 9.965826339 6.255108942 0.0003390631058 0.2164150847 0.005124276276 -0.00573642117 0.2163393106 0.005124276276
245.99 9.961901803 -0.2776032605 0.1604736885 9.965768967 6.255326025 0.000290531522 0.2164164424 0.005123311266 -0.005738008148 0.2163405561 0.005123311266
246 9.961904466 -0.2754390893 0.1605249168 9.965711579 6.25554311 0.0002419993753 0.2164177895 0.005122345937 -0.005739594584 0.2163418019 0.005122345937
246.01 9.961906643 -0.2732749048 0.1605761354 9.965654175 6.255760197 0.0001934666679 0.2164191261 0.005121380289 -0.005741180478 0.216343048 0.005121380289
246.02 9.961908335 -0.2711107069 0.1606273444 9.965596756 6.255977287 0.0001449334019 0.2164204522 0.005120414322 -0.00574276583 0.2163442946 0.005120414322
246.03 9.961909542 -0.2689464958 0.1606785437 9.96553932 6.256194379 9.639957968e-05 0.2164217678 0.005119448036 -0.005744350639 0.2163455414 0.005119448036
246.04 9.961910263 -0.2667822716 0.1607297334 9.965481869 6.256411474 4.786520331e-05 0.2164230728 0.005118481431 -0.005745934906 0.2163467887 0.005118481431
246.05 9.961910499 -0.2646180344 0.1607809134 9.965424401 6.256628572 -6.697249763e-07 0.2164243673 0.005117514508 -0.005747518631 0.2163480363 0.005117514508
246.06 9.96191025 -0.2624537843 0.1608320837 9.965366918 6.256845671 -4.920520298e-05 0.2164256513 0.005116547266 -0.005749101813 0.2163492842 0.005116547266
246.07 9.961909515 -0.2602895214 0.1608832443 9.965309419 6.257062774 -9.774122848e-05 0.2164269248 0.005115579705 -0.005750684452 0.2163505326 0.005115579705
246.08 9.961908295 -0.2581252458 0.1609343953 9.965251905 6.257279879 -0.0001462777993 0.2164281877 0.005114611825 -0.005752266547 0.2163517812 0.005114611825
246.09 9.96190659 -0.2559609577 0.1609855365 9.965194374 6.257496986 -0.0001948149132 0.21642944 0.005113643627 -0.0057538481 0.2163530303 0.005113643627
246.1 9.961904399 -0.2537966571 0.1610366681 9.965136828 6.257714096 -0.000243352568 0.2164306819 0.00511267511 -0.005755429109 0.2163542797 0.00511267511
246.11 9.961901723 -0.2516323441 0.16108779 9.965079265 6.257931209 -0.0002918907615 0.2164319132 0.005111706275 -0.005757009575 0.2163555294 0.005111706275
246.12 9.961898561 -0.2494680189 0.1611389022 9.965021687 6.258148324 -0.0003404294916 0.216433134 0.005110737121 -0.005758589496 0.2163567795 0.005110737121
246.13 9.961894914 -0.2473036815 0.1611900048 9.964964094 6.258365441 -0.0003889687558 0.2164343443 0.005109767649 -0.005760168874 0.21635803 0.005109767649
246.14 9.961890782 -0.245139332 0.1612410976 9.964906484 6.258582561 -0.0004375085522 0.216435544 0.005108797858 -0.005761747708 0.2163592808 0.005108797858
246.15 9.961886164 -0.2429749706 0.1612921807 9.964848859 6.258799684 -0.0004860488785 0.2164367332 0.005107827749 -0.005763325998 0.216360532 0.005107827749
246.16 9.961881061 -0.2408105974 0.1613432542 9.964791218 6.259016809 -0.0005345897324 0.2164379119 0.005106857322 -0.005764903743 0.2163617835 0.005106857322
246.17 9.961875472 -0.2386462125 0.1613943179 9.964733561 6.259233936 -0.0005831311119 0.21643908 0.005105886576 -0.005766480944 0.2163630354 0.005105886576
246.18 9.961869398 -0.2364818159 0.1614453719 9.964675888 6.259451066 -0.0006316730145 0.2164402376 0.005104915512 -0.0057680576 0.2163642876 0.005104915512
246.19 9.961862839 -0.2343174078 0.1614964162 9.9646182 6.259668199 -0.0006802154383 0.2164413846 0.00510394413 -0.005769633711 0.2163655402 0.00510394413
246.2 9.961855794 -0.2321529882 0.1615474508 9.964560495 6.259885334 -0.0007287583809 0.2164425212 0.005102972431 -0.005771209277 0.2163667932 0.005102972431
246.21 9.961848263 -0.2299885574 0.1615984756 9.964502775 6.260102471 -0.0007773018402 0.2164436472 0.005102000413 -0.005772784297 0.2163680465 0.005102000413
246.22 9.961840248 -0.2278241153 0.1616494908 9.96444504 6.260319611 -0.0008258458139 0.2164447626 0.005101028077 -0.005774358773 0.2163693002 0.005101028077
246.23 9.961831746 -0.2256596622 0.1617004962 9.964387288 6.260536754 -0.0008743902999 0.2164458675 0.005100055423 -0.005775932703 0.2163705542 0.005100055423
246.24 9.96182276 -0.223495198 0.1617514919 9.964329521 6.260753899 -0.0009229352959 0.2164469619 0.005099082451 -0.005777506087 0.2163718086 0.005099082451
246.25 9.961813288 -0.221330723 0.1618024778 9.964271738 6.260971047 -0.0009714807997 0.2164480458 0.005098109161 -0.005779078925 0.2163730633 0.005098109161
246.26 9.96180333 -0.2191662372 0.1618534541 9.964213939 6.261188197 -0.001020026809 0.2164491191 0.005097135554 -0.005780651217 0.2163743184 0.005097135554
246.27 9.961792887 -0.2170017407 0.1619044205 9.964156125 6.26140535 -0.001068573322 0.2164501819 0.005096161628 -0.005782222964 0.2163755739 0.005096161628
246.28 9.961781959 -0.2148372336 0.1619553773 9.964098295 6.261622505 -0.001117120336 0.2164512341 0.005095187385 -0.005783794163 0.2163768297 0.005095187385
246.29 9.961770545 -0.2126727161 0.1620063243 9.964040449 6.261839662 -0.001165667849 0.2164522758 0.005094212825 -0.005785364816 0.2163780859 0.005094212825
246.3 9.961758645 -0.2105081881 0.1620572615 9.963982588 6.262056823 -0.001214215859 0.216453307 0.005093237946 -0.005786934923 0.2163793424 0.005093237946
246.31 9.961746261 -0.20834365 0.162108189 9.96392471 6.262273985 -0.001262764364 0.2164543276 0.005092262751 -0.005788504483 0.2163805993 0.005092262751
246.32 9.96173339 -0.2061791016 0.1621591068 9.963866818 6.262491151 -0.001311313361 0.2164553377 0.005091287237 -0.005790073495 0.2163818565 0.005091287237
246.33 9.961720034 -0.2040145433 0.1622100148 9.963808909 6.262708319 -0.001359862848 0.2164563373 0.005090311407 -0.005791641961 0.2163831141 0.005090311407
246.34 9.961706193 -0.2018499749 0.162260913 9.963750985 6.262925489 -0.001408412823 0.2164573263 0.005089335258 -0.005793209879 0.216384372 0.005089335258
246.35 9.961691866 -0.1996853968 0.1623118015 9.963693045 6.263142662 -0.001456963284 0.2164583048 0.005088358793 -0.00579477725 0.2163856303 0.005088358793
246.36 9.961677054 -0.1975208089 0.1623626802 9.963635089 6.263359837 -0.001505514228 0.2164592727 0.00508738201 -0.005796344073 0.216386889 0.00508738201
246.37 9.961661756 -0.1953562114 0.1624135491 9.963577118 6.263577015 -0.001554065654 0.2164602302 0.00508640491 -0.005797910348 0.216388148 0.00508640491
246.38 9.961645972 -0.1931916044 0.1624644083 9.963519131 6.263794196 -0.001602617559 0.216461177 0.005085427492 -0.005799476075 0.2163894074 0.005085427492
246.39 9.961629703 -0.1910269879 0.1625152577 9.963461128 6.264011378 -0.001651169941 0.2164621134 0.005084449758 -0.005801041254 0.2163906671 0.005084449758
246.4 9.961612949 -0.1888623621 0.1625660973 9.96340311 6.264228564 -0.001699722798 0.2164630391 0.005083471706 -0.005802605885 0.2163919272 0.005083471706
246.41 9.961595709 -0.1866977272 0.1626169271 9.963345076 6.264445752 -0.001748276127 0.2164639544 0.005082493337 -0.005804169967 0.2163931876 0.005082493337
246.42 9.961577983 -0.1845330831 0.1626677472 9.963287027 6.264662943 -0.001796829926 0.2164648591 0.005081514651 -0.005805733501 0.2163944484 0.005081514651
246.43 9.961559772 -0.18236843 0.1627185574 9.963228962 6.264880136 -0.001845384194 0.2164657533 0.005080535649 -0.005807296485 0.2163957095 0.005080535649
246.44 9.961541076 -0.1802037681 0.1627693579 9.963170881 6.265097331 -0.001893938928 0.2164666369 0.005079556329 -0.005808858921 0.216396971 0.005079556329
246.45 9.961521893 -0.1780390974 0.1628201485 9.963112784 6.265314529 -0.001942494125 0.21646751 0.005078576692 -0.005810420808 0.2163982328 0.005078576692
246.46 9.961502226 -0.1758744179 0.1628709294 9.963054672 6.26553173 -0.001991049784 0.2164683725 0.005077596739 -0.005811982146 0.216399495 0.005077596739
246.47 9.961482072 -0.17370973 0.1629217005 9.962996545 6.265748933 -0.002039605902 0.2164692245 0.005076616469 -0.005813542934 0.2164007576 0.005076616469
246.48 9.961461434 -0.1715450335 0.1629724617 9.962938402 6.265966139 -0.002088162477 0.216470066 0.005075635882 -0.005815103172 0.2164020205 0.005075635882
246.49 9.961440309 -0.1693803287 0.1630232132 9.962880243 6.266183347 -0.002136719507 0.2164708969 0.005074654978 -0.005816662861 0.2164032837 0.005074654978
246.5 9.961418699 -0.1672156156 0.1630739548 9.962822068 6.266400558 -0.002185276989 0.2164717173 0.005073673758 -0.005818221999 0.2164045473 0.005073673758
246.51 9.961396604 -0.1650508944 0.1631246867 9.962763878 6.266617772 -0.002233834922 0.2164725271 0.005072692221 -0.005819780588 0.2164058113 0.005072692221
246.52 9.961374023 -0.1628861651 0.1631754087 9.962705673 6.266834987 -0.002282393303 0.2164733264 0.005071710368 -0.005821338626 0.2164070756 0.005071710368
246.53 9.961350956 -0.1607214279 0.1632261209 9.962647451 6.267052206 -0.002330952131 0.2164741152 0.005070728198 -0.005822896114 0.2164083403 0.005070728198
246.54 9.961327404 -0.1585566829 0.1632768232 9.962589215 6.267269427 -0.002379511402 0.2164748934 0.005069745711 -0.005824453052 0.2164096053 0.005069745711
246.55 9.961303366 -0.1563919301 0.1633275158 9.962530962 6.26748665 -0.002428071115 0.216475661 0.005068762909 -0.005826009438 0.2164108707 0.005068762909
246.56 9.961278842 -0.1542271697 0.1633781985 9.962472695 6.267703876 -0.002476631267 0.2164764181 0.00506777979 -0.005827565274 0.2164121364 0.00506777979
246.57 9.961253833 -0.1520624018 0.1634288714 9.962414411 6.267921105 -0.002525191856 0.2164771647 0.005066796354 -0.005829120558 0.2164134025 0.005066796354
246.58 9.961228338 -0.1498976265 0.1634795344 9.962356112 6.268138336 -0.00257375288 0.2164779007 0.005065812603 -0.005830675292 0.216414669 0.005065812603
246.59 9.961202358 -0.1477328438 0.1635301876 9.962297798 6.26835557 -0.002622314337 0.2164786262 0.005064828535 -0.005832229474 0.2164159357 0.005064828535
246.6 9.961175892 -0.145568054 0.163580831 9.962239468 6.268572806 -0.002670876225 0.2164793412 0.005063844151 -0.005833783104 0.2164172029 0.005063844151
246.61 9.96114894 -0.1434032571 0.1636314645 9.962181122 6.268790045 -0.002719438541 0.2164800455 0.005062859451 -0.005835336183 0.2164184704 0.005062859451
246.62 9.961121503 -0.1412384531 0.1636820882 9.962122761 6.269007286 -0.002768001283 0.2164807394 0.005061874435 -0.00583688871 0.2164197382 0.005061874435
246.63 9.96109358 -0.1390736423 0.163732702 9.962064384 6.26922453 -0.002816564449 0.2164814227 0.005060889103 -0.005838440685 0.2164210064 0.005060889103
246.64 9.961065172 -0.1369088247 0.1637833059 9.962005992 6.269441777 -0.002865128037 0.2164820954 0.005059903454 -0.005839992107 0.216422275 0.005059903454
246.65 9.961036278 -0.1347440005 0.1638339001 9.961947584 6.269659025 -0.002913692044 0.2164827577 0.00505891749 -0.005841542978 0.2164235439 0.00505891749
246.66 9.961006898 -0.1325791696 0.1638844843 9.961889161 6.269876277 -0.002962256469 0.2164834093 0.005057931211 -0.005843093295 0.2164248131 0.005057931211
246.67 9.960977033 -0.1304143323 0.1639350587 9.961830722 6.270093531 -0.003010821308 0.2164840504 0.005056944615 -0.00584464306 0.2164260827 0.005056944615
246.68 9.960946682 -0.1282494887 0.1639856232 9.961772268 6.270310788 -0.003059386561 0.216484681 0.005055957704 -0.005846192272 0.2164273527 0.005055957704
246.69 9.960915845 -0.1260846388 0.1640361778 9.961713799 6.270528047 -0.003107952224 0.216485301 0.005054970476 -0.005847740932 0.216428623 0.005054970476
246.7 9.960884523 -0.1239197827 0.1640867226 9.961655313 6.270745309 -0.003156518295 0.2164859105 0.005053982934 -0.005849289038 0.2164298936 0.005053982934
246.71 9.960852715 -0.1217549206 0.1641372575 9.961596813 6.270962573 -0.003205084773 0.2164865094 0.005052995075 -0.00585083659 0.2164311647 0.005052995075
246.72 9.960820421 -0.1195900526 0.1641877825 9.961538297 6.27117984 -0.003253651655 0.2164870978 0.005052006901 -0.00585238359 0.216432436 0.005052006901
246.73 9.960787642 -0.1174251787 0.1642382976 9.961479765 6.271397109 -0.003302218939 0.2164876756 0.005051018412 -0.005853930035 0.2164337077 0.005051018412
246.74 9.960754377 -0.1152602991 0.1642888029 9.961421218 6.271614381 -0.003350786622 0.2164882429 0.005050029607 -0.005855475927 0.2164349798 0.005050029607
246.75 9.960720626 -0.1130954139 0.1643392982 9.961362656 6.271831655 -0.003399354703 0.2164887996 0.005049040487 -0.005857021265 0.2164362522 0.005049040487
246.76 9.960686389 -0.1109305232 0.1643897837 9.961304078 6.272048932 -0.003447923178 0.2164893458 0.005048051051 -0.005858566048 0.216437525 0.005048051051
246.77 9.960651667 -0.108765627 0.1644402592 9.961245484 6.272266212 -0.003496492047 0.2164898814 0.0050470613 -0.005860110277 0.2164387981 0.0050470613
246.78 9.96061646 -0.1066007256 0.1644907249 9.961186876 6.272483494 -0.003545061307 0.2164904065 0.005046071234 -0.005861653952 0.2164400715 0.005046071234
246.79 9.960580766 -0.104435819 0.1645411807 9.961128251 6.272700779 -0.003593630955 0.216490921 0.005045080852 -0.005863197072 0.2164413454 0.005045080852
246.8 9.960544587 -0.1022709072 0.1645916265 9.961069612 6.272918066 -0.003642200989 0.216491425 0.005044090155 -0.005864739638 0.2164426195 0.005044090155
246.81 9.960507922 -0.1001059905 0.1646420625 9.961010956 6.273135356 -0.003690771407 0.2164919184 0.005043099144 -0.005866281648 0.216443894 0.005043099144
246.82 9.960470772 -0.09794106892 0.1646924885 9.960952286 6.273352648 -0.003739342208 0.2164924013 0.005042107817 -0.005867823104 0.2164451689 0.005042107817
246.83 9.960433135 -0.09577614255 0.1647429046 9.9608936 6.273569943 -0.003787913388 0.2164928736 0.005041116175 -0.005869364004 0.2164464441 0.005041116175
246.84 9.960395013 -0.0936112115 0.1647933108 9.960834899 6.273787241 -0.003836484945 0.2164933354 0.005040124218 -0.005870904349 0.2164477197 0.005040124218
246.85 9.960356406 -0.09144627589 0.1648437071 9.960776182 6.274004541 -0.003885056878 0.2164937866 0.005039131946 -0.005872444138 0.2164489956 0.005039131946
246.86 9.960317312 -0.08928133582 0.1648940934 9.96071745 6.274221843 -0.003933629184 0.2164942273 0.00503813936 -0.005873983371 0.2164502719 0.00503813936
246.87 9.960277733 -0.0871163914 0.1649444699 9.960658702 6.274439148 -0.00398220186 0.2164946574 0.005037146458 -0.005875522049 0.2164515485 0.005037146458
246.88 9.960237668 -0.08495144273 0.1649948364 9.960599939 6.274656456 -0.004030774905 0.2164950769 0.005036153242 -0.00587706017 0.2164528254 0.005036153242
246.89 9.960197117 -0.08278648991 0.1650451929 9.960541161 6.274873766 -0.004079348317 0.2164954859 0.005035159711 -0.005878597735 0.2164541028 0.005035159711
246.9 9.960156081 -0.08062153306 0.1650955396 9.960482367 6.275091079 -0.004127922093 0.2164958844 0.005034165866 -0.005880134744 0.2164553804 0.005034165866
246.91 9.960114559 -0.07845657228 0.1651458763 9.960423558 6.275308395 -0.00417649623 0.2164962723 0.005033171705 -0.005881671196 0.2164566584 0.005033171705
246.92 9.960072551 -0.07629160767 0.165196203 9.960364734 6.275525713 -0.004225070728 0.2164966496 0.005032177231 -0.005883207092 0.2164579368 0.005032177231
246.93 9.960030058 -0.07412663934 0.1652465198 9.960305894 6.275743033 -0.004273645583 0.2164970164 0.005031182441 -0.00588474243 0.2164592155 0.005031182441
246.94 9.959987078 -0.07196166739 0.1652968266 9.960247039 6.275960357 -0.004322220793 0.2164973727 0.005030187337 -0.005886277212 0.2164604946 0.005030187337
246.95 9.959943613 -0.06979669194 0.1653471235 9.960188169 6.276177682 -0.004370796356 0.2164977183 0.005029191919 -0.005887811436 0.216461774 0.005029191919
246.96 9.959899662 -0.06763171308 0.1653974105 9.960129283 6.27639501 -0.004419372271 0.2164980535 0.005028196187 -0.005889345103 0.2164630537 0.005028196187
246.97 9.959855226 -0.06546673092 0.1654476875 9.960070382 6.276612341 -0.004467948534 0.2164983781 0.00502720014 -0.005890878213 0.2164643338 0.00502720014
246.98 9.959810303 -0.06330174557 0.1654979545 9.960011465 6.276829675 -0.004516525143 0.2164986921 0.005026203779 -0.005892410765 0.2164656143 0.005026203779
246.99 9.959764895 -0.06113675713 0.1655482115 9.959952534 6.277047011 -0.004565102097 0.2164989955 0.005025207103 -0.005893942759 0.2164668951 0.005025207103
247 9.959719001 -0.05897176571 0.1655984586 9.959893586 6.277264349 -0.004613679392 0.2164992884 0.005024210114 -0.005895474195 0.2164681762 0.005024210114
247.01 9.959672622 -0.05680677142 0.1656486957 9.959834624 6.27748169 -0.004662257028 0.2164995708 0.00502321281 -0.005897005073 0.2164694577 0.00502321281
