# t x y z R phi vx vy vz vR vphi vz_cyl
0.29 7.027615402 7.116037091 0.201270967 10.00126803 0.791649769 -0.1503297842 0.1545684585 0.004365254633 0.004344946793 0.2155726648 0.004365254633
0.3 7.026111934 7.117582603 0.2013146136 10.00131147 0.7918653134 -0.1503637684 0.1545340393 0.004364052757 0.004343042604 0.2155717285 0.004364052757
0.31 7.024608126 7.119127771 0.2013582481 10.00135489 0.7920808559 -0.1503977451 0.1544996129 0.004362850632 0.004341138029 0.2155707926 0.004362850632
0.32 7.023103979 7.120672595 0.2014018706 10.00139829 0.7922963966 -0.1504317142 0.1544651793 0.004361648257 0.00433923307 0.2155698571 0.004361648257
0.33 7.021599492 7.122217075 0.201445481 10.00144167 0.7925119353 -0.1504656757 0.1544307385 0.004360445633 0.004337327726 0.2155689221 0.004360445633
0.34 7.020094666 7.12376121 0.2014890795 10.00148503 0.7927274723 -0.1504996297 0.1543962906 0.004359242758 0.004335421997 0.2155679874 0.004359242758
0.35 7.0185895 7.125305001 0.2015326659 10.00152838 0.7929430073 -0.1505335761 0.1543618355 0.004358039634 0.004333515885 0.2155670532 0.004358039634
0.36 7.017083994 7.126848447 0.2015762403 10.0015717 0.7931585405 -0.1505675148 0.1543273732 0.004356836261 0.004331609388 0.2155661194 0.004356836261
0.37 7.015578149 7.128391548 0.2016198026 10.00161501 0.7933740718 -0.150601446 0.1542929038 0.004355632638 0.004329702507 0.215565186 0.004355632638
0.38 7.014071965 7.129934305 0.2016633529 10.0016583 0.7935896012 -0.1506353697 0.1542584273 0.004354428766 0.004327795242 0.215564253 0.004354428766
0.39 7.012565442 7.131476717 0.2017068912 10.00170157 0.7938051288 -0.1506692857 0.1542239436 0.004353224644 0.004325887594 0.2155633205 0.004353224644
0.4 7.01105858 7.133018784 0.2017504174 10.00174482 0.7940206545 -0.1507031941 0.1541894527 0.004352020273 0.004323979563 0.2155623883 0.004352020273
0.41 7.009551378 7.134560506 0.2017939316 10.00178805 0.7942361784 -0.150737095 0.1541549547 0.004350815653 0.004322071148 0.2155614566 0.004350815653
0.42 7.008043838 7.136101883 0.2018374337 10.00183126 0.7944517004 -0.1507709883 0.1541204495 0.004349610784 0.004320162351 0.2155605253 0.004349610784
0.43 7.006535958 7.137642915 0.2018809238 10.00187445 0.7946672205 -0.150804874 0.1540859372 0.004348405666 0.00431825317 0.2155595944 0.004348405666
0.44 7.00502774 7.139183601 0.2019244018 10.00191762 0.7948827388 -0.150838752 0.1540514178 0.004347200299 0.004316343607 0.215558664 0.004347200299
0.45 7.003519183 7.140723943 0.2019678678 10.00196078 0.7950982552 -0.1508726225 0.1540168912 0.004345994684 0.004314433662 0.2155577339 0.004345994684
0.46 7.002010288 7.142263939 0.2020113217 10.00200391 0.7953137697 -0.1509064854 0.1539823574 0.004344788819 0.004312523334 0.2155568043 0.004344788819
0.47 7.000501054 7.14380359 0.2020547636 10.00204703 0.7955292824 -0.1509403407 0.1539478165 0.004343582706 0.004310612624 0.2155558751 0.004343582706
0.48 6.998991481 7.145342896 0.2020981934 10.00209012 0.7957447932 -0.1509741884 0.1539132685 0.004342376344 0.004308701532 0.2155549463 0.004342376344
0.49 6.99748157 7.146881855 0.2021416111 10.0021332 0.7959603022 -0.1510080285 0.1538787134 0.004341169733 0.004306790059 0.215554018 0.004341169733
0.5 6.995971321 7.14842047 0.2021850168 10.00217626 0.7961758093 -0.151041861 0.1538441511 0.004339962874 0.004304878203 0.21555309 0.004339962874
0.51 6.994460733 7.149958738 0.2022284104 10.0022193 0.7963913146 -0.1510756859 0.1538095816 0.004338755766 0.004302965967 0.2155521625 0.004338755766
0.52 6.992949807 7.151496661 0.2022717919 10.00226232 0.796606818 -0.1511095032 0.1537750051 0.00433754841 0.004301053349 0.2155512354 0.00433754841
0.53 6.991438543 7.153034239 0.2023151613 10.00230532 0.7968223195 -0.1511433129 0.1537404214 0.004336340806 0.004299140351 0.2155503088 0.004336340806
0.54 6.989926941 7.15457147 0.2023585187 10.0023483 0.7970378192 -0.151177115 0.1537058306 0.004335132954 0.004297226971 0.2155493825 0.004335132954
0.55 6.988415001 7.156108355 0.202401864 10.00239126 0.7972533171 -0.1512109095 0.1536712326 0.004333924853 0.004295313211 0.2155484567 0.004333924853
0.56 6.986902723 7.157644894 0.2024451972 10.00243421 0.7974688131 -0.1512446964 0.1536366275 0.004332716505 0.00429339907 0.2155475312 0.004332716505
0.57 6.985390107 7.159181088 0.2024885183 10.00247713 0.7976843072 -0.1512784756 0.1536020153 0.004331507908 0.004291484549 0.2155466062 0.004331507908
0.58 6.983877153 7.160716935 0.2025318274 10.00252004 0.7978997995 -0.1513122473 0.153567396 0.004330299063 0.004289569648 0.2155456817 0.004330299063
0.59 6.982363862 7.162252435 0.2025751243 10.00256292 0.79811529 -0.1513460113 0.1535327696 0.004329089971 0.004287654367 0.2155447575 0.004329089971
0.6 6.980850233 7.16378759 0.2026184092 10.00260579 0.7983307786 -0.1513797677 0.153498136 0.004327880631 0.004285738707 0.2155438338 0.004327880631
0.61 6.979336266 7.165322398 0.2026616819 10.00264864 0.7985462654 -0.1514135166 0.1534634953 0.004326671043 0.004283822666 0.2155429105 0.004326671043
0.62 6.977821963 7.16685686 0.2027049426 10.00269147 0.7987617503 -0.1514472577 0.1534288475 0.004325461207 0.004281906247 0.2155419876 0.004325461207
0.63 6.976307321 7.168390975 0.2027481911 10.00273428 0.7989772333 -0.1514809913 0.1533941926 0.004324251124 0.004279989448 0.2155410651 0.004324251124
0.64 6.974792343 7.169924744 0.2027914276 10.00277707 0.7991927146 -0.1515147173 0.1533595306 0.004323040793 0.00427807227 0.2155401431 0.004323040793
0.65 6.973277027 7.171458166 0.2028346519 10.00281984 0.7994081939 -0.1515484356 0.1533248615 0.004321830215 0.004276154713 0.2155392214 0.004321830215
0.66 6.971761374 7.172991241 0.2028778642 10.00286259 0.7996236715 -0.1515821463 0.1532901852 0.00432061939 0.004274236778 0.2155383002 0.00432061939
0.67 6.970245384 7.174523969 0.2029210643 10.00290532 0.7998391472 -0.1516158494 0.1532555019 0.004319408317 0.004272318464 0.2155373794 0.004319408317
0.68 6.968729057 7.176056351 0.2029642524 10.00294804 0.800054621 -0.1516495449 0.1532208114 0.004318196997 0.004270399772 0.2155364591 0.004318196997
0.69 6.967212393 7.177588386 0.2030074283 10.00299073 0.800270093 -0.1516832327 0.1531861138 0.00431698543 0.004268480702 0.2155355391 0.00431698543
0.7 6.965695393 7.179120073 0.2030505921 10.00303341 0.8004855632 -0.1517169129 0.1531514092 0.004315773615 0.004266561254 0.2155346196 0.004315773615
0.71 6.964178055 7.180651414 0.2030937437 10.00307606 0.8007010316 -0.1517505855 0.1531166974 0.004314561554 0.004264641428 0.2155337005 0.004314561554
0.72 6.962660381 7.182182407 0.2031368833 10.0031187 0.8009164981 -0.1517842504 0.1530819785 0.004313349246 0.004262721225 0.2155327818 0.004313349246
0.73 6.96114237 7.183713053 0.2031800107 10.00316132 0.8011319627 -0.1518179077 0.1530472526 0.004312136691 0.004260800644 0.2155318636 0.004312136691
0.74 6.959624023 7.185243352 0.203223126 10.00320392 0.8013474256 -0.1518515574 0.1530125195 0.004310923889 0.004258879686 0.2155309457 0.004310923889
0.75 6.958105339 7.186773304 0.2032662292 10.00324649 0.8015628866 -0.1518851994 0.1529777794 0.004309710841 0.004256958351 0.2155300283 0.004309710841
0.76 6.956586319 7.188302908 0.2033093202 10.00328905 0.8017783457 -0.1519188339 0.1529430321 0.004308497546 0.00425503664 0.2155291113 0.004308497546
0.77 6.955066962 7.189832164 0.2033523992 10.0033316 0.801993803 -0.1519524606 0.1529082778 0.004307284004 0.004253114551 0.2155281947 0.004307284004
0.78 6.95354727 7.191361073 0.2033954659 10.00337412 0.8022092585 -0.1519860798 0.1528735164 0.004306070216 0.004251192086 0.2155272786 0.004306070216
0.79 6.952027241 7.192889634 0.2034385206 10.00341662 0.8024247122 -0.1520196912 0.1528387479 0.004304856182 0.004249269245 0.2155263629 0.004304856182
0.8 6.950506876 7.194417848 0.203481563 10.0034591 0.802640164 -0.1520532951 0.1528039723 0.004303641901 0.004247346028 0.2155254476 0.004303641901
0.81 6.948986175 7.195945714 0.2035245934 10.00350157 0.802855614 -0.1520868913 0.1527691896 0.004302427373 0.004245422435 0.2155245327 0.004302427373
0.82 6.947465138 7.197473232 0.2035676116 10.00354401 0.8030710622 -0.1521204799 0.1527343998 0.0043012126 0.004243498466 0.2155236182 0.0043012126
0.83 6.945943765 7.199000402 0.2036106176 10.00358644 0.8032865086 -0.1521540608 0.152699603 0.00429999758 0.004241574121 0.2155227042 0.00429999758
0.84 6.944422057 7.200527224 0.2036536115 10.00362884 0.8035019531 -0.1521876341 0.1526647991 0.004298782315 0.004239649402 0.2155217906 0.004298782315
0.85 6.942900013 7.202053698 0.2036965933 10.00367123 0.8037173958 -0.1522211997 0.1526299881 0.004297566803 0.004237724307 0.2155208774 0.004297566803
0.86 6.941377633 7.203579824 0.2037395629 10.0037136 0.8039328367 -0.1522547576 0.15259517 0.004296351046 0.004235798837 0.2155199646 0.004296351046
0.87 6.939854918 7.205105601 0.2037825203 10.00375594 0.8041482757 -0.152288308 0.1525603448 0.004295135042 0.004233872992 0.2155190522 0.004295135042
0.88 6.938331867 7.20663103 0.2038254656 10.00379827 0.8043637129 -0.1523218506 0.1525255126 0.004293918793 0.004231946772 0.2155181403 0.004293918793
0.89 6.936808481 7.208156111 0.2038683987 10.00384058 0.8045791483 -0.1523553856 0.1524906733 0.004292702298 0.004230020178 0.2155172288 0.004292702298
0.9 6.935284759 7.209680844 0.2039113196 10.00388287 0.8047945819 -0.152388913 0.1524558269 0.004291485558 0.00422809321 0.2155163177 0.004291485558
0.91 6.933760702 7.211205228 0.2039542284 10.00392515 0.8050100137 -0.1524224327 0.1524209735 0.004290268572 0.004226165868 0.2155154071 0.004290268572
0.92 6.932236311 7.212729263 0.203997125 10.0039674 0.8052254436 -0.1524559448 0.152386113 0.00428905134 0.004224238152 0.2155144968 0.00428905134
0.93 6.930711584 7.21425295 0.2040400094 10.00400963 0.8054408717 -0.1524894491 0.1523512455 0.004287833864 0.004222310062 0.215513587 0.004287833864
0.94 6.929186522 7.215776288 0.2040828817 10.00405184 0.805656298 -0.1525229459 0.1523163708 0.004286616141 0.004220381598 0.2155126776 0.004286616141
0.95 6.927661125 7.217299277 0.2041257417 10.00409404 0.8058717225 -0.1525564349 0.1522814892 0.004285398174 0.004218452761 0.2155117687 0.004285398174
0.96 6.926135393 7.218821918 0.2041685896 10.00413621 0.8060871452 -0.1525899163 0.1522466004 0.004284179961 0.004216523551 0.2155108601 0.004284179961
0.97 6.924609326 7.220344209 0.2042114253 10.00417837 0.806302566 -0.1526233901 0.1522117046 0.004282961503 0.004214593968 0.215509952 0.004282961503
0.98 6.923082925 7.221866152 0.2042542489 10.0042205 0.806517985 -0.1526568561 0.1521768018 0.0042817428 0.004212664013 0.2155090443 0.0042817428
0.99 6.921556189 7.223387745 0.2042970602 10.00426262 0.8067334023 -0.1526903145 0.1521418919 0.004280523853 0.004210733684 0.215508137 0.004280523853
1 6.920029119 7.22490899 0.2043398593 10.00430472 0.8069488177 -0.1527237653 0.1521069749 0.00427930466 0.004208802983 0.2155072302 0.00427930466
1.01 6.918501714 7.226429885 0.2043826463 10.0043468 0.8071642313 -0.1527572083 0.1520720509 0.004278085222 0.00420687191 0.2155063238 0.004278085222
1.02 6.916973975 7.227950431 0.204425421 10.00438886 0.807379643 -0.1527906437 0.1520371198 0.00427686554 0.004204940465 0.2155054178 0.00427686554
1.03 6.915445901 7.229470627 0.2044681836 10.0044309 0.807595053 -0.1528240714 0.1520021817 0.004275645613 0.004203008648 0.2155045122 0.004275645613
1.04 6.913917493 7.230990474 0.204510934 10.00447292 0.8078104612 -0.1528574915 0.1519672366 0.004274425441 0.004201076459 0.215503607 0.004274425441
1.05 6.912388751 7.232509972 0.2045536721 10.00451492 0.8080258675 -0.1528909038 0.1519322844 0.004273205025 0.004199143898 0.2155027023 0.004273205025
1.06 6.910859675 7.23402912 0.2045963981 10.0045569 0.8082412721 -0.1529243085 0.1518973251 0.004271984364 0.004197210967 0.215501798 0.004271984364
1.07 6.909330265 7.235547918 0.2046391118 10.00459886 0.8084566748 -0.1529577055 0.1518623588 0.004270763459 0.004195277664 0.2155008941 0.004270763459
1.08 6.907800521 7.237066367 0.2046818133 10.00464081 0.8086720757 -0.1529910949 0.1518273855 0.00426954231 0.00419334399 0.2154999906 0.00426954231
1.09 6.906270443 7.238584466 0.2047245026 10.00468273 0.8088874749 -0.1530244765 0.1517924052 0.004268320916 0.004191409945 0.2154990876 0.004268320916
1.1 6.904740032 7.240102215 0.2047671797 10.00472463 0.8091028722 -0.1530578505 0.1517574178 0.004267099278 0.00418947553 0.215498185 0.004267099278
1.11 6.903209286 7.241619614 0.2048098446 10.00476652 0.8093182677 -0.1530912168 0.1517224233 0.004265877396 0.004187540744 0.2154972828 0.004265877396
1.12 6.901678207 7.243136664 0.2048524973 10.00480838 0.8095336614 -0.1531245754 0.1516874219 0.00426465527 0.004185605588 0.2154963811 0.00426465527
1.13 6.900146795 7.244653363 0.2048951377 10.00485023 0.8097490533 -0.1531579263 0.1516524134 0.0042634329 0.004183670062 0.2154954797 0.0042634329
1.14 6.898615049 7.246169712 0.2049377659 10.00489206 0.8099644434 -0.1531912695 0.1516173979 0.004262210286 0.004181734166 0.2154945788 0.004262210286
1.15 6.89708297 7.247685711 0.2049803819 10.00493387 0.8101798317 -0.1532246051 0.1515823753 0.004260987429 0.0041797979 0.2154936783 0.004260987429
1.16 6.895550557 7.249201359 0.2050229857 10.00497565 0.8103952182 -0.1532579329 0.1515473458 0.004259764327 0.004177861265 0.2154927783 0.004259764327
1.17 6.894017811 7.250716658 0.2050655772 10.00501742 0.810610603 -0.1532912531 0.1515123092 0.004258540982 0.004175924261 0.2154918786 0.004258540982
1.18 6.892484732 7.252231605 0.2051081565 10.00505917 0.8108259859 -0.1533245655 0.1514772655 0.004257317394 0.004173986887 0.2154909794 0.004257317394
1.19 6.89095132 7.253746203 0.2051507236 10.0051009 0.811041367 -0.1533578703 0.1514422149 0.004256093561 0.004172049144 0.2154900806 0.004256093561
1.2 6.889417575 7.25526045 0.2051932784 10.00514261 0.8112567463 -0.1533911674 0.1514071573 0.004254869486 0.004170111033 0.2154891822 0.004254869486
1.21 6.887883496 7.256774346 0.2052358209 10.0051843 0.8114721238 -0.1534244567 0.1513720926 0.004253645167 0.004168172553 0.2154882843 0.004253645167
1.22 6.886349085 7.258287892 0.2052783513 10.00522598 0.8116874996 -0.1534577384 0.1513370209 0.004252420604 0.004166233704 0.2154873868 0.004252420604
1.23 6.884814342 7.259801086 0.2053208694 10.00526763 0.8119028735 -0.1534910124 0.1513019422 0.004251195799 0.004164294487 0.2154864897 0.004251195799
1.24 6.883279265 7.26131393 0.2053633752 10.00530926 0.8121182456 -0.1535242787 0.1512668565 0.00424997075 0.004162354902 0.215485593 0.00424997075
1.25 6.881743856 7.262826423 0.2054058688 10.00535088 0.812333616 -0.1535575372 0.1512317637 0.004248745458 0.00416041495 0.2154846968 0.004248745458
1.26 6.880208115 7.264338566 0.2054483501 10.00539247 0.8125489845 -0.1535907881 0.151196664 0.004247519923 0.004158474629 0.215483801 0.004247519923
1.27 6.87867204 7.265850357 0.2054908192 10.00543405 0.8127643513 -0.1536240313 0.1511615573 0.004246294145 0.004156533941 0.2154829056 0.004246294145
1.28 6.877135634 7.267361797 0.205533276 10.0054756 0.8129797163 -0.1536572667 0.1511264435 0.004245068125 0.004154592886 0.2154820106 0.004245068125
1.29 6.875598895 7.268872886 0.2055757205 10.00551714 0.8131950795 -0.1536904945 0.1510913228 0.004243841861 0.004152651464 0.2154811161 0.004243841861
1.3 6.874061824 7.270383623 0.2056181528 10.00555865 0.8134104409 -0.1537237145 0.151056195 0.004242615355 0.004150709674 0.215480222 0.004242615355
1.31 6.872524421 7.271894009 0.2056605728 10.00560015 0.8136258005 -0.1537569268 0.1510210603 0.004241388606 0.004148767518 0.2154793283 0.004241388606
1.32 6.870986686 7.273404044 0.2057029806 10.00564163 0.8138411583 -0.1537901315 0.1509859185 0.004240161614 0.004146824996 0.215478435 0.004240161614
1.33 6.869448618 7.274913728 0.2057453761 10.00568309 0.8140565144 -0.1538233284 0.1509507698 0.00423893438 0.004144882107 0.2154775422 0.00423893438
1.34 6.867910219 7.27642306 0.2057877593 10.00572453 0.8142718686 -0.1538565175 0.150915614 0.004237706904 0.004142938851 0.2154766498 0.004237706904
1.35 6.866371488 7.27793204 0.2058301302 10.00576595 0.8144872211 -0.153889699 0.1508804513 0.004236479185 0.00414099523 0.2154757578 0.004236479185
1.36 6.864832425 7.279440669 0.2058724889 10.00580735 0.8147025718 -0.1539228728 0.1508452816 0.004235251224 0.004139051243 0.2154748663 0.004235251224
1.37 6.863293031 7.280948946 0.2059148352 10.00584873 0.8149179207 -0.1539560388 0.1508101048 0.00423402302 0.00413710689 0.2154739751 0.00423402302
1.38 6.861753304 7.282456871 0.2059571693 10.00589009 0.8151332679 -0.1539891971 0.1507749211 0.004232794575 0.004135162171 0.2154730844 0.004232794575
1.39 6.860213247 7.283964444 0.2059994911 10.00593143 0.8153486132 -0.1540223477 0.1507397304 0.004231565887 0.004133217088 0.2154721941 0.004231565887
1.4 6.858672857 7.285471665 0.2060418006 10.00597275 0.8155639568 -0.1540554906 0.1507045328 0.004230336958 0.004131271639 0.2154713043 0.004230336958
1.41 6.857132137 7.286978535 0.2060840979 10.00601406 0.8157792986 -0.1540886257 0.1506693281 0.004229107786 0.004129325825 0.2154704149 0.004229107786
1.42 6.855591085 7.288485052 0.2061263828 10.00605534 0.8159946386 -0.1541217532 0.1506341165 0.004227878373 0.004127379646 0.2154695259 0.004227878373
1.43 6.854049702 7.289991217 0.2061686554 10.0060966 0.8162099768 -0.1541548729 0.1505988978 0.004226648718 0.004125433103 0.2154686373 0.004226648718
1.44 6.852507988 7.29149703 0.2062109158 10.00613785 0.8164253133 -0.1541879848 0.1505636722 0.004225418821 0.004123486196 0.2154677491 0.004225418821
1.45 6.850965942 7.29300249 0.2062531638 10.00617907 0.816640648 -0.1542210891 0.1505284397 0.004224188682 0.004121538924 0.2154668614 0.004224188682
1.46 6.849423566 7.294507599 0.2062953995 10.00622028 0.8168559809 -0.1542541856 0.1504932001 0.004222958302 0.004119591288 0.2154659741 0.004222958302
1.47 6.847880859 7.296012354 0.206337623 10.00626147 0.8170713121 -0.1542872743 0.1504579536 0.00422172768 0.004117643289 0.2154650873 0.00422172768
1.48 6.84633782 7.297516758 0.2063798341 10.00630263 0.8172866414 -0.1543203554 0.1504227001 0.004220496817 0.004115694925 0.2154642008 0.004220496817
1.49 6.844794451 7.299020808 0.2064220329 10.00634378 0.817501969 -0.1543534287 0.1503874396 0.004219265713 0.004113746199 0.2154633148 0.004219265713
1.5 6.843250752 7.300524506 0.2064642194 10.00638491 0.8177172949 -0.1543864943 0.1503521722 0.004218034367 0.004111797109 0.2154624292 0.004218034367
1.51 6.841706722 7.302027852 0.2065063936 10.00642602 0.8179326189 -0.1544195521 0.1503168978 0.00421680278 0.004109847655 0.2154615441 0.00421680278
1.52 6.840162361 7.303530844 0.2065485555 10.0064671 0.8181479412 -0.1544526022 0.1502816164 0.004215570952 0.004107897839 0.2154606593 0.004215570952
1.53 6.83861767 7.305033484 0.206590705 10.00650817 0.8183632617 -0.1544856445 0.1502463281 0.004214338883 0.004105947661 0.215459775 0.004214338883
1.54 6.837072648 7.306535771 0.2066328422 10.00654922 0.8185785805 -0.1545186792 0.1502110328 0.004213106573 0.004103997119 0.2154588912 0.004213106573
1.55 6.835527296 7.308037705 0.2066749671 10.00659025 0.8187938975 -0.154551706 0.1501757305 0.004211874022 0.004102046216 0.2154580077 0.004211874022
1.56 6.833981614 7.309539285 0.2067170797 10.00663126 0.8190092127 -0.1545847251 0.1501404213 0.00421064123 0.00410009495 0.2154571247 0.00421064123
1.57 6.832435602 7.311040513 0.20675918 10.00667226 0.8192245262 -0.1546177365 0.1501051051 0.004209408198 0.004098143322 0.2154562421 0.004209408198
1.58 6.830889259 7.312541387 0.2068012679 10.00671323 0.8194398379 -0.1546507402 0.150069782 0.004208174924 0.004096191332 0.2154553599 0.004208174924
1.59 6.829342587 7.314041909 0.2068433435 10.00675418 0.8196551478 -0.154683736 0.1500344519 0.004206941411 0.004094238981 0.2154544782 0.004206941411
1.6 6.827795585 7.315542076 0.2068854067 10.00679511 0.819870456 -0.1547167242 0.1499991149 0.004205707656 0.004092286268 0.2154535969 0.004205707656
1.61 6.826248252 7.317041891 0.2069274576 10.00683603 0.8200857624 -0.1547497046 0.1499637709 0.004204473661 0.004090333194 0.215452716 0.004204473661
1.62 6.82470059 7.318541352 0.2069694962 10.00687692 0.820301067 -0.1547826772 0.14992842 0.004203239426 0.004088379758 0.2154518355 0.004203239426
1.63 6.823152599 7.320040459 0.2070115224 10.00691779 0.8205163699 -0.1548156421 0.1498930621 0.00420200495 0.004086425962 0.2154509555 0.00420200495
1.64 6.821604278 7.321539213 0.2070535363 10.00695865 0.8207316711 -0.1548485992 0.1498576973 0.004200770234 0.004084471806 0.2154500759 0.004200770234
1.65 6.820055627 7.323037613 0.2070955378 10.00699948 0.8209469704 -0.1548815486 0.1498223255 0.004199535278 0.004082517288 0.2154491967 0.004199535278
1.66 6.818506647 7.324535659 0.207137527 10.0070403 0.8211622681 -0.1549144902 0.1497869468 0.004198300082 0.00408056241 0.215448318 0.004198300082
1.67 6.816957337 7.326033352 0.2071795038 10.00708109 0.8213775639 -0.154947424 0.1497515612 0.004197064645 0.004078607173 0.2154474397 0.004197064645
1.68 6.815407698 7.327530691 0.2072214683 10.00712187 0.821592858 -0.1549803501 0.1497161686 0.004195828969 0.004076651575 0.2154465618 0.004195828969
1.69 6.81385773 7.329027675 0.2072634204 10.00716263 0.8218081504 -0.1550132684 0.1496807691 0.004194593053 0.004074695617 0.2154456843 0.004194593053
1.7 6.812307433 7.330524306 0.2073053601 10.00720336 0.822023441 -0.155046179 0.1496453626 0.004193356897 0.0040727393 0.2154448073 0.004193356897
1.71 6.810756807 7.332020583 0.2073472875 10.00724408 0.8222387298 -0.1550790818 0.1496099493 0.004192120501 0.004070782623 0.2154439307 0.004192120501
1.72 6.809205851 7.333516505 0.2073892025 10.00728478 0.8224540169 -0.1551119768 0.1495745289 0.004190883866 0.004068825587 0.2154430545 0.004190883866
1.73 6.807654567 7.335012073 0.2074311052 10.00732546 0.8226693023 -0.1551448641 0.1495391017 0.004189646991 0.004066868192 0.2154421787 0.004189646991
1.74 6.806102954 7.336507287 0.2074729955 10.00736612 0.8228845859 -0.1551777436 0.1495036675 0.004188409876 0.004064910438 0.2154413034 0.004188409876
1.75 6.804551012 7.338002146 0.2075148734 10.00740676 0.8230998677 -0.1552106153 0.1494682264 0.004187172522 0.004062952326 0.2154404285 0.004187172522
1.76 6.802998742 7.339496651 0.2075567389 10.00744738 0.8233151478 -0.1552434793 0.1494327784 0.004185934929 0.004060993855 0.2154395541 0.004185934929
