# t Lx Ly Lz KE PE E dE dLz
0.35 -0.02156015141 -0.04351996719 2.156 0.02325355219 0.1114555938 0.134709146 2.431281038e-14 -6.179348931e-16
0.36 -0.02156016023 -0.04351881455 2.156 0.02325333993 0.111455806 0.134709146 2.493093268e-14 -6.179348931e-16
0.37 -0.0215601693 -0.04351766142 2.156 0.02325312776 0.1114560182 0.134709146 2.575509574e-14 -6.179348931e-16
0.38 -0.02156017863 -0.0435165078 2.156 0.02325291568 0.1114562303 0.134709146 2.637321804e-14 -8.239131908e-16
0.39 -0.02156018821 -0.04351535369 2.156 0.0232527037 0.1114564423 0.134709146 2.699134034e-14 -8.239131908e-16
0.4 -0.02156019804 -0.04351419909 2.156 0.02325249181 0.1114566542 0.134709146 2.78155034e-14 -8.239131908e-16
0.41 -0.02156020812 -0.04351304401 2.156 0.02325228002 0.111456866 0.134709146 2.84336257e-14 -8.239131908e-16
0.42 -0.02156021846 -0.04351188843 2.156 0.02325206832 0.1114570777 0.134709146 2.9051748e-14 -8.239131908e-16
0.43 -0.02156022905 -0.04351073236 2.156 0.02325185671 0.1114572893 0.134709146 2.987591106e-14 -8.239131908e-16
0.44 -0.0215602399 -0.04350957581 2.156 0.02325164519 0.1114575008 0.134709146 3.070007413e-14 -6.179348931e-16
0.45 -0.021560251 -0.04350841876 2.156 0.02325143377 0.1114577122 0.134709146 3.131819642e-14 -6.179348931e-16
0.46 -0.02156026235 -0.04350726123 2.156 0.02325122244 0.1114579235 0.134709146 3.193631872e-14 -8.239131908e-16
0.47 -0.02156027396 -0.04350610321 2.156 0.02325101121 0.1114581348 0.134709146 3.255444102e-14 -8.239131908e-16
0.48 -0.02156028582 -0.0435049447 2.156 0.02325080007 0.1114583459 0.134709146 3.317256332e-14 -1.029891489e-15
0.49 -0.02156029794 -0.0435037857 2.156 0.02325058902 0.1114585569 0.134709146 3.399672638e-14 -1.235869786e-15
0.5 -0.02156031031 -0.04350262621 2.156 0.02325037807 0.1114587679 0.134709146 3.440880791e-14 -1.235869786e-15
0.51 -0.02156032294 -0.04350146624 2.156 0.02325016721 0.1114589788 0.134709146 3.523297098e-14 -1.441848084e-15
0.52 -0.02156033582 -0.04350030578 2.156 0.02324995644 0.1114591895 0.134709146 3.585109327e-14 -1.441848084e-15
0.53 -0.02156034896 -0.04349914482 2.156 0.02324974577 0.1114594002 0.134709146 3.646921557e-14 -1.441848084e-15
0.54 -0.02156036235 -0.04349798339 2.156 0.02324953519 0.1114596108 0.134709146 3.729337864e-14 -1.647826382e-15
0.55 -0.021560376 -0.04349682146 2.156 0.0232493247 0.1114598213 0.134709146 3.791150093e-14 -1.647826382e-15
0.56 -0.02156038991 -0.04349565905 2.156 0.02324911431 0.1114600317 0.134709146 3.8735664e-14 -1.235869786e-15
0.57 -0.02156040407 -0.04349449615 2.156 0.02324890401 0.111460242 0.134709146 3.93537863e-14 -1.235869786e-15
0.58 -0.02156041849 -0.04349333276 2.156 0.02324869381 0.1114604522 0.134709146 3.997190859e-14 -1.235869786e-15
0.59 -0.02156043317 -0.04349216888 2.156 0.0232484837 0.1114606623 0.134709146 4.079607166e-14 -1.235869786e-15
0.6 -0.0215604481 -0.04349100452 2.156 0.02324827368 0.1114608723 0.134709146 4.141419395e-14 -1.235869786e-15
0.61 -0.02156046329 -0.04348983967 2.156 0.02324806375 0.1114610822 0.134709146 4.223835702e-14 -1.235869786e-15
0.62 -0.02156047874 -0.04348867434 2.156 0.02324785392 0.111461292 0.134709146 4.306252008e-14 -1.235869786e-15
0.63 -0.02156049445 -0.04348750851 2.156 0.02324764419 0.1114615018 0.134709146 4.347460161e-14 -1.235869786e-15
0.64 -0.02156051041 -0.04348634221 2.156 0.02324743455 0.1114617114 0.134709146 4.450480544e-14 -1.029891489e-15
0.65 -0.02156052663 -0.04348517541 2.156 0.023247225 0.111461921 0.134709146 4.512292774e-14 -8.239131908e-16
0.66 -0.02156054311 -0.04348400813 2.156 0.02324701554 0.1114621304 0.134709146 4.574105004e-14 -8.239131908e-16
0.67 -0.02156055985 -0.04348284036 2.156 0.02324680618 0.1114623398 0.134709146 4.65652131e-14 -6.179348931e-16
0.68 -0.02156057685 -0.04348167211 2.156 0.02324659691 0.1114625491 0.134709146 4.738937617e-14 -4.119565954e-16
0.69 -0.02156059411 -0.04348050337 2.156 0.02324638774 0.1114627582 0.134709146 4.800749847e-14 -2.059782977e-16
0.7 -0.02156061162 -0.04347933415 2.156 0.02324617866 0.1114629673 0.134709146 4.883166153e-14 -2.059782977e-16
0.71 -0.0215606294 -0.04347816444 2.156 0.02324596968 0.1114631763 0.134709146 4.944978383e-14 -2.059782977e-16
0.72 -0.02156064743 -0.04347699424 2.156 0.02324576079 0.1114633852 0.134709146 5.027394689e-14 -2.059782977e-16
0.73 -0.02156066573 -0.04347582356 2.156 0.02324555199 0.111463594 0.134709146 5.089206919e-14 0
0.74 -0.02156068428 -0.0434746524 2.156 0.02324534328 0.1114638027 0.134709146 5.171623225e-14 2.059782977e-16
0.75 -0.0215607031 -0.04347348075 2.156 0.02324513468 0.1114640113 0.134709146 5.233435455e-14 0
0.76 -0.02156072217 -0.04347230861 2.156 0.02324492616 0.1114642198 0.134709146 5.295247685e-14 0
0.77 -0.02156074151 -0.04347113599 2.156 0.02324471774 0.1114644282 0.134709146 5.377663991e-14 0
0.78 -0.0215607611 -0.04346996289 2.156 0.02324450941 0.1114646366 0.134709146 5.460080298e-14 2.059782977e-16
0.79 -0.02156078096 -0.0434687893 2.156 0.02324430118 0.1114648448 0.134709146 5.521892527e-14 2.059782977e-16
0.8 -0.02156080108 -0.04346761522 2.156 0.02324409304 0.1114650529 0.134709146 5.583704757e-14 2.059782977e-16
0.81 -0.02156082146 -0.04346644066 2.156 0.02324388499 0.111465261 0.134709146 5.666121063e-14 2.059782977e-16
0.82 -0.0215608421 -0.04346526562 2.156 0.02324367704 0.1114654689 0.134709146 5.707329217e-14 2.059782977e-16
0.83 -0.02156086301 -0.0434640901 2.156 0.02324346919 0.1114656768 0.134709146 5.789745523e-14 2.059782977e-16
0.84 -0.02156088417 -0.04346291409 2.156 0.02324326142 0.1114658845 0.134709146 5.872161829e-14 2.059782977e-16
0.85 -0.0215609056 -0.04346173759 2.156 0.02324305375 0.1114660922 0.134709146 5.933974059e-14 2.059782977e-16
0.86 -0.02156092729 -0.04346056062 2.156 0.02324284618 0.1114662998 0.134709146 5.995786289e-14 4.119565954e-16
0.87 -0.02156094924 -0.04345938315 2.156 0.0232426387 0.1114665073 0.134709146 6.078202595e-14 4.119565954e-16
0.88 -0.02156097146 -0.04345820521 2.156 0.02324243131 0.1114667147 0.134709146 6.160618902e-14 4.119565954e-16
0.89 -0.02156099394 -0.04345702678 2.156 0.02324222402 0.1114669219 0.134709146 6.201827055e-14 2.059782977e-16
0.9 -0.02156101668 -0.04345584787 2.156 0.02324201683 0.1114671291 0.134709146 6.263639285e-14 2.059782977e-16
0.91 -0.02156103969 -0.04345466848 2.156 0.02324180972 0.1114673362 0.134709146 6.346055591e-14 2.059782977e-16
0.92 -0.02156106296 -0.0434534886 2.156 0.02324160271 0.1114675433 0.134709146 6.407867821e-14 0
0.93 -0.02156108649 -0.04345230825 2.156 0.0232413958 0.1114677502 0.134709146 6.490284127e-14 0
0.94 -0.02156111029 -0.0434511274 2.156 0.02324118898 0.111467957 0.134709146 6.552096357e-14 0
0.95 -0.02156113435 -0.04344994608 2.156 0.02324098225 0.1114681637 0.134709146 6.613908587e-14 0
0.96 -0.02156115868 -0.04344876427 2.156 0.02324077562 0.1114683703 0.134709146 6.675720817e-14 -2.059782977e-16
0.97 -0.02156118327 -0.04344758199 2.156 0.02324056909 0.1114685769 0.134709146 6.737533046e-14 -2.059782977e-16
0.98 -0.02156120812 -0.04344639922 2.156 0.02324036264 0.1114687833 0.134709146 6.799345276e-14 0
0.99 -0.02156123325 -0.04344521597 2.156 0.02324015629 0.1114689897 0.134709146 6.902365659e-14 0
1 -0.02156125863 -0.04344403223 2.156 0.02323995004 0.1114691959 0.134709146 6.964177889e-14 0
1.01 -0.02156128428 -0.04344284802 2.156 0.02323974388 0.1114694021 0.134709146 7.025990119e-14 0
1.02 -0.0215613102 -0.04344166332 2.156 0.02323953782 0.1114696082 0.134709146 7.087802349e-14 -2.059782977e-16
1.03 -0.02156133639 -0.04344047814 2.156 0.02323933185 0.1114698141 0.134709146 7.149614578e-14 0
1.04 -0.02156136284 -0.04343929248 2.156 0.02323912597 0.11147002 0.134709146 7.232030885e-14 0
1.05 -0.02156138955 -0.04343810634 2.156 0.02323892019 0.1114702258 0.134709146 7.314447191e-14 2.059782977e-16
1.06 -0.02156141654 -0.04343691972 2.156 0.0232387145 0.1114704315 0.134709146 7.376259421e-14 2.059782977e-16
1.07 -0.02156144379 -0.04343573262 2.156 0.02323850891 0.1114706371 0.134709146 7.438071651e-14 2.059782977e-16
1.08 -0.0215614713 -0.04343454504 2.156 0.02323830341 0.1114708426 0.134709146 7.49988388e-14 2.059782977e-16
1.09 -0.02156149909 -0.04343335697 2.156 0.02323809801 0.111471048 0.134709146 7.582300187e-14 4.119565954e-16
1.1 -0.02156152714 -0.04343216843 2.156 0.0232378927 0.1114712533 0.134709146 7.644112417e-14 2.059782977e-16
1.11 -0.02156155546 -0.04343097941 2.156 0.02323768749 0.1114714585 0.134709146 7.726528723e-14 2.059782977e-16
1.12 -0.02156158404 -0.0434297899 2.156 0.02323748237 0.1114716636 0.134709146 7.788340953e-14 2.059782977e-16
1.13 -0.0215616129 -0.04342859992 2.156 0.02323727734 0.1114718686 0.134709146 7.850153183e-14 4.119565954e-16
1.14 -0.02156164202 -0.04342740945 2.156 0.02323707241 0.1114720736 0.134709146 7.932569489e-14 4.119565954e-16
1.15 -0.02156167141 -0.04342621851 2.156 0.02323686758 0.1114722784 0.134709146 7.994381719e-14 4.119565954e-16
1.16 -0.02156170107 -0.04342502709 2.156 0.02323666284 0.1114724831 0.134709146 8.056193948e-14 0
1.17 -0.021561731 -0.04342383518 2.156 0.02323645819 0.1114726878 0.134709146 8.118006178e-14 2.059782977e-16
1.18 -0.0215617612 -0.0434226428 2.156 0.02323625364 0.1114728923 0.134709146 8.179818408e-14 2.059782977e-16
1.19 -0.02156179166 -0.04342144994 2.156 0.02323604919 0.1114730968 0.134709146 8.262234714e-14 2.059782977e-16
1.2 -0.0215618224 -0.0434202566 2.156 0.02323584483 0.1114733011 0.134709146 8.324046944e-14 2.059782977e-16
1.21 -0.02156185341 -0.04341906278 2.156 0.02323564056 0.1114735054 0.134709146 8.385859174e-14 2.059782977e-16
1.22 -0.02156188468 -0.04341786848 2.156 0.02323543639 0.1114737096 0.134709146 8.46827548e-14 0
1.23 -0.02156191623 -0.0434166737 2.156 0.02323523231 0.1114739137 0.134709146 8.53008771e-14 0
1.24 -0.02156194805 -0.04341547845 2.156 0.02323502833 0.1114741176 0.134709146 8.59189994e-14 0
1.25 -0.02156198013 -0.04341428272 2.156 0.02323482444 0.1114743215 0.134709146 8.674316246e-14 2.059782977e-16
1.26 -0.02156201249 -0.0434130865 2.156 0.02323462065 0.1114745253 0.134709146 8.736128476e-14 0
1.27 -0.02156204512 -0.04341188981 2.156 0.02323441695 0.111474729 0.134709146 8.797940706e-14 0
1.28 -0.02156207802 -0.04341069264 2.156 0.02323421335 0.1114749326 0.134709146 8.859752936e-14 0
1.29 -0.02156211119 -0.043409495 2.156 0.02323400984 0.1114751361 0.134709146 8.921565165e-14 -2.059782977e-16
1.3 -0.02156214463 -0.04340829687 2.156 0.02323380643 0.1114753395 0.134709146 9.003981472e-14 -2.059782977e-16
1.31 -0.02156217834 -0.04340709827 2.156 0.02323360311 0.1114755429 0.134709146 9.045189625e-14 -4.119565954e-16
1.32 -0.02156221233 -0.04340589919 2.156 0.02323339989 0.1114757461 0.134709146 9.127605931e-14 -4.119565954e-16
1.33 -0.02156224658 -0.04340469964 2.156 0.02323319676 0.1114759492 0.134709146 9.189418161e-14 -4.119565954e-16
1.34 -0.02156228111 -0.0434034996 2.156 0.02323299373 0.1114761522 0.134709146 9.251230391e-14 -2.059782977e-16
1.35 -0.02156231592 -0.04340229909 2.156 0.02323279079 0.1114763552 0.134709146 9.333646697e-14 -2.059782977e-16
1.36 -0.02156235099 -0.04340109811 2.156 0.02323258795 0.111476558 0.134709146 9.395458927e-14 -4.119565954e-16
1.37 -0.02156238634 -0.04339989664 2.156 0.0232323852 0.1114767608 0.134709146 9.477875233e-14 -2.059782977e-16
1.38 -0.02156242196 -0.0433986947 2.156 0.02323218255 0.1114769634 0.134709146 9.539687463e-14 -2.059782977e-16
1.39 -0.02156245785 -0.04339749228 2.156 0.02323198 0.111477166 0.134709146 9.601499693e-14 0
1.4 -0.02156249402 -0.04339628939 2.156 0.02323177753 0.1114773684 0.134709146 9.683915999e-14 -2.059782977e-16
1.41 -0.02156253046 -0.04339508602 2.156 0.02323157517 0.1114775708 0.134709146 9.745728229e-14 -2.059782977e-16
1.42 -0.02156256718 -0.04339388217 2.156 0.0232313729 0.1114777731 0.134709146 9.807540459e-14 -4.119565954e-16
1.43 -0.02156260417 -0.04339267785 2.156 0.02323117072 0.1114779753 0.134709146 9.869352689e-14 -8.239131908e-16
1.44 -0.02156264143 -0.04339147305 2.156 0.02323096864 0.1114781773 0.134709146 9.931164919e-14 -1.029891489e-15
1.45 -0.02156267897 -0.04339026778 2.156 0.02323076665 0.1114783793 0.134709146 9.992977148e-14 -8.239131908e-16
1.46 -0.02156271678 -0.04338906203 2.156 0.02323056476 0.1114785812 0.134709146 1.005478938e-13 -8.239131908e-16
1.47 -0.02156275487 -0.0433878558 2.156 0.02323036297 0.111478783 0.134709146 1.011660161e-13 -1.029891489e-15
1.48 -0.02156279323 -0.0433866491 2.156 0.02323016127 0.1114789847 0.134709146 1.017841384e-13 -1.235869786e-15
1.49 -0.02156283187 -0.04338544193 2.156 0.02322995966 0.1114791863 0.134709146 1.024022607e-13 -1.235869786e-15
1.5 -0.02156287078 -0.04338423428 2.156 0.02322975815 0.1114793878 0.134709146 1.032264237e-13 -1.235869786e-15
1.51 -0.02156290997 -0.04338302615 2.156 0.02322955674 0.1114795892 0.134709146 1.03844546e-13 -1.235869786e-15
1.52 -0.02156294944 -0.04338181755 2.156 0.02322935542 0.1114797906 0.134709146 1.044626683e-13 -1.235869786e-15
1.53 -0.02156298918 -0.04338060848 2.156 0.0232291542 0.1114799918 0.134709146 1.050807906e-13 -1.029891489e-15
1.54 -0.0215630292 -0.04337939893 2.156 0.02322895307 0.1114801929 0.134709146 1.056989129e-13 -1.235869786e-15
1.55 -0.02156306949 -0.0433781889 2.156 0.02322875204 0.1114803939 0.134709146 1.06523076e-13 -1.029891489e-15
1.56 -0.02156311006 -0.04337697841 2.156 0.0232285511 0.1114805949 0.134709146 1.073472391e-13 -1.029891489e-15
1.57 -0.02156315091 -0.04337576744 2.156 0.02322835026 0.1114807957 0.134709146 1.077593206e-13 -1.235869786e-15
1.58 -0.02156319204 -0.04337455599 2.156 0.02322814951 0.1114809965 0.134709146 1.085834837e-13 -1.029891489e-15
1.59 -0.02156323344 -0.04337334407 2.156 0.02322794886 0.1114811971 0.134709146 1.09201606e-13 -1.029891489e-15
1.6 -0.02156327512 -0.04337213168 2.156 0.02322774831 0.1114813977 0.134709146 1.10025769e-13 -1.029891489e-15
1.61 -0.02156331708 -0.04337091881 2.156 0.02322754785 0.1114815981 0.134709146 1.106438913e-13 -1.029891489e-15
1.62 -0.02156335931 -0.04336970547 2.156 0.02322734748 0.1114817985 0.134709146 1.112620136e-13 -8.239131908e-16
1.63 -0.02156340183 -0.04336849166 2.156 0.02322714721 0.1114819988 0.134709146 1.118801359e-13 -6.179348931e-16
1.64 -0.02156344462 -0.04336727737 2.156 0.02322694704 0.1114821989 0.134709146 1.12704299e-13 -8.239131908e-16
1.65 -0.02156348769 -0.04336606261 2.156 0.02322674696 0.111482399 0.134709146 1.13528462e-13 -6.179348931e-16
1.66 -0.02156353104 -0.04336484738 2.156 0.02322654698 0.111482599 0.134709146 1.141465843e-13 -6.179348931e-16
1.67 -0.02156357467 -0.04336363167 2.156 0.02322634709 0.1114827989 0.134709146 1.147647066e-13 -8.239131908e-16
1.68 -0.02156361857 -0.0433624155 2.156 0.0232261473 0.1114829987 0.134709146 1.151767882e-13 -1.029891489e-15
1.69 -0.02156366276 -0.04336119885 2.156 0.02322594761 0.1114831984 0.134709146 1.160009512e-13 -8.239131908e-16
1.7 -0.02156370723 -0.04335998172 2.156 0.02322574801 0.111483398 0.134709146 1.166190735e-13 -1.029891489e-15
1.71 -0.02156375197 -0.04335876413 2.156 0.0232255485 0.1114835975 0.134709146 1.172371958e-13 -1.029891489e-15
1.72 -0.021563797 -0.04335754606 2.156 0.0232253491 0.1114837969 0.134709146 1.180613589e-13 -1.235869786e-15
1.73 -0.0215638423 -0.04335632752 2.156 0.02322514978 0.1114839962 0.134709146 1.186794812e-13 -1.235869786e-15
1.74 -0.02156388789 -0.04335510851 2.156 0.02322495057 0.1114841954 0.134709146 1.192976035e-13 -1.235869786e-15
1.75 -0.02156393376 -0.04335388903 2.156 0.02322475145 0.1114843945 0.134709146 1.199157258e-13 -1.235869786e-15
1.76 -0.0215639799 -0.04335266908 2.156 0.02322455242 0.1114845936 0.134709146 1.205338481e-13 -1.235869786e-15
1.77 -0.02156402633 -0.04335144866 2.156 0.02322435349 0.1114847925 0.134709146 1.213580111e-13 -1.029891489e-15
1.78 -0.02156407304 -0.04335022776 2.156 0.02322415466 0.1114849913 0.134709146 1.217700927e-13 -1.029891489e-15
1.79 -0.02156412003 -0.04334900639 2.156 0.02322395592 0.1114851901 0.134709146 1.228002965e-13 -8.239131908e-16
1.8 -0.02156416731 -0.04334778456 2.156 0.02322375728 0.1114853887 0.134709146 1.234184188e-13 -8.239131908e-16
1.81 -0.02156421486 -0.04334656225 2.156 0.02322355873 0.1114855872 0.134709146 1.240365411e-13 -1.029891489e-15
1.82 -0.0215642627 -0.04334533947 2.156 0.02322336028 0.1114857857 0.134709146 1.246546634e-13 -1.029891489e-15
1.83 -0.02156431082 -0.04334411622 2.156 0.02322316193 0.111485984 0.134709146 1.252727857e-13 -1.029891489e-15
1.84 -0.02156435922 -0.0433428925 2.156 0.02322296367 0.1114861823 0.134709146 1.260969488e-13 -1.235869786e-15
1.85 -0.0215644079 -0.04334166831 2.156 0.02322276551 0.1114863805 0.134709146 1.265090303e-13 -1.235869786e-15
1.86 -0.02156445687 -0.04334044365 2.156 0.02322256744 0.1114865785 0.134709146 1.271271526e-13 -1.441848084e-15
1.87 -0.02156450611 -0.04333921852 2.156 0.02322236947 0.1114867765 0.134709146 1.277452749e-13 -1.441848084e-15
1.88 -0.02156455565 -0.04333799292 2.156 0.02322217159 0.1114869744 0.134709146 1.283633972e-13 -1.647826382e-15
1.89 -0.02156460546 -0.04333676685 2.156 0.02322197381 0.1114871722 0.134709146 1.291875602e-13 -1.647826382e-15
1.9 -0.02156465556 -0.04333554031 2.156 0.02322177613 0.1114873698 0.134709146 1.300117233e-13 -1.441848084e-15
1.91 -0.02156470594 -0.0433343133 2.156 0.02322157854 0.1114875674 0.134709146 1.304238048e-13 -1.441848084e-15
1.92 -0.02156475661 -0.04333308583 2.156 0.02322138105 0.1114877649 0.134709146 1.312479679e-13 -1.441848084e-15
1.93 -0.02156480756 -0.04333185788 2.156 0.02322118366 0.1114879623 0.134709146 1.318660902e-13 -1.647826382e-15
1.94 -0.0215648588 -0.04333062946 2.156 0.02322098636 0.1114881596 0.134709146 1.324842125e-13 -1.441848084e-15
1.95 -0.02156491032 -0.04332940058 2.156 0.02322078916 0.1114883568 0.134709146 1.333083756e-13 -1.441848084e-15
1.96 -0.02156496212 -0.04332817123 2.156 0.02322059205 0.1114885539 0.134709146 1.339264979e-13 -1.647826382e-15
1.97 -0.02156501421 -0.04332694141 2.156 0.02322039504 0.1114887509 0.134709146 1.345446202e-13 -1.647826382e-15
1.98 -0.02156506658 -0.04332571112 2.156 0.02322019813 0.1114889478 0.134709146 1.351627425e-13 -1.647826382e-15
1.99 -0.02156511924 -0.04332448036 2.156 0.02322000131 0.1114891447 0.134709146 1.359869055e-13 -1.441848084e-15
2 -0.02156517219 -0.04332324913 2.156 0.02321980459 0.1114893414 0.134709146 1.363989871e-13 -1.647826382e-15
2.01 -0.02156522542 -0.04332201744 2.156 0.02321960796 0.111489538 0.134709146 1.370171094e-13 -1.647826382e-15
2.02 -0.02156527894 -0.04332078527 2.156 0.02321941143 0.1114897345 0.134709146 1.378412724e-13 -1.647826382e-15
2.03 -0.02156533274 -0.04331955265 2.156 0.023219215 0.111489931 0.134709146 1.384593947e-13 -1.853804679e-15
2.04 -0.02156538683 -0.04331831955 2.156 0.02321901866 0.1114901273 0.134709146 1.39077517e-13 -1.647826382e-15
2.05 -0.0215654412 -0.04331708598 2.156 0.02321882242 0.1114903236 0.134709146 1.396956393e-13 -1.647826382e-15
2.06 -0.02156549587 -0.04331585195 2.156 0.02321862628 0.1114905197 0.134709146 1.405198024e-13 -1.853804679e-15
2.07 -0.02156555082 -0.04331461745 2.156 0.02321843023 0.1114907157 0.134709146 1.411379247e-13 -1.647826382e-15
2.08 -0.02156560605 -0.04331338249 2.156 0.02321823427 0.1114909117 0.134709146 1.415500062e-13 -1.853804679e-15
2.09 -0.02156566158 -0.04331214705 2.156 0.02321803842 0.1114911076 0.134709146 1.423741693e-13 -1.647826382e-15
2.1 -0.02156571739 -0.04331091115 2.156 0.02321784266 0.1114913033 0.134709146 1.431983323e-13 -1.647826382e-15
2.11 -0.02156577349 -0.04330967479 2.156 0.023217647 0.111491499 0.134709146 1.438164546e-13 -1.647826382e-15
2.12 -0.02156582987 -0.04330843796 2.156 0.02321745143 0.1114916945 0.134709146 1.442285362e-13 -1.853804679e-15
2.13 -0.02156588655 -0.04330720066 2.156 0.02321725596 0.11149189 0.134709146 1.448466585e-13 -2.059782977e-15
2.14 -0.02156594351 -0.04330596289 2.156 0.02321706059 0.1114920854 0.134709146 1.454647808e-13 -2.059782977e-15
2.15 -0.02156600077 -0.04330472466 2.156 0.02321686531 0.1114922807 0.134709146 1.460829031e-13 -2.471739572e-15
2.16 -0.02156605831 -0.04330348597 2.156 0.02321667013 0.1114924758 0.134709146 1.467010254e-13 -2.471739572e-15
2.17 -0.02156611614 -0.0433022468 2.156 0.02321647504 0.1114926709 0.134709146 1.473191477e-13 -2.67771787e-15
2.18 -0.02156617425 -0.04330100717 2.156 0.02321628005 0.1114928659 0.134709146 1.479372699e-13 -2.883696168e-15
2.19 -0.02156623266 -0.04329976708 2.156 0.02321608516 0.1114930608 0.134709146 1.485553922e-13 -2.883696168e-15
2.2 -0.02156629136 -0.04329852652 2.156 0.02321589037 0.1114932556 0.134709146 1.491735145e-13 -2.883696168e-15
2.21 -0.02156635035 -0.0432972855 2.156 0.02321569567 0.1114934503 0.134709146 1.499976776e-13 -2.67771787e-15
2.22 -0.02156640962 -0.04329604401 2.156 0.02321550107 0.1114936449 0.134709146 1.506157999e-13 -2.67771787e-15
2.23 -0.02156646919 -0.04329480206 2.156 0.02321530656 0.1114938394 0.134709146 1.51439963e-13 -2.471739572e-15
2.24 -0.02156652905 -0.04329355964 2.156 0.02321511215 0.1114940338 0.134709146 1.518520445e-13 -2.471739572e-15
2.25 -0.0215665892 -0.04329231676 2.156 0.02321491784 0.1114942281 0.134709146 1.526762076e-13 -2.471739572e-15
2.26 -0.02156664963 -0.04329107341 2.156 0.02321472362 0.1114944223 0.134709146 1.532943299e-13 -2.471739572e-15
2.27 -0.02156671036 -0.0432898296 2.156 0.0232145295 0.1114946165 0.134709146 1.539124522e-13 -2.67771787e-15
