# t ax ay az
0.66 -0.003370689662 -0.003467979772 -0.0001210949133
0.67 -0.003369927208 -0.00346869044 -0.0001211196383
0.68 -0.003369164617 -0.003469400941 -0.0001211443561
0.69 -0.00336840189 -0.003470111275 -0.0001211690668
0.7 -0.003367639026 -0.003470821442 -0.0001211937702
0.71 -0.003366876025 -0.003471531442 -0.0001212184664
0.72 -0.003366112888 -0.003472241276 -0.0001212431554
0.73 -0.003365349614 -0.003472950942 -0.0001212678372
0.74 -0.003364586203 -0.003473660441 -0.0001212925118
0.75 -0.003363822656 -0.003474369773 -0.0001213171792
0.76 -0.003363058973 -0.003475078938 -0.0001213418394
0.77 -0.003362295153 -0.003475787936 -0.0001213664924
0.78 -0.003361531197 -0.003476496766 -0.0001213911382
0.79 -0.003360767105 -0.00347720543 -0.0001214157767
0.8 -0.003360002876 -0.003477913926 -0.0001214404081
0.81 -0.003359238511 -0.003478622256 -0.0001214650322
0.82 -0.003358474009 -0.003479330418 -0.0001214896491
0.83 -0.003357709372 -0.003480038413 -0.0001215142589
0.84 -0.003356944598 -0.00348074624 -0.0001215388613
0.85 -0.003356179688 -0.003481453901 -0.0001215634566
0.86 -0.003355414642 -0.003482161394 -0.0001215880447
0.87 -0.00335464946 -0.00348286872 -0.0001216126255
0.88 -0.003353884142 -0.003483575879 -0.0001216371992
0.89 -0.003353118688 -0.00348428287 -0.0001216617656
0.9 -0.003352353098 -0.003484989694 -0.0001216863248
0.91 -0.003351587372 -0.00348569635 -0.0001217108767
0.92 -0.00335082151 -0.00348640284 -0.0001217354215
0.93 -0.003350055512 -0.003487109162 -0.000121759959
0.94 -0.003349289378 -0.003487815316 -0.0001217844893
0.95 -0.003348523109 -0.003488521303 -0.0001218090124
0.96 -0.003347756704 -0.003489227123 -0.0001218335282
0.97 -0.003346990163 -0.003489932775 -0.0001218580368
0.98 -0.003346223486 -0.003490638259 -0.0001218825382
0.99 -0.003345456674 -0.003491343576 -0.0001219070324
1 -0.003344689726 -0.003492048726 -0.0001219315193
1.01 -0.003343922642 -0.003492753708 -0.000121955999
1.02 -0.003343155423 -0.003493458523 -0.0001219804715
1.03 -0.003342388069 -0.00349416317 -0.0001220049368
1.04 -0.003341620579 -0.003494867649 -0.0001220293948
1.05 -0.003340852953 -0.003495571961 -0.0001220538456
1.06 -0.003340085192 -0.003496276105 -0.0001220782891
1.07 -0.003339317296 -0.003496980081 -0.0001221027254
1.08 -0.003338549265 -0.00349768389 -0.0001221271545
1.09 -0.003337781098 -0.003498387531 -0.0001221515763
1.1 -0.003337012795 -0.003499091004 -0.0001221759909
1.11 -0.003336244358 -0.00349979431 -0.0001222003983
1.12 -0.003335475785 -0.003500497448 -0.0001222247984
1.13 -0.003334707077 -0.003501200418 -0.0001222491913
1.14 -0.003333938235 -0.00350190322 -0.0001222735769
1.15 -0.003333169256 -0.003502605855 -0.0001222979553
1.16 -0.003332400143 -0.003503308322 -0.0001223223264
1.17 -0.003331630895 -0.003504010621 -0.0001223466904
1.18 -0.003330861512 -0.003504712752 -0.000122371047
1.19 -0.003330091994 -0.003505414715 -0.0001223953964
1.2 -0.003329322341 -0.00350611651 -0.0001224197386
1.21 -0.003328552553 -0.003506818137 -0.0001224440735
1.22 -0.00332778263 -0.003507519597 -0.0001224684012
1.23 -0.003327012572 -0.003508220888 -0.0001224927216
1.24 -0.00332624238 -0.003508922012 -0.0001225170348
1.25 -0.003325472052 -0.003509622967 -0.0001225413407
1.26 -0.00332470159 -0.003510323755 -0.0001225656394
1.27 -0.003323930994 -0.003511024374 -0.0001225899308
1.28 -0.003323160263 -0.003511724826 -0.000122614215
1.29 -0.003322389397 -0.003512425109 -0.0001226384919
1.3 -0.003321618396 -0.003513125225 -0.0001226627615
1.31 -0.003320847261 -0.003513825172 -0.0001226870239
1.32 -0.003320075991 -0.003514524951 -0.000122711279
1.33 -0.003319304587 -0.003515224562 -0.0001227355269
1.34 -0.003318533049 -0.003515924005 -0.0001227597675
1.35 -0.003317761376 -0.003516623279 -0.0001227840009
1.36 -0.003316989569 -0.003517322386 -0.000122808227
1.37 -0.003316217627 -0.003518021324 -0.0001228324458
1.38 -0.003315445551 -0.003518720094 -0.0001228566574
1.39 -0.003314673341 -0.003519418696 -0.0001228808617
1.4 -0.003313900996 -0.003520117129 -0.0001229050588
1.41 -0.003313128518 -0.003520815395 -0.0001229292485
1.42 -0.003312355905 -0.003521513492 -0.0001229534311
1.43 -0.003311583158 -0.00352221142 -0.0001229776063
1.44 -0.003310810277 -0.00352290918 -0.0001230017743
1.45 -0.003310037261 -0.003523606772 -0.000123025935
1.46 -0.003309264112 -0.003524304196 -0.0001230500884
1.47 -0.003308490829 -0.003525001451 -0.0001230742346
1.48 -0.003307717412 -0.003525698538 -0.0001230983735
1.49 -0.003306943861 -0.003526395456 -0.0001231225051
1.5 -0.003306170176 -0.003527092206 -0.0001231466295
1.51 -0.003305396357 -0.003527788787 -0.0001231707466
1.52 -0.003304622404 -0.0035284852 -0.0001231948564
1.53 -0.003303848318 -0.003529181445 -0.0001232189589
1.54 -0.003303074098 -0.003529877521 -0.0001232430542
1.55 -0.003302299744 -0.003530573428 -0.0001232671421
1.56 -0.003301525256 -0.003531269167 -0.0001232912228
1.57 -0.003300750635 -0.003531964737 -0.0001233152962
1.58 -0.00329997588 -0.003532660139 -0.0001233393624
1.59 -0.003299200991 -0.003533355372 -0.0001233634212
1.6 -0.003298425969 -0.003534050436 -0.0001233874728
1.61 -0.003297650813 -0.003534745332 -0.0001234115171
1.62 -0.003296875524 -0.003535440059 -0.0001234355541
1.63 -0.003296100102 -0.003536134617 -0.0001234595838
1.64 -0.003295324546 -0.003536829007 -0.0001234836063
1.65 -0.003294548857 -0.003537523228 -0.0001235076214
1.66 -0.003293773034 -0.00353821728 -0.0001235316293
1.67 -0.003292997078 -0.003538911163 -0.0001235556299
1.68 -0.003292220989 -0.003539604878 -0.0001235796232
1.69 -0.003291444766 -0.003540298424 -0.0001236036092
1.7 -0.003290668411 -0.003540991801 -0.0001236275879
1.71 -0.003289891922 -0.003541685009 -0.0001236515593
1.72 -0.0032891153 -0.003542378049 -0.0001236755234
1.73 -0.003288338545 -0.003543070919 -0.0001236994802
1.74 -0.003287561656 -0.003543763621 -0.0001237234298
1.75 -0.003286784635 -0.003544456154 -0.000123747372
1.76 -0.003286007481 -0.003545148517 -0.000123771307
1.77 -0.003285230194 -0.003545840712 -0.0001237952346
1.78 -0.003284452774 -0.003546532738 -0.000123819155
1.79 -0.003283675221 -0.003547224595 -0.000123843068
1.8 -0.003282897535 -0.003547916283 -0.0001238669738
1.81 -0.003282119716 -0.003548607802 -0.0001238908722
1.82 -0.003281341765 -0.003549299152 -0.0001239147634
1.83 -0.00328056368 -0.003549990333 -0.0001239386472
1.84 -0.003279785463 -0.003550681344 -0.0001239625238
1.85 -0.003279007114 -0.003551372187 -0.000123986393
1.86 -0.003278228631 -0.00355206286 -0.0001240102549
1.87 -0.003277450016 -0.003552753365 -0.0001240341096
1.88 -0.003276671269 -0.0035534437 -0.0001240579569
1.89 -0.003275892389 -0.003554133866 -0.0001240817969
1.9 -0.003275113376 -0.003554823863 -0.0001241056296
1.91 -0.003274334231 -0.003555513691 -0.0001241294551
1.92 -0.003273554954 -0.00355620335 -0.0001241532731
1.93 -0.003272775544 -0.003556892839 -0.0001241770839
1.94 -0.003271996001 -0.003557582159 -0.0001242008874
1.95 -0.003271216327 -0.00355827131 -0.0001242246836
1.96 -0.00327043652 -0.003558960291 -0.0001242484724
1.97 -0.00326965658 -0.003559649103 -0.000124272254
1.98 -0.003268876509 -0.003560337746 -0.0001242960282
1.99 -0.003268096305 -0.00356102622 -0.0001243197951
2 -0.003267315969 -0.003561714524 -0.0001243435547
2.01 -0.003266535501 -0.003562402659 -0.0001243673069
2.02 -0.003265754901 -0.003563090624 -0.0001243910519
2.03 -0.003264974169 -0.00356377842 -0.0001244147895
2.04 -0.003264193305 -0.003564466047 -0.0001244385198
2.05 -0.003263412308 -0.003565153504 -0.0001244622428
2.06 -0.00326263118 -0.003565840791 -0.0001244859585
2.07 -0.00326184992 -0.00356652791 -0.0001245096669
2.08 -0.003261068528 -0.003567214858 -0.0001245333679
2.09 -0.003260287004 -0.003567901637 -0.0001245570616
2.1 -0.003259505348 -0.003568588247 -0.000124580748
2.11 -0.003258723561 -0.003569274687 -0.000124604427
2.12 -0.003257941641 -0.003569960957 -0.0001246280987
2.13 -0.00325715959 -0.003570647058 -0.0001246517631
2.14 -0.003256377408 -0.003571332989 -0.0001246754202
2.15 -0.003255595093 -0.003572018751 -0.0001246990699
2.16 -0.003254812647 -0.003572704343 -0.0001247227124
2.17 -0.00325403007 -0.003573389765 -0.0001247463474
2.18 -0.00325324736 -0.003574075018 -0.0001247699752
2.19 -0.00325246452 -0.003574760101 -0.0001247935956
2.2 -0.003251681548 -0.003575445014 -0.0001248172087
2.21 -0.003250898444 -0.003576129757 -0.0001248408144
2.22 -0.003250115209 -0.003576814331 -0.0001248644128
2.23 -0.003249331842 -0.003577498735 -0.0001248880039
2.24 -0.003248548345 -0.003578182969 -0.0001249115876
2.25 -0.003247764716 -0.003578867033 -0.000124935164
2.26 -0.003246980955 -0.003579550928 -0.0001249587331
2.27 -0.003246197064 -0.003580234652 -0.0001249822948
2.28 -0.003245413041 -0.003580918207 -0.0001250058492
2.29 -0.003244628887 -0.003581601592 -0.0001250293962
2.3 -0.003243844602 -0.003582284807 -0.0001250529359
2.31 -0.003243060185 -0.003582967852 -0.0001250764683
2.32 -0.003242275638 -0.003583650727 -0.0001250999933
2.33 -0.00324149096 -0.003584333432 -0.000125123511
2.34 -0.00324070615 -0.003585015967 -0.0001251470213
2.35 -0.00323992121 -0.003585698333 -0.0001251705243
2.36 -0.003239136139 -0.003586380528 -0.0001251940199
2.37 -0.003238350937 -0.003587062553 -0.0001252175082
2.38 -0.003237565604 -0.003587744408 -0.0001252409891
2.39 -0.00323678014 -0.003588426093 -0.0001252644627
2.4 -0.003235994545 -0.003589107608 -0.0001252879289
2.41 -0.00323520882 -0.003589788953 -0.0001253113878
2.42 -0.003234422963 -0.003590470128 -0.0001253348393
2.43 -0.003233636977 -0.003591151132 -0.0001253582835
2.44 -0.003232850859 -0.003591831967 -0.0001253817203
2.45 -0.003232064611 -0.003592512631 -0.0001254051498
2.46 -0.003231278232 -0.003593193125 -0.0001254285719
2.47 -0.003230491723 -0.003593873449 -0.0001254519867
2.48 -0.003229705083 -0.003594553603 -0.0001254753941
2.49 -0.003228918313 -0.003595233587 -0.0001254987941
2.5 -0.003228131412 -0.0035959134 -0.0001255221868
2.51 -0.003227344381 -0.003596593043 -0.0001255455721
2.52 -0.003226557219 -0.003597272515 -0.0001255689501
2.53 -0.003225769927 -0.003597951818 -0.0001255923207
2.54 -0.003224982505 -0.00359863095 -0.0001256156839
2.55 -0.003224194952 -0.003599309911 -0.0001256390398
2.56 -0.00322340727 -0.003599988703 -0.0001256623883
2.57 -0.003222619457 -0.003600667323 -0.0001256857295
2.58 -0.003221831513 -0.003601345774 -0.0001257090632
2.59 -0.00322104344 -0.003602024054 -0.0001257323896
2.6 -0.003220255237 -0.003602702164 -0.0001257557087
2.61 -0.003219466903 -0.003603380103 -0.0001257790204
2.62 -0.003218678439 -0.003604057872 -0.0001258023247
2.63 -0.003217889846 -0.00360473547 -0.0001258256216
2.64 -0.003217101122 -0.003605412897 -0.0001258489112
2.65 -0.003216312269 -0.003606090155 -0.0001258721934
2.66 -0.003215523285 -0.003606767241 -0.0001258954682
2.67 -0.003214734172 -0.003607444157 -0.0001259187357
2.68 -0.003213944929 -0.003608120903 -0.0001259419957
2.69 -0.003213155556 -0.003608797478 -0.0001259652485
2.7 -0.003212366053 -0.003609473882 -0.0001259884938
2.71 -0.003211576421 -0.003610150116 -0.0001260117317
2.72 -0.003210786659 -0.003610826179 -0.0001260349623
2.73 -0.003209996767 -0.003611502071 -0.0001260581855
2.74 -0.003209206745 -0.003612177793 -0.0001260814013
2.75 -0.003208416594 -0.003612853344 -0.0001261046098
2.76 -0.003207626314 -0.003613528724 -0.0001261278108
2.77 -0.003206835904 -0.003614203934 -0.0001261510045
2.78 -0.003206045364 -0.003614878972 -0.0001261741908
2.79 -0.003205254695 -0.00361555384 -0.0001261973697
2.8 -0.003204463897 -0.003616228538 -0.0001262205412
2.81 -0.003203672969 -0.003616903064 -0.0001262437054
2.82 -0.003202881911 -0.00361757742 -0.0001262668621
2.83 -0.003202090725 -0.003618251604 -0.0001262900115
2.84 -0.003201299409 -0.003618925618 -0.0001263131535
2.85 -0.003200507964 -0.003619599461 -0.0001263362881
2.86 -0.003199716389 -0.003620273133 -0.0001263594153
2.87 -0.003198924686 -0.003620946634 -0.0001263825351
2.88 -0.003198132853 -0.003621619965 -0.0001264056475
2.89 -0.003197340891 -0.003622293124 -0.0001264287525
2.9 -0.0031965488 -0.003622966112 -0.0001264518502
2.91 -0.003195756581 -0.003623638929 -0.0001264749404
2.92 -0.003194964232 -0.003624311576 -0.0001264980233
2.93 -0.003194171754 -0.003624984051 -0.0001265210987
2.94 -0.003193379147 -0.003625656355 -0.0001265441668
2.95 -0.003192586411 -0.003626328489 -0.0001265672275
2.96 -0.003191793546 -0.003627000451 -0.0001265902807
2.97 -0.003191000553 -0.003627672242 -0.0001266133266
2.98 -0.00319020743 -0.003628343862 -0.0001266363651
2.99 -0.003189414179 -0.003629015311 -0.0001266593962
3 -0.003188620799 -0.003629686588 -0.0001266824198
3.01 -0.003187827291 -0.003630357695 -0.0001267054361
3.02 -0.003187033654 -0.00363102863 -0.000126728445
3.03 -0.003186239888 -0.003631699394 -0.0001267514464
3.04 -0.003185445993 -0.003632369987 -0.0001267744405
3.05 -0.00318465197 -0.003633040409 -0.0001267974272
3.06 -0.003183857819 -0.003633710659 -0.0001268204064
3.07 -0.003183063539 -0.003634380739 -0.0001268433783
3.08 -0.00318226913 -0.003635050647 -0.0001268663427
3.09 -0.003181474593 -0.003635720383 -0.0001268892997
3.1 -0.003180679928 -0.003636389948 -0.0001269122494
3.11 -0.003179885134 -0.003637059342 -0.0001269351916
3.12 -0.003179090212 -0.003637728565 -0.0001269581264
3.13 -0.003178295161 -0.003638397616 -0.0001269810538
3.14 -0.003177499983 -0.003639066496 -0.0001270039737
3.15 -0.003176704676 -0.003639735204 -0.0001270268863
3.16 -0.003175909241 -0.003640403741 -0.0001270497915
3.17 -0.003175113678 -0.003641072107 -0.0001270726892
3.18 -0.003174317986 -0.003641740301 -0.0001270955795
3.19 -0.003173522167 -0.003642408324 -0.0001271184624
3.2 -0.003172726219 -0.003643076175 -0.0001271413379
3.21 -0.003171930144 -0.003643743855 -0.000127164206
3.22 -0.00317113394 -0.003644411363 -0.0001271870667
3.23 -0.003170337609 -0.003645078699 -0.0001272099199
3.24 -0.003169541149 -0.003645745864 -0.0001272327657
3.25 -0.003168744562 -0.003646412858 -0.0001272556041
3.26 -0.003167947847 -0.00364707968 -0.0001272784351
3.27 -0.003167151004 -0.00364774633 -0.0001273012586
3.28 -0.003166354033 -0.003648412808 -0.0001273240747
3.29 -0.003165556935 -0.003649079115 -0.0001273468834
3.3 -0.003164759709 -0.003649745251 -0.0001273696847
3.31 -0.003163962355 -0.003650411214 -0.0001273924786
3.32 -0.003163164873 -0.003651077006 -0.000127415265
3.33 -0.003162367264 -0.003651742626 -0.000127438044
3.34 -0.003161569528 -0.003652408075 -0.0001274608155
3.35 -0.003160771663 -0.003653073351 -0.0001274835797
3.36 -0.003159973671 -0.003653738456 -0.0001275063364
3.37 -0.003159175552 -0.003654403389 -0.0001275290857
3.38 -0.003158377306 -0.003655068151 -0.0001275518275
3.39 -0.003157578931 -0.00365573274 -0.0001275745619
3.4 -0.00315678043 -0.003656397158 -0.0001275972889
3.41 -0.003155981801 -0.003657061403 -0.0001276200085
3.42 -0.003155183045 -0.003657725477 -0.0001276427206
3.43 -0.003154384162 -0.003658389379 -0.0001276654252
3.44 -0.003153585151 -0.003659053109 -0.0001276881225
3.45 -0.003152786013 -0.003659716668 -0.0001277108123
3.46 -0.003151986748 -0.003660380054 -0.0001277334946
3.47 -0.003151187356 -0.003661043268 -0.0001277561696
3.48 -0.003150387837 -0.00366170631 -0.000127778837
3.49 -0.003149588191 -0.003662369181 -0.0001278014971
3.5 -0.003148788417 -0.003663031879 -0.0001278241497
3.51 -0.003147988517 -0.003663694405 -0.0001278467949
3.52 -0.00314718849 -0.003664356759 -0.0001278694326
3.53 -0.003146388336 -0.003665018942 -0.0001278920628
3.54 -0.003145588055 -0.003665680952 -0.0001279146857
3.55 -0.003144787647 -0.00366634279 -0.0001279373011
3.56 -0.003143987112 -0.003667004455 -0.000127959909
3.57 -0.00314318645 -0.003667665949 -0.0001279825095
3.58 -0.003142385662 -0.003668327271 -0.0001280051025
3.59 -0.003141584747 -0.00366898842 -0.0001280276881
3.6 -0.003140783705 -0.003669649397 -0.0001280502663
3.61 -0.003139982537 -0.003670310202 -0.000128072837
3.62 -0.003139181242 -0.003670970835 -0.0001280954002
3.63 -0.00313837982 -0.003671631295 -0.000128117956
3.64 -0.003137578272 -0.003672291584 -0.0001281405043
3.65 -0.003136776597 -0.0036729517 -0.0001281630452
3.66 -0.003135974796 -0.003673611643 -0.0001281855786
3.67 -0.003135172868 -0.003674271415 -0.0001282081046
3.68 -0.003134370814 -0.003674931014 -0.0001282306231
3.69 -0.003133568634 -0.003675590441 -0.0001282531342
3.7 -0.003132766327 -0.003676249695 -0.0001282756378
3.71 -0.003131963894 -0.003676908777 -0.0001282981339
3.72 -0.003131161335 -0.003677567687 -0.0001283206226
3.73 -0.003130358649 -0.003678226424 -0.0001283431039
3.74 -0.003129555837 -0.003678884989 -0.0001283655776
3.75 -0.003128752899 -0.003679543381 -0.0001283880439
3.76 -0.003127949835 -0.003680201601 -0.0001284105028
3.77 -0.003127146645 -0.003680859648 -0.0001284329542
3.78 -0.003126343328 -0.003681517523 -0.0001284553981
3.79 -0.003125539886 -0.003682175225 -0.0001284778345
3.8 -0.003124736318 -0.003682832755 -0.0001285002635
3.81 -0.003123932623 -0.003683490113 -0.000128522685
3.82 -0.003123128803 -0.003684147297 -0.0001285450991
3.83 -0.003122324857 -0.003684804309 -0.0001285675057
3.84 -0.003121520785 -0.003685461149 -0.0001285899048
3.85 -0.003120716587 -0.003686117816 -0.0001286122964
3.86 -0.003119912263 -0.00368677431 -0.0001286346806
3.87 -0.003119107814 -0.003687430632 -0.0001286570573
3.88 -0.003118303238 -0.003688086781 -0.0001286794265
3.89 -0.003117498538 -0.003688742757 -0.0001287017883
3.9 -0.003116693711 -0.003689398561 -0.0001287241426
3.91 -0.003115888759 -0.003690054192 -0.0001287464894
3.92 -0.003115083681 -0.00369070965 -0.0001287688287
3.93 -0.003114278478 -0.003691364935 -0.0001287911606
3.94 -0.003113473149 -0.003692020048 -0.000128813485
3.95 -0.003112667694 -0.003692674988 -0.0001288358019
3.96 -0.003111862114 -0.003693329755 -0.0001288581113
3.97 -0.003111056409 -0.003693984349 -0.0001288804133
3.98 -0.003110250578 -0.00369463877 -0.0001289027077
3.99 -0.003109444622 -0.003695293019 -0.0001289249947
4 -0.003108638541 -0.003695947094 -0.0001289472742
4.01 -0.003107832334 -0.003696600997 -0.0001289695462
4.02 -0.003107026002 -0.003697254727 -0.0001289918108
4.03 -0.003106219545 -0.003697908284 -0.0001290140678
4.04 -0.003105412963 -0.003698561668 -0.0001290363174
4.05 -0.003104606255 -0.003699214879 -0.0001290585595
4.06 -0.003103799423 -0.003699867917 -0.0001290807941
4.07 -0.003102992465 -0.003700520782 -0.0001291030212
4.08 -0.003102185382 -0.003701173474 -0.0001291252408
4.09 -0.003101378175 -0.003701825993 -0.000129147453
4.1 -0.003100570842 -0.003702478339 -0.0001291696576
4.11 -0.003099763384 -0.003703130512 -0.0001291918548
4.12 -0.003098955802 -0.003703782512 -0.0001292140445
4.13 -0.003098148094 -0.003704434339 -0.0001292362266
4.14 -0.003097340262 -0.003705085992 -0.0001292584013
4.15 -0.003096532305 -0.003705737473 -0.0001292805685
4.16 -0.003095724223 -0.00370638878 -0.0001293027282
4.17 -0.003094916016 -0.003707039914 -0.0001293248804
4.18 -0.003094107685 -0.003707690875 -0.0001293470251
4.19 -0.003093299228 -0.003708341663 -0.0001293691623
4.2 -0.003092490648 -0.003708992278 -0.000129391292
4.21 -0.003091681942 -0.003709642719 -0.0001294134142
4.22 -0.003090873113 -0.003710292988 -0.0001294355289
4.23 -0.003090064158 -0.003710943082 -0.0001294576362
4.24 -0.003089255079 -0.003711593004 -0.0001294797359
4.25 -0.003088445876 -0.003712242752 -0.0001295018281
4.26 -0.003087636548 -0.003712892327 -0.0001295239128
4.27 -0.003086827096 -0.003713541729 -0.00012954599
4.28 -0.003086017519 -0.003714190957 -0.0001295680597
4.29 -0.003085207818 -0.003714840012 -0.0001295901219
4.3 -0.003084397993 -0.003715488894 -0.0001296121766
4.31 -0.003083588043 -0.003716137602 -0.0001296342238
4.32 -0.003082777969 -0.003716786137 -0.0001296562635
4.33 -0.003081967771 -0.003717434498 -0.0001296782956
4.34 -0.003081157449 -0.003718082686 -0.0001297003203
4.35 -0.003080347003 -0.003718730701 -0.0001297223375
4.36 -0.003079536432 -0.003719378541 -0.0001297443471
4.37 -0.003078725738 -0.003720026209 -0.0001297663492
4.38 -0.003077914919 -0.003720673703 -0.0001297883439
4.39 -0.003077103977 -0.003721321023 -0.000129810331
4.4 -0.00307629291 -0.00372196817 -0.0001298323106
4.41 -0.00307548172 -0.003722615143 -0.0001298542827
4.42 -0.003074670406 -0.003723261943 -0.0001298762472
4.43 -0.003073858968 -0.003723908569 -0.0001298982043
4.44 -0.003073047406 -0.003724555022 -0.0001299201538
4.45 -0.00307223572 -0.003725201301 -0.0001299420959
4.46 -0.00307142391 -0.003725847406 -0.0001299640304
4.47 -0.003070611977 -0.003726493337 -0.0001299859573
4.48 -0.00306979992 -0.003727139095 -0.0001300078768
4.49 -0.00306898774 -0.003727784679 -0.0001300297888
4.5 -0.003068175435 -0.00372843009 -0.0001300516932
4.51 -0.003067363008 -0.003729075326 -0.0001300735901
4.52 -0.003066550456 -0.003729720389 -0.0001300954795
4.53 -0.003065737781 -0.003730365278 -0.0001301173613
4.54 -0.003064924983 -0.003731009994 -0.0001301392357
4.55 -0.003064112061 -0.003731654535 -0.0001301611025
4.56 -0.003063299016 -0.003732298903 -0.0001301829617
4.57 -0.003062485847 -0.003732943097 -0.0001302048135
4.58 -0.003061672555 -0.003733587117 -0.0001302266577
4.59 -0.00306085914 -0.003734230963 -0.0001302484944
4.6 -0.003060045601 -0.003734874636 -0.0001302703236
4.61 -0.00305923194 -0.003735518134 -0.0001302921453
4.62 -0.003058418155 -0.003736161459 -0.0001303139594
4.63 -0.003057604246 -0.003736804609 -0.000130335766
4.64 -0.003056790215 -0.003737447586 -0.000130357565
4.65 -0.00305597606 -0.003738090389 -0.0001303793565
4.66 -0.003055161783 -0.003738733017 -0.0001304011405
4.67 -0.003054347382 -0.003739375472 -0.000130422917
4.68 -0.003053532859 -0.003740017753 -0.0001304446859
4.69 -0.003052718212 -0.003740659859 -0.0001304664473
4.7 -0.003051903443 -0.003741301792 -0.0001304882011
4.71 -0.00305108855 -0.00374194355 -0.0001305099474
4.72 -0.003050273535 -0.003742585135 -0.0001305316862
4.73 -0.003049458397 -0.003743226545 -0.0001305534174
4.74 -0.003048643136 -0.003743867781 -0.0001305751411
4.75 -0.003047827752 -0.003744508843 -0.0001305968573
4.76 -0.003047012245 -0.003745149731 -0.0001306185659
4.77 -0.003046196616 -0.003745790445 -0.0001306402669
4.78 -0.003045380864 -0.003746430984 -0.0001306619605
4.79 -0.00304456499 -0.00374707135 -0.0001306836464
4.8 -0.003043748993 -0.003747711541 -0.0001307053249
4.81 -0.003042932873 -0.003748351558 -0.0001307269958
4.82 -0.003042116631 -0.0037489914 -0.0001307486591
4.83 -0.003041300266 -0.003749631069 -0.0001307703149
