# t	x	y	R	phi
0	8.6	4.4	9.66023	0.472907
0.01	8.59906	4.40194	9.66027	0.47313
0.02	8.59811	4.40388	9.66032	0.473353
0.03	8.59717	4.40582	9.66036	0.473576
0.04	8.59623	4.40776	9.6604	0.473799
0.05	8.59528	4.40969	9.66045	0.474022
0.06	8.59433	4.41163	9.66049	0.474246
0.07	8.59339	4.41357	9.66054	0.474469
0.08	8.59244	4.41551	9.66058	0.474692
0.09	8.5915	4.41745	9.66062	0.474915
0.1	8.59055	4.41938	9.66067	0.475138
0.11	8.5896	4.42132	9.66071	0.475361
0.12	8.58865	4.42326	9.66075	0.475585
0.13	8.58771	4.42519	9.6608	0.475808
0.14	8.58676	4.42713	9.66084	0.476031
0.15	8.58581	4.42907	9.66089	0.476254
0.16	8.58486	4.431	9.66093	0.476477
0.17	8.58391	4.43294	9.66097	0.4767
0.18	8.58296	4.43487	9.66102	0.476924
0.19	8.58201	4.43681	9.66106	0.477147
0.2	8.58105	4.43874	9.6611	0.47737
0.21	8.5801	4.44068	9.66115	0.477593
0.22	8.57915	4.44261	9.66119	0.477816
0.23	8.5782	4.44455	9.66123	0.478039
0.24	8.57724	4.44648	9.66128	0.478262
0.25	8.57629	4.44841	9.66132	0.478486
0.26	8.57534	4.45035	9.66137	0.478709
0.27	8.57438	4.45228	9.66141	0.478932
0.28	8.57343	4.45421	9.66145	0.479155
0.29	8.57247	4.45615	9.6615	0.479378
0.3	8.57151	4.45808	9.66154	0.479601
0.31	8.57056	4.46001	9.66158	0.479824
0.32	8.5696	4.46194	9.66163	0.480047
0.33	8.56864	4.46388	9.66167	0.480271
0.34	8.56769	4.46581	9.66171	0.480494
0.35	8.56673	4.46774	9.66176	0.480717
0.36	8.56577	4.46967	9.6618	0.48094
0.37	8.56481	4.4716	9.66184	0.481163
0.38	8.56385	4.47353	9.66189	0.481386
0.39	8.56289	4.47546	9.66193	0.481609
0.4	8.56193	4.47739	9.66197	0.481832
0.41	8.56097	4.47932	9.66202	0.482055
0.42	8.56001	4.48125	9.66206	0.482279
0.43	8.55905	4.48318	9.6621	0.482502
0.44	8.55808	4.48511	9.66214	0.482725
0.45	8.55712	4.48704	9.66219	0.482948
0.46	8.55616	4.48897	9.66223	0.483171
0.47	8.5552	4.4909	9.66227	0.483394
0.48	8.55423	4.49283	9.66232	0.483617
0.49	8.55327	4.49476	9.66236	0.48384
0.5	8.5523	4.49668	9.6624	0.484063
0.51	8.55134	4.49861	9.66245	0.484286
0.52	8.55037	4.50054	9.66249	0.484509
0.53	8.5494	4.50247	9.66253	0.484732
0.54	8.54844	4.50439	9.66257	0.484956
0.55	8.54747	4.50632	9.66262	0.485179
0.56	8.5465	4.50825	9.66266	0.485402
0.57	8.54554	4.51017	9.6627	0.485625
0.58	8.54457	4.5121	9.66275	0.485848
