# id  R  x  y  vR  vphi  Lz0  Lz_end  dLz  JR0  JR_end  dJR  eR0  eR_end  deR  vR_end
12845 2.03723 -2.0305 -0.165577 -0.00767616 0.226273 0.460972 0.460972 2.27633e-08 0.000922516 0.00092247 -4.61622e-08 6.84461e-05 6.84426e-05 -3.42505e-09 -0.00717987
12846 5.02618 4.83882 1.35952 -0.00711199 0.223275 1.12222 1.12225 3.31146e-05 0.00117965 0.00117568 -3.96923e-06 3.59632e-05 3.58412e-05 -1.22023e-07 0.0067041
12847 5.63932 4.80809 -2.9469 -0.0132053 0.211107 1.1905 1.19062 0.000117905 0.00583145 0.00579894 -3.25113e-05 0.000167374 0.000166426 -9.48129e-07 0.0182118
12848 3.01457 2.59882 -1.52767 0.00683389 0.220615 0.66506 0.665025 -3.43972e-05 0.000461217 0.000494654 3.34373e-05 2.37289e-05 2.54501e-05 1.7212e-06 0.00366578
12849 9.35816 7.25764 5.90778 0.000104549 0.220844 2.06669 2.06293 -0.00376257 4.32915e-05 4.20469e-05 -1.2446e-06 7.16893e-07 6.97553e-07 -1.93401e-08 0.00076179
12850 6.7454 6.74437 -0.117617 0.00843848 0.20827 1.40486 1.41451 0.00964756 0.00722617 0.00246059 -0.00476558 0.000175744 5.95003e-05 -0.000116244 0.000312511
12851 2.58045 -2.35702 -1.05032 0.0162333 0.226761 0.585145 0.585136 -9.01744e-06 0.00303157 0.00304073 9.15828e-06 0.000177013 0.00017755 5.36602e-07 -0.00912235
12852 7.79658 6.97123 3.49122 -0.0055342 0.217158 1.69309 1.69294 -0.000153141 0.00115915 0.00113016 -2.89856e-05 2.34258e-05 2.28422e-05 -5.8359e-07 -0.00644252
12853 3.17279 0.652732 3.10492 -0.00817384 0.212988 0.675766 0.675804 3.82013e-05 0.00164232 0.001604 -3.83138e-05 8.31092e-05 8.11672e-05 -1.94196e-06 0.00699951
12854 4.51065 -4.0524 -1.98092 -0.00264542 0.215275 0.971031 0.971057 2.66239e-05 0.000737512 0.000725217 -1.22951e-05 2.59872e-05 2.55534e-05 -4.3383e-07 -0.00498375
12855 8.07639 -1.714 -7.89242 -0.00374543 0.216467 1.74827 1.74833 5.42012e-05 0.00099957 0.00101801 1.84425e-05 1.95638e-05 1.99241e-05 3.60275e-07 -0.00630133
12856 3.33155 -3.03258 1.37937 0.0138857 0.215262 0.717155 0.717206 5.09752e-05 0.00249682 0.00244596 -5.08608e-05 0.000119019 0.000116589 -2.43003e-06 0.00871013
12857 13.1141 3.87103 -12.5298 -0.0015875 0.21866 2.86754 2.86747 -7.17385e-05 0.000256342 0.000154711 -0.00010163 3.05934e-06 1.84649e-06 -1.21285e-06 -0.000958495
12858 2.85117 -2.34231 -1.62567 -0.0147262 0.206779 0.589564 0.589561 -2.7265e-06 0.00495564 0.0049583 2.65021e-06 0.000286893 0.000287047 1.54349e-07 -0.00095963
12859 3.52651 -3.31061 1.21499 -0.0101431 0.216953 0.765089 0.765087 -1.69267e-06 0.00135929 0.00136272 3.42929e-06 6.07688e-05 6.09221e-05 1.53357e-07 -0.0105965
12860 5.83378 -5.19843 2.64752 -0.00547192 0.228818 1.33487 1.33489 1.74743e-05 0.00358054 0.00357232 -8.22171e-06 9.17195e-05 9.15078e-05 -2.11623e-07 -0.00921222
12861 14.3984 5.04261 13.4865 0.00363593 0.218312 3.14334 3.14324 -0.000101353 0.000869555 0.000832569 -3.69859e-05 9.46667e-06 9.06434e-06 -4.02331e-07 -0.00348628
12862 15.352 -8.29522 12.9179 -5.72124e-05 0.218961 3.36148 3.36148 -3.21239e-06 0.00010636 0.000105881 -4.78856e-07 1.08286e-06 1.07799e-06 -4.87421e-09 -0.00140153
12863 2.74757 -2.74286 -0.160734 -0.012758 0.224268 0.616191 0.616112 -7.91773e-05 0.00179285 0.00187172 7.88698e-05 9.9483e-05 0.000103868 4.38544e-06 0.00566806
12864 10.9867 -2.13394 10.7775 -0.00136658 0.218384 2.39933 2.39937 4.44681e-05 0.000249003 0.00026039 1.13868e-05 3.55166e-06 3.714e-06 1.62342e-07 0.00264009
12865 7.4643 7.24138 1.81061 -0.00820899 0.216508 1.61608 1.61499 -0.00109432 0.00217089 0.0026887 0.000517811 4.59531e-05 5.69467e-05 1.09936e-05 0.00793736
12866 4.78943 4.77426 0.380874 0.00739714 0.240657 1.15261 1.15199 -0.000615423 0.0149344 0.0152352 0.000300798 0.00044159 0.000450686 9.09592e-06 -0.0194669
12867 8.77986 -4.56201 -7.5016 -0.00151005 0.219797 1.92979 1.93196 0.00217095 6.66134e-05 6.64617e-05 -1.5169e-07 1.18135e-06 1.17733e-06 -4.01454e-09 -0.00064959
12868 7.91554 -2.19061 7.60638 0.0118977 0.218731 1.73137 1.73137 -7.60605e-06 0.00366474 0.00366075 -3.99494e-06 7.23911e-05 7.23126e-05 -7.85418e-08 -0.0106034
12869 13.9044 3.71568 13.3987 0.000352832 0.222405 3.0924 3.09227 -0.000131677 0.000526396 0.000446127 -8.02693e-05 5.82536e-06 4.93732e-06 -8.88049e-07 -0.0024627
12870 2.62952 0.353668 2.60562 0.0207458 0.210903 0.554572 0.554575 2.74475e-06 0.00486087 0.00485781 -3.05467e-06 0.000299127 0.000298938 -1.88878e-07 -0.00270461
12871 11.1434 6.71932 -8.88972 -0.0109918 0.215703 2.40367 2.40405 0.000373015 0.00555233 0.0056084 5.60654e-05 7.8996e-05 7.97807e-05 7.84698e-07 0.0116582
12872 2.49636 1.80255 -1.72703 0.0126196 0.207233 0.517328 0.517333 4.70763e-06 0.00372599 0.00372133 -4.6609e-06 0.00024592 0.000245611 -3.09174e-07 0.0214858
12873 3.12545 -2.04303 -2.36526 -0.00167649 0.204222 0.638285 0.638751 0.000465317 0.00479808 0.0043316 -0.00046648 0.000256642 0.000231577 -2.5065e-05 0.00863348
12874 12.5561 -4.56321 -11.6975 -0.00210865 0.218931 2.74891 2.74924 0.000327717 0.000270516 0.000267945 -2.57091e-06 3.36782e-06 3.33542e-06 -3.24034e-08 0.000474576
12875 2.57142 -2.11709 1.4595 0.0103884 0.220593 0.567238 0.567247 9.26931e-06 0.000900624 0.000891312 -9.31269e-06 5.43108e-05 5.37486e-05 -5.62177e-07 0.00882702
12876 2.1296 1.98139 -0.780581 -0.0167968 0.206438 0.439631 0.439631 -1.28909e-07 0.00423888 0.004239 1.19147e-07 0.000328957 0.000328967 9.26019e-09 -0.0255243
12877 4.35179 4.25869 0.89536 -0.0102878 0.203647 0.88623 0.886264 3.46431e-05 0.00850329 0.00848911 -1.41875e-05 0.000327359 0.000326802 -5.57244e-07 -0.0194975
12878 5.15282 -3.46996 3.80933 -0.0243421 0.218623 1.12653 1.12641 -0.000115669 0.00984239 0.00991594 7.35529e-05 0.000298169 0.000300422 2.25267e-06 -0.0223713
12879 5.18181 -4.36159 2.7978 0.00245202 0.222649 1.15372 1.15366 -6.85317e-05 0.00033699 0.000360022 2.30318e-05 9.99549e-06 1.06792e-05 6.83715e-07 0.00455292
12880 2.26682 1.51491 -1.68628 -0.0198616 0.220412 0.499635 0.499635 -6.29072e-07 0.0028874 0.00288807 6.77193e-07 0.000197411 0.000197458 4.64887e-08 0.0123511
12881 5.58364 5.06596 -2.348 -0.001072 0.229263 1.28012 1.27894 -0.00118683 0.0031898 0.00377098 0.000581177 8.52103e-05 0.000100814 1.56038e-05 0.00223918
12882 3.6812 1.7838 3.22014 0.0216708 0.225692 0.830818 0.830911 9.31513e-05 0.00649653 0.00640488 -9.16526e-05 0.000266937 0.000263151 -3.78596e-06 0.0116982
12883 7.44565 -6.6171 3.41346 -0.0144373 0.220872 1.64454 1.64336 -0.00118072 0.0050494 0.00561007 0.000560667 0.000104977 0.000116704 1.17271e-05 -0.0136813
12884 2.20476 2.1996 0.150696 0.00660272 0.210168 0.463369 0.463369 -1.19632e-07 0.00162597 0.0016261 1.2407e-07 0.000119956 0.000119965 9.15224e-09 -0.0145743
12885 10.3241 -1.54131 -10.2084 -0.0083429 0.218316 2.25392 2.25409 0.000172714 0.00248011 0.00248424 4.12959e-06 3.76451e-05 3.77049e-05 5.97717e-08 -0.00749172
12886 3.75722 1.8184 3.28787 -0.0172306 0.2231 0.838235 0.838186 -4.9257e-05 0.00387593 0.00392104 4.51119e-05 0.000158012 0.000159858 1.84571e-06 -0.00900231
12887 3.44296 -3.41672 0.424244 -0.00999877 0.209369 0.720849 0.720762 -8.65601e-05 0.00347856 0.00356612 8.75579e-05 0.000164895 0.000169059 4.16416e-06 -0.00863268
12888 4.19718 0.75047 4.12954 0.00863815 0.224597 0.942674 0.942621 -5.22379e-05 0.00160661 0.00163489 2.82715e-05 5.82963e-05 5.93249e-05 1.02855e-06 -0.008756
12889 2.32738 -1.55858 -1.72844 0.0122894 0.222033 0.516754 0.516753 -1.60537e-06 0.00120333 0.00120493 1.60237e-06 7.96351e-05 7.97413e-05 1.06225e-07 0.00362189
12890 8.47049 -6.02523 5.95364 0.00248712 0.217528 1.84257 1.84157 -0.00100399 0.000496798 0.000554421 5.76228e-05 9.22675e-06 1.03025e-05 1.0757e-06 -0.00096711
12891 8.64093 8.22703 2.64229 0.000520226 0.222865 1.92576 1.92567 -9.64371e-05 0.000467537 0.000478368 1.0831e-05 8.30826e-06 8.50114e-06 1.9288e-07 0.00392488
12892 9.91458 9.31773 3.38804 0.00312113 0.222566 2.20665 2.21326 0.00661289 0.000737029 0.000738413 1.384e-06 1.14297e-05 1.1417e-05 -1.27503e-08 -0.00473189
12893 4.29674 -3.4069 -2.61821 -0.00867902 0.219571 0.94344 0.943398 -4.20299e-05 0.00104368 0.00106463 2.09476e-05 3.78469e-05 3.86079e-05 7.61059e-07 0.00308793
12894 9.85735 -6.59035 -7.33039 0.00634753 0.226377 2.23148 2.22768 -0.00380024 0.00394224 0.00393449 -7.74851e-06 6.04271e-05 6.04112e-05 -1.58799e-08 0.00156199
12895 8.1024 6.77409 4.44528 -0.0110558 0.216432 1.75362 1.753 -0.000617822 0.00379005 0.00388877 9.87217e-05 7.39157e-05 7.58663e-05 1.95065e-06 -0.0118446
12896 7.87858 -5.43149 5.7071 0.00592834 0.22349 1.76078 1.76037 -0.000417907 0.0015279 0.00146801 -5.98901e-05 2.96891e-05 2.85324e-05 -1.15666e-06 0.00256404
12897 7.7634 -6.55888 4.15349 -0.00922421 0.21918 1.70158 1.70148 -0.000100904 0.00214955 0.0022039 5.43509e-05 4.32163e-05 4.43111e-05 1.09488e-06 -0.00913386
12898 2.31891 1.96783 1.22678 0.00453631 0.226444 0.525103 0.525105 1.86118e-06 0.000789289 0.000787404 -1.88501e-06 5.14175e-05 5.12945e-05 -1.22926e-07 -0.00944705
12899 2.26393 1.67147 -1.52695 0.00581847 0.218227 0.494051 0.494051 2.02825e-07 0.000289916 0.000289776 -1.40292e-07 2.00793e-05 2.00696e-05 -9.71896e-09 -0.000688514
12900 6.53294 -2.67034 5.96226 -0.00865851 0.219935 1.43682 1.4352 -0.00161649 0.00157446 0.00236117 0.00078671 3.74891e-05 5.62746e-05 1.87855e-05 -0.00134426
12901 4.68146 -3.7016 2.86605 0.00198377 0.216951 1.01565 1.01563 -1.39205e-05 0.000335602 0.00034431 8.70788e-06 1.13075e-05 1.1601e-05 2.93522e-07 0.00147769
12902 5.20557 -2.12687 -4.75125 -0.0027984 0.220902 1.14992 1.15002 0.000102197 0.000158868 0.000141981 -1.68864e-05 4.72802e-06 4.22511e-06 -5.02907e-07 0.00279788
12903 7.72949 -7.5075 -1.83916 0.00207434 0.222948 1.72328 1.72319 -8.04907e-05 0.000544054 0.000529867 -1.4187e-05 1.08037e-05 1.05225e-05 -2.81204e-07 -0.00400932
12904 4.31181 1.4151 -4.07299 0.00574078 0.211111 0.910272 0.910322 5.01296e-05 0.00257141 0.00253573 -3.56716e-05 9.65901e-05 9.52461e-05 -1.34397e-06 0.0118657
12905 15.2089 14.7648 3.64845 0.0011979 0.218877 3.32888 3.32887 -7.71297e-06 0.000192668 0.000192345 -3.2213e-07 1.98077e-06 1.97746e-06 -3.30709e-09 -0.00198849
12906 4.00172 1.01382 3.87116 0.0163583 0.222073 0.888673 0.888695 2.22226e-05 0.00359015 0.00358414 -6.01816e-06 0.000138081 0.000137846 -2.34602e-07 0.0133651
12907 2.34778 -1.187 2.02561 -0.0168878 0.201479 0.473028 0.473028 9.73296e-08 0.00688645 0.00688646 1.31395e-09 0.000495904 0.000495904 -5.33925e-11 -0.0260732
12908 4.55361 3.03243 3.39701 0.00636171 0.220085 1.00218 1.0022 1.53448e-05 0.000592886 0.00060277 9.88432e-06 2.02429e-05 2.058e-05 3.37101e-07 -0.00260174
12909 4.75843 3.85316 2.7921 0.0116134 0.228095 1.08537 1.0854 2.34503e-05 0.00419727 0.00420231 5.04682e-06 0.000132182 0.000132338 1.5588e-07 0.0149565
12910 3.79708 -1.50259 -3.48713 0.00221563 0.222739 0.845759 0.845763 3.78795e-06 0.000245314 0.000241558 -3.75552e-06 9.92578e-06 9.7738e-06 -1.51984e-07 0.000758397
12911 5.55422 -3.43703 -4.36304 -0.0114144 0.214126 1.1893 1.18942 0.000121847 0.00347701 0.00346065 -1.63541e-05 9.99615e-05 9.94816e-05 -4.79908e-07 0.0100434
12912 2.49225 1.64372 1.87336 -0.010521 0.214804 0.535345 0.535348 3.00847e-06 0.00129245 0.00128945 -2.99825e-06 8.25605e-05 8.23687e-05 -1.91844e-07 0.0128124
12913 6.49427 4.15202 4.99362 -0.00181146 0.232648 1.51088 1.50813 -0.00274735 0.00701545 0.00842419 0.00140873 0.000158673 0.000190825 3.21512e-05 -0.00746842
12914 12.822 8.41452 -9.67467 0.00310517 0.223569 2.8666 2.86676 0.000165518 0.00146527 0.00165149 0.000186223 1.74907e-05 1.97121e-05 2.22137e-06 0.00262491
12915 3.08117 -1.61521 2.62387 -0.0219967 0.215205 0.663083 0.66353 0.00044749 0.00514897 0.00470268 -0.000446291 0.000265089 0.000242002 -2.30871e-05 0.00666883
12916 10.0912 7.92472 6.24742 6.08665e-05 0.220205 2.22212 2.22573 0.00360739 2.84806e-06 2.85636e-06 8.30184e-09 4.38643e-08 4.39209e-08 5.65594e-11 -1.42424e-05
12917 3.87893 -3.60487 -1.43213 0.00202473 0.209843 0.813966 0.81395 -1.60434e-05 0.00254406 0.00256148 1.74218e-05 0.000106859 0.000107592 7.33141e-07 0.0145208
12918 8.87349 -2.59937 -8.48423 -0.00391689 0.223662 1.98466 1.98656 0.00190061 0.00121849 0.00120378 -1.47119e-05 2.10078e-05 2.07343e-05 -2.73447e-07 0.0056347
12919 14.6813 -1.34424 14.6197 -0.000620771 0.220299 3.23429 3.23431 1.58053e-05 2.66538e-05 2.96132e-05 2.95941e-06 2.82039e-07 3.13352e-07 3.13136e-08 -0.000712845
12920 6.12271 1.89973 -5.82053 -0.0142553 0.20138 1.23299 1.23078 -0.00221058 0.0165998 0.0176938 0.00109398 0.000458759 0.000489727 3.0968e-05 0.0144356
12921 6.52735 5.55482 -3.42785 -0.000781319 0.207783 1.35627 1.36199 0.00572231 0.00604995 0.00319107 -0.00285889 0.000152444 8.01239e-05 -7.23196e-05 -0.00169418
12922 11.2159 -11.0306 -2.03017 -0.00387348 0.220142 2.46908 2.46882 -0.000267458 0.000542718 0.000540045 -2.67391e-06 7.52208e-06 7.48584e-06 -3.62469e-08 -0.0034658
12923 4.29912 -4.2878 -0.311873 0.0145991 0.220875 0.94957 0.949628 5.81645e-05 0.00298102 0.00295348 -2.75401e-05 0.000107331 0.000106334 -9.97084e-07 0.00279067
12924 7.04467 6.85506 -1.62346 -0.000918446 0.224103 1.57873 1.57858 -0.000149617 0.000791395 0.00082451 3.31153e-05 1.71532e-05 1.78725e-05 7.19333e-07 0.000509263
12925 5.1067 5.0465 0.781833 0.00148835 0.223911 1.14345 1.14347 2.77135e-05 0.000545149 0.000524679 -2.04699e-05 1.63141e-05 1.57012e-05 -6.12871e-07 -0.00443832
12926 4.32784 -4.26135 -0.7557 -0.0208191 0.217282 0.940361 0.940366 4.67929e-06 0.0061716 0.006183 1.13985e-05 0.000224136 0.000224548 4.11981e-07 0.0097213
12927 12.3314 12.2387 -1.50919 -0.00268365 0.218618 2.69587 2.69591 4.18693e-05 0.000434441 0.000454865 2.04244e-05 5.51493e-06 5.7741e-06 2.5917e-07 -0.00279882
12928 5.20024 -3.5233 -3.82476 0.0124904 0.224306 1.16644 1.16586 -0.000586512 0.00328951 0.00359857 0.000309065 9.64275e-05 0.000105531 9.1038e-06 -0.0143911
12929 3.23937 -0.718985 3.15857 0.0147102 0.209953 0.680115 0.679889 -0.000226169 0.00419606 0.00442246 0.000226397 0.000210728 0.000222148 1.14196e-05 0.0169551
12930 5.64902 -0.69335 -5.60631 -0.00569451 0.219248 1.23854 1.23826 -0.000281124 0.000607346 0.000758223 0.000150877 1.67799e-05 2.09523e-05 4.17238e-06 -0.00538546
12931 2.53147 1.46306 2.06587 -0.023521 0.225642 0.571207 0.571179 -2.76373e-05 0.00515871 0.00518612 2.74074e-05 0.000308184 0.000309831 1.64751e-06 -0.0159347
12932 11.5037 10.853 3.81403 0.000368059 0.215234 2.47598 2.47577 -0.000214574 0.00166066 0.00161532 -4.53389e-05 2.29492e-05 2.23247e-05 -6.2449e-07 0.000732361
12933 10.7854 5.35208 9.36372 -0.00777851 0.21906 2.36264 2.36389 0.00124606 0.0021502 0.00215663 6.43037e-06 3.11375e-05 3.12141e-05 7.66344e-08 -0.00790109
12934 7.17415 7.16782 -0.301208 -0.0128413 0.225371 1.61684 1.61774 0.000891622 0.00525265 0.00479372 -0.000458926 0.000111067 0.000101316 -9.75044e-06 0.00414292
12935 9.01399 8.34874 -3.39861 -0.00685855 0.217542 1.96092 1.958 -0.00292582 0.00169556 0.00170214 6.58104e-06 2.95843e-05 2.97435e-05 1.59161e-07 0.0017394
12936 2.33175 -0.63446 2.24377 0.014478 0.206118 0.480615 0.480614 -6.70781e-07 0.00424998 0.00425057 5.96216e-07 0.000301772 0.000301814 4.26452e-08 0.012253
12937 3.6042 3.21231 -1.63444 0.0289243 0.233688 0.842261 0.842183 -7.76864e-05 0.0148991 0.0149815 8.23744e-05 0.000601956 0.000605321 3.36463e-06 0.01764
12938 3.92712 -2.82384 2.72914 -0.0171376 0.224732 0.88255 0.882527 -2.27752e-05 0.0043672 0.0043792 1.19992e-05 0.000169082 0.000169551 4.68195e-07 0.0144098
12939 12.3917 4.35858 11.5998 -0.00133365 0.217302 2.69273 2.69276 2.90196e-05 0.000645108 0.000693416 4.83076e-05 8.19855e-06 8.81233e-06 6.13786e-07 -0.00413714
12940 2.21466 -1.7444 -1.36447 -0.0234001 0.225484 0.49937 0.499371 1.24051e-06 0.00444282 0.00444167 -1.15451e-06 0.000303611 0.000303532 -7.94229e-08 0.0238263
12941 3.95322 3.41922 1.98416 0.00941302 0.225276 0.890566 0.890549 -1.63775e-05 0.00187276 0.00187904 6.28603e-06 7.19201e-05 7.21626e-05 2.42564e-07 0.0118694
12942 5.96843 -0.779965 -5.91725 -0.00230219 0.218152 1.30203 1.302 -2.70192e-05 0.000231123 0.000259094 2.79707e-05 6.07477e-06 6.81003e-06 7.35266e-07 0.00151945
12943 5.46554 5.37464 0.992678 0.0103108 0.226048 1.23548 1.23633 0.000858943 0.00323027 0.00277437 -0.000455898 8.94062e-05 7.67439e-05 -1.26623e-05 0.00911266
12944 3.11311 -2.33889 -2.05451 -0.0129338 0.212831 0.662565 0.662351 -0.000214027 0.00262871 0.00284235 0.000213639 0.000135608 0.000146662 1.10531e-05 -0.013299
12945 3.18173 -2.14657 2.34854 -0.0248258 0.225868 0.718651 0.718493 -0.000157433 0.00721099 0.00736935 0.000158363 0.000342293 0.000349862 7.56876e-06 0.0210509
12946 2.33612 -1.94616 -1.29225 0.000296474 0.212375 0.496133 0.496133 2.67433e-08 0.000853955 0.000853962 7.00304e-09 5.88742e-05 5.88747e-05 4.69154e-10 0.00945302
12947 2.26357 0.507183 2.20602 -0.00637797 0.214108 0.484649 0.484649 -1.61718e-07 0.000784527 0.00078465 1.22523e-07 5.53712e-05 5.53799e-05 8.65961e-09 -0.00749222
12948 4.21581 -2.52601 3.37525 -0.00382896 0.220062 0.927739 0.92774 3.75717e-07 0.000198831 0.00019888 4.81809e-08 7.33431e-06 7.33609e-06 1.77462e-09 0.000948301
12949 3.80328 -1.93379 -3.27497 -0.00829487 0.218702 0.831786 0.831799 1.35346e-05 0.000877452 0.000862577 -1.4875e-05 3.60906e-05 3.54784e-05 -6.12195e-07 0.00731777
12950 2.30274 -0.519919 -2.24328 -0.0190822 0.205974 0.474305 0.474305 -7.39223e-08 0.00532983 0.00532982 -7.17704e-09 0.000383185 0.000383185 -4.58685e-10 -0.0201055
12951 9.70417 9.63125 -1.18737 -0.00862532 0.217477 2.11043 2.11082 0.000385063 0.00268899 0.0026835 -5.4885e-06 4.35881e-05 4.34913e-05 -9.68628e-08 0.00041286
12952 3.78944 3.75402 0.516888 -0.00317016 0.213752 0.81 0.809979 -2.04241e-05 0.00105223 0.00106993 1.76935e-05 4.44401e-05 4.51882e-05 7.48084e-07 -0.00948454
12953 2.13323 1.89944 -0.970989 0.000670639 0.212419 0.45314 0.45314 7.97777e-08 0.000773324 0.000773229 -9.56446e-08 5.83741e-05 5.83669e-05 -7.22789e-09 -0.00380316
12954 7.32424 -2.34577 -6.93843 -0.00239525 0.219636 1.60867 1.60849 -0.000178316 0.000141072 0.000215659 7.45868e-05 3.00118e-06 4.58839e-06 1.58721e-06 -0.000371569
12955 7.17737 1.77299 -6.95494 -0.0033574 0.22596 1.6218 1.62228 0.000482499 0.00193622 0.0016757 -0.000260524 4.08433e-05 3.5339e-05 -5.50424e-06 0.000898053
12956 6.66932 -3.13386 5.88716 0.00388655 0.229357 1.52965 1.52831 -0.00134212 0.00420077 0.0048642 0.00066343 9.39031e-05 0.000108813 1.49103e-05 -0.00871869
12957 10.693 -10.2906 2.90588 0.0030044 0.221867 2.37243 2.37339 0.000964343 0.000553851 0.000541866 -1.19859e-05 7.9891e-06 7.81305e-06 -1.76054e-07 0.00193099
12958 2.73399 2.58639 0.886172 0.0042926 0.225611 0.616819 0.61686 4.09275e-05 0.000729019 0.000687842 -4.11771e-05 4.04339e-05 3.81484e-05 -2.28553e-06 0.00791364
12959 3.52612 2.37832 2.60329 0.00593502 0.229661 0.809812 0.809856 4.39254e-05 0.00259664 0.00255493 -4.17153e-05 0.000109624 0.000107859 -1.76518e-06 0.013779
12960 6.05538 -0.809528 -6.00103 -0.00812225 0.220876 1.33749 1.33534 -0.00214792 0.00131946 0.00235859 0.00103913 3.37518e-05 6.04145e-05 2.66627e-05 -0.00152262
12961 4.94038 -3.12921 3.82301 0.00860782 0.206883 1.02208 1.02208 -7.55575e-07 0.00636448 0.00636574 1.26604e-06 0.000212683 0.000212725 4.23812e-08 -0.000135285
12962 14.2094 6.40913 12.6819 0.000415786 0.22122 3.14341 3.14345 4.74521e-05 0.000144396 0.000190413 4.60169e-05 1.5721e-06 2.07306e-06 5.00962e-07 0.00146056
12963 4.45698 1.61446 4.1543 0.000275675 0.20236 0.901915 0.901879 -3.59902e-05 0.00846023 0.00849666 3.64298e-05 0.000320059 0.000321446 1.38677e-06 -0.00363594
12964 7.56611 5.41792 5.28131 -0.00618592 0.216381 1.63716 1.63622 -0.000943043 0.00154573 0.00200895 0.000463226 3.23027e-05 4.20035e-05 9.70085e-06 -0.00554241
12965 14.6861 2.4752 -14.476 -0.00285979 0.218052 3.20233 3.20227 -6.43192e-05 0.000738806 0.00072775 -1.10554e-05 7.89518e-06 7.7772e-06 -1.17977e-07 -0.00288112
12966 2.71145 0.9653 2.5338 0.00497635 0.216798 0.587836 0.587835 -1.3038e-06 0.000389727 0.000391317 1.59033e-06 2.26851e-05 2.27777e-05 9.26022e-08 -0.000705453
12967 3.34841 -2.07185 2.63045 -0.0068932 0.20594 0.689571 0.689718 0.000147071 0.00456066 0.00441453 -0.000146131 0.000225866 0.000218597 -7.26868e-06 0.0206671
12968 6.16768 -3.84767 4.82034 0.00183901 0.214624 1.32373 1.32393 0.000200626 0.00119289 0.00104317 -0.000149723 3.08322e-05 2.69592e-05 -3.87293e-06 -0.00473953
12969 3.76429 -1.71783 3.34947 0.000342309 0.206464 0.777191 0.777173 -1.76639e-05 0.00425916 0.00427405 1.48876e-05 0.000187222 0.00018788 6.57508e-07 0.0158695
12970 3.49326 -3.34077 -1.02083 -0.00266674 0.214605 0.74967 0.749655 -1.48869e-05 0.000720984 0.000737841 1.68569e-05 3.29042e-05 3.36739e-05 7.69731e-07 0.00732906
12971 3.36563 -1.66529 2.92477 0.00283125 0.217923 0.733448 0.733451 3.0556e-06 0.000178653 0.000176133 -2.51951e-06 8.33559e-06 8.21801e-06 -1.1758e-07 -0.00291875
12972 3.66431 -3.27201 -1.64958 0.0136019 0.224953 0.824297 0.824339 4.13137e-05 0.00281766 0.00276958 -4.80773e-05 0.000116857 0.00011486 -1.99749e-06 0.00920795
12973 4.34188 0.042804 4.34167 0.0127429 0.221972 0.963776 0.963763 -1.2972e-05 0.00239752 0.00241752 2.00049e-05 8.5068e-05 8.57784e-05 7.10389e-07 -0.00904813
12974 7.79305 -6.12414 4.81939 -0.00199717 0.222033 1.73031 1.73038 6.54423e-05 0.000309173 0.000309812 6.38934e-07 6.11479e-06 6.12719e-06 1.24043e-08 0.0023641
12975 6.38385 -5.17827 3.73351 0.00140545 0.231555 1.47821 1.48133 0.00312059 0.00571963 0.0041674 -0.00155223 0.000132256 9.61937e-05 -3.60627e-05 -0.0131608
12976 3.14579 1.08421 2.95304 0.00610453 0.214169 0.673729 0.673671 -5.86083e-05 0.00104269 0.00110271 6.00189e-05 5.29397e-05 5.59902e-05 3.05055e-06 0.00938314
12977 3.58142 3.58142 0.0068902 -0.00546617 0.227751 0.815673 0.815638 -3.53131e-05 0.00177279 0.00180719 3.44038e-05 7.43301e-05 7.57748e-05 1.44474e-06 -0.0077527
12978 8.97871 4.27112 -7.89778 -0.000512515 0.220793 1.98244 1.98102 -0.00142168 4.39907e-05 4.81516e-05 4.16088e-06 7.59431e-07 8.31858e-07 7.24272e-08 0.000709298
12979 5.57241 5.11014 -2.22221 -0.0104703 0.210175 1.17118 1.17187 0.000690408 0.00523762 0.00492924 -0.000308383 0.000152831 0.00014376 -9.07085e-06 -0.00322925
12980 7.78108 1.9349 -7.53666 -0.01464 0.219717 1.70963 1.7097 6.32311e-05 0.00536279 0.00545868 9.58904e-05 0.000107245 0.000109157 1.9116e-06 -0.00451056
12981 2.27231 -1.90058 -1.24547 0.0261742 0.22237 0.505294 0.505295 7.2576e-07 0.00515706 0.00515631 -7.45964e-07 0.000348141 0.000348091 -5.06773e-08 0.0240971
12982 2.05996 -1.85594 0.89383 0.0149721 0.19893 0.409788 0.409789 4.03462e-07 0.00687776 0.00687736 -4.05267e-07 0.000571302 0.000571268 -3.4075e-08 -0.0224826
12983 12.3538 0.898401 12.3211 0.00500616 0.220016 2.71804 2.71774 -0.00029149 0.000995324 0.000976357 -1.8967e-05 1.25311e-05 1.22936e-05 -2.37447e-07 0.00484095
12984 6.06958 4.29498 -4.2887 -0.00218198 0.211101 1.28129 1.28017 -0.00112424 0.00309761 0.00367353 0.000575914 8.2674e-05 9.81166e-05 1.54426e-05 -0.00094087
12985 18.3855 -0.811383 -18.3676 -0.000659388 0.219966 4.04419 4.04419 -1.22677e-06 2.5826e-05 2.58027e-05 -2.33359e-08 2.18552e-07 2.18355e-07 -1.97413e-10 0.000637983
12986 3.08335 2.98329 -0.779094 0.0260904 0.20751 0.639825 0.639728 -9.6797e-05 0.00938142 0.00947637 9.49486e-05 0.000499438 0.000504545 5.10667e-06 -0.0228469
