# id  R  x  y  vR  vphi  Lz0  Lz_end  dLz  JR0  JR_end  dJR  eR0  eR_end  deR  vR_end
4349 8.99473 -8.58462 2.68506 0.00912435 0.224912 2.02302 2.02304 1.6023e-05 0.00387881 0.00382279 -5.60169e-05 6.5578e-05 6.4631e-05 -9.46994e-07 0.00265133
4350 3.70815 -2.62353 -2.62059 0.00310492 0.202807 0.752039 0.75204 3.38661e-07 0.00680108 0.00680033 -7.51518e-07 0.000308601 0.000308567 -3.41393e-08 0.00207231
4351 3.84649 -3.18891 -2.1509 -0.00359334 0.214193 0.823892 0.823886 -5.94892e-06 0.00097487 0.000985365 1.04953e-05 4.048e-05 4.09159e-05 4.35928e-07 -0.00630927
4352 3.79025 3.48449 -1.4914 -0.00758763 0.241775 0.916386 0.916437 5.11935e-05 0.0131373 0.0130838 -5.35402e-05 0.00048837 0.000486361 -2.00824e-06 -0.0267313
4353 4.68236 -1.10654 4.54973 0.00351189 0.224917 1.05314 1.05314 2.47034e-06 0.000928548 0.000925163 -3.3851e-06 3.01664e-05 3.00564e-05 -1.10015e-07 -0.00774907
4354 6.59663 3.1172 5.81365 0.000930434 0.212908 1.40447 1.40056 -0.00391681 0.00210557 0.00409729 0.00199172 5.12832e-05 0.000100026 4.87431e-05 0.0106548
4355 6.8812 -5.43409 -4.22156 0.00212134 0.216526 1.48996 1.48749 -0.00246493 0.000626257 0.00188169 0.00125543 1.4383e-05 4.32758e-05 2.88928e-05 -0.00376118
4356 2.69817 -0.653794 2.61776 0.00224202 0.233454 0.629898 0.630058 0.000159304 0.00331849 0.00315896 -0.00015953 0.000179995 0.000171313 -8.68214e-06 0.0176384
4357 4.86788 -3.69777 3.16587 0.000500861 0.229791 1.11859 1.11859 -6.0193e-06 0.00309515 0.00308336 -1.17893e-05 9.46128e-05 9.42533e-05 -3.59551e-07 -0.00837217
4358 5.55088 5.52895 -0.49291 -0.0141402 0.226796 1.25892 1.25698 -0.00193972 0.00536668 0.00634306 0.000976376 0.000145693 0.000172422 2.67285e-05 0.00242498
4359 8.48227 5.82447 6.1664 0.00387305 0.212659 1.80383 1.80325 -0.000578703 0.00327002 0.00315802 -0.000111993 6.20054e-05 5.99022e-05 -2.10319e-06 -0.00646773
4360 3.49814 -3.22516 -1.35475 -0.00259123 0.224694 0.786012 0.786013 7.74505e-07 0.000579741 0.000579067 -6.73784e-07 2.52366e-05 2.52073e-05 -2.93502e-08 0.00691437
4361 6.42166 5.11637 -3.88078 0.0019733 0.215461 1.38362 1.38112 -0.00249968 0.000917653 0.00207099 0.00115334 2.26934e-05 5.12941e-05 2.86007e-05 -0.00901808
4362 5.86288 -4.56247 3.68201 0.00246724 0.218478 1.28091 1.28113 0.000222823 0.000200826 9.02082e-05 -0.000110618 5.36549e-06 2.40975e-06 -2.95574e-06 -0.000804574
4363 4.22153 4.18825 -0.529064 -0.00596424 0.213557 0.901538 0.901549 1.12786e-05 0.00157386 0.00156756 -6.30002e-06 5.97127e-05 5.94731e-05 -2.39633e-07 -0.00385529
4364 8.93139 8.39126 3.05884 0.00353528 0.216606 1.93459 1.93191 -0.00268611 0.00100796 0.00100682 -1.13917e-06 1.78283e-05 1.78329e-05 4.61056e-09 -0.00215838
4365 6.08251 2.48949 -5.54972 0.00466795 0.216207 1.31508 1.31554 0.000453908 0.000974922 0.000743867 -0.000231055 2.53655e-05 1.93483e-05 -6.01715e-06 -0.00617619
4366 19.9207 -15.4073 12.6273 -0.00149551 0.22216 4.42558 4.42558 5.40938e-06 0.000746007 0.00074626 2.5349e-07 5.76872e-06 5.77067e-06 1.95301e-09 0.00338772
4367 16.0261 -3.84899 15.557 0.00185817 0.220074 3.52692 3.52693 6.03732e-06 0.00017848 0.000180265 1.78492e-06 1.73187e-06 1.74919e-06 1.73166e-08 -0.00168977
4368 2.10993 -1.96436 0.770123 -0.0050826 0.206559 0.435825 0.435824 -4.36682e-07 0.00251892 0.00251933 4.17779e-07 0.000197433 0.000197466 3.2881e-08 0.00790132
4369 14.7506 14.6269 1.90652 -0.00178857 0.223583 3.29799 3.29801 2.12881e-05 0.00138481 0.00139408 9.27009e-06 1.43685e-05 1.44646e-05 9.60781e-08 0.00135951
4370 2.47696 -1.33388 2.08713 -0.00210239 0.222366 0.550792 0.550792 -1.30503e-07 0.000125349 0.000125407 5.85379e-08 7.78807e-06 7.79171e-06 3.63761e-09 -0.00384124
4371 6.03238 2.98602 -5.2415 0.00221781 0.226896 1.36872 1.369 0.00027455 0.00198174 0.00188741 -9.43232e-05 4.95287e-05 4.71629e-05 -2.36578e-06 -0.00648356
4372 5.70565 0.708535 5.66148 0.00993861 0.210753 1.20248 1.2024 -8.06967e-05 0.00478926 0.00481265 2.33888e-05 0.000136132 0.000136805 6.73122e-07 -0.00657512
4373 4.22821 -2.00018 3.72519 -0.00145116 0.200903 0.84946 0.849457 -3.19184e-06 0.00939184 0.00939233 4.87611e-07 0.000377039 0.00037706 2.0892e-08 0.0259333
4374 5.52888 2.65565 -4.84933 0.00093696 0.218305 1.20698 1.207 1.95045e-05 0.000117069 0.000115933 -1.13586e-06 3.31939e-06 3.28713e-06 -3.22585e-08 -0.000966577
4375 11.5011 0.189397 -11.4996 0.00265557 0.220038 2.53069 2.52988 -0.000808823 0.000260848 0.000260936 8.86184e-08 3.52747e-06 3.5298e-06 2.32646e-09 -0.00263632
4376 3.91134 2.90891 2.61473 -0.00350538 0.220835 0.86376 0.863766 5.47351e-06 0.000172647 0.000174861 2.21427e-06 6.84019e-06 6.92787e-06 8.76786e-08 -0.00294461
4377 4.03114 3.06325 -2.62041 0.00758863 0.227503 0.917095 0.917101 6.06964e-06 0.0022652 0.00225896 -6.24136e-06 8.44646e-05 8.42315e-05 -2.33099e-07 0.00779777
4378 4.18253 2.5574 -3.30957 0.0116261 0.223573 0.935101 0.935073 -2.77799e-05 0.00219519 0.00220197 6.778e-06 8.02811e-05 8.05312e-05 2.50084e-07 0.0104905
4379 3.97347 -3.91221 0.695043 0.015002 0.20653 0.820641 0.820741 9.98329e-05 0.00716226 0.00706634 -9.59176e-05 0.000297853 0.000293839 -4.01343e-06 0.0150981
4380 4.62577 -0.509358 -4.59764 0.00711769 0.23301 1.07785 1.07798 0.000126937 0.00603876 0.00597763 -6.11316e-05 0.000191396 0.000189439 -1.95634e-06 0.0103373
4381 7.59707 0.573128 -7.57542 0.00275135 0.218922 1.66317 1.66327 0.00010563 0.000240513 0.000185946 -5.45675e-05 4.94895e-06 3.82594e-06 -1.12302e-06 0.00189422
4382 9.12384 9.05289 1.13567 0.000342201 0.222613 2.03109 2.03201 0.000924242 0.000407118 0.000402699 -4.41889e-06 6.85953e-06 6.78199e-06 -7.7535e-08 -0.00333598
4383 9.54748 -3.93722 8.69786 0.0024084 0.22401 2.13873 2.15006 0.011331 0.00118031 0.00117145 -8.85764e-06 1.88839e-05 1.86435e-05 -2.40445e-07 0.00153075
4384 4.07527 -4.05159 -0.438726 -0.0102816 0.218175 0.889123 0.889145 2.19648e-05 0.00146071 0.00144547 -1.52398e-05 5.61955e-05 5.56082e-05 -5.87359e-07 -0.00563642
4385 5.26988 -2.68343 4.5355 0.0204905 0.21954 1.15695 1.1562 -0.000747491 0.00711805 0.00749573 0.000377686 0.000210142 0.000221412 1.12696e-05 0.0171978
4386 2.11141 0.246708 2.09694 0.000940498 0.217979 0.460241 0.460241 -2.44475e-08 6.10468e-05 6.10552e-05 8.39032e-09 4.5393e-06 4.53993e-06 6.23037e-10 -0.00294055
4387 3.01678 3.01414 0.126186 -0.00548777 0.221691 0.668793 0.668768 -2.46751e-05 0.00035005 0.000375259 2.52086e-05 1.791e-05 1.92003e-05 1.29025e-06 0.00617395
4388 2.85125 0.425066 2.81938 -0.00937178 0.222682 0.63492 0.63497 4.9415e-05 0.000948077 0.000898251 -4.98257e-05 5.10793e-05 4.83923e-05 -2.68697e-06 -0.00100341
4389 3.07354 1.09555 2.87166 0.0176812 0.231263 0.710797 0.710722 -7.50033e-05 0.00585336 0.00592824 7.48791e-05 0.000281083 0.000284699 3.61603e-06 0.0182515
4390 2.58566 -2.34684 -1.08533 -0.0150247 0.202152 0.522695 0.522684 -1.1081e-05 0.00675729 0.00676842 1.11293e-05 0.000440597 0.000441329 7.31971e-07 -0.0126405
4391 8.8416 3.33893 -8.18691 0.00328055 0.211333 1.86852 1.86878 0.000253298 0.00445387 0.00443695 -1.69178e-05 8.15144e-05 8.1194e-05 -3.20388e-07 -0.0044791
4392 3.78576 -0.193312 3.78082 0.0107184 0.231749 0.877346 0.877344 -1.62116e-06 0.00495973 0.0049584 -1.32598e-06 0.000193118 0.000193067 -5.11772e-08 -0.00800796
4393 4.90246 4.71785 -1.33268 -0.00786101 0.224267 1.09946 1.09936 -9.63463e-05 0.00157452 0.00161623 4.171e-05 4.8989e-05 5.02905e-05 1.30153e-06 0.00765271
4394 10.071 -2.02709 -9.86491 0.00314952 0.220532 2.22098 2.22029 -0.000697852 0.000340234 0.000339469 -7.64925e-07 5.24253e-06 5.23239e-06 -1.01419e-08 -0.00323273
4395 4.56379 3.61342 -2.78771 -0.0153964 0.225081 1.02722 1.02716 -6.06235e-05 0.0043324 0.00435736 2.49658e-05 0.000144146 0.000144984 8.38057e-07 -0.0161814
4396 7.77107 1.89107 -7.53746 -0.00511392 0.216807 1.68482 1.68482 -1.72979e-07 0.00114834 0.00114131 -7.02488e-06 2.33212e-05 2.31786e-05 -1.42632e-07 -0.00250293
4397 13.3018 10.5706 8.07467 0.0005524 0.215691 2.86908 2.8683 -0.000782607 0.00157994 0.00127262 -0.000307325 1.88431e-05 1.51825e-05 -3.66062e-06 0.00113498
4398 5.05723 -4.42675 2.44529 0.0114274 0.228921 1.15771 1.15834 0.000639114 0.00487212 0.00453963 -0.000332492 0.000143833 0.000133956 -9.8771e-06 0.0022946
4399 3.59272 3.42657 1.07994 0.00601203 0.224861 0.807863 0.80786 -3.03678e-06 0.000980718 0.000989194 8.47641e-06 4.15304e-05 4.18893e-05 3.58967e-07 0.00104758
4400 5.61389 -4.15756 3.77232 0.00240777 0.220108 1.23566 1.23546 -0.000198369 0.000105081 0.000233715 0.000128634 2.91034e-06 6.47382e-06 3.56348e-06 0.00325358
4401 4.41797 3.53787 2.64612 -0.00859439 0.213992 0.945411 0.945368 -4.21652e-05 0.00202801 0.00205158 2.35697e-05 7.33633e-05 7.42186e-05 8.55342e-07 0.010911
4402 5.79521 5.15937 2.6392 -0.0140318 0.219763 1.27357 1.27193 -0.00163917 0.00366896 0.00447656 0.000807598 9.85019e-05 0.000120314 2.18119e-05 0.00372412
4403 5.36676 5.30194 -0.831622 -0.00105361 0.227344 1.2201 1.21983 -0.000271701 0.00192268 0.00205757 0.000134891 5.39039e-05 5.76964e-05 3.79256e-06 -0.00549232
4404 8.09414 -6.63095 -4.64172 0.000479149 0.226705 1.83498 1.83418 -0.000805974 0.00239368 0.00227845 -0.000115227 4.46253e-05 4.24966e-05 -2.12864e-06 -0.00804944
4405 2.45397 1.71846 1.75181 0.0197626 0.231648 0.568456 0.568433 -2.28649e-05 0.00547591 0.00549855 2.26396e-05 0.000328653 0.000330021 1.36778e-06 0.0191102
4406 11.6044 -0.999535 -11.5613 0.012233 0.224271 2.60254 2.60271 0.000176669 0.00707441 0.00725874 0.000184331 9.29482e-05 9.53614e-05 2.41321e-06 0.00534473
4407 9.05504 7.10594 -5.61244 -0.00431638 0.214115 1.93882 1.94005 0.00123168 0.00250865 0.00250629 -2.35938e-06 4.42639e-05 4.41943e-05 -6.96767e-08 -0.00689085
4408 2.71897 2.60205 -0.788746 0.00583271 0.20837 0.566551 0.566546 -4.88825e-06 0.00256551 0.00257044 4.92554e-06 0.000154749 0.000155047 2.97985e-07 0.016112
4409 10.0152 -9.92737 1.3238 -0.0104981 0.217187 2.17518 2.18649 0.0113096 0.00400981 0.00401094 1.1297e-06 6.30521e-05 6.27438e-05 -3.0828e-07 -0.00892766
4410 4.34945 0.259047 4.34173 -0.0108716 0.21855 0.950573 0.950552 -2.10339e-05 0.0017009 0.00171496 1.40628e-05 6.1203e-05 6.17101e-05 5.07089e-07 -0.00255385
4411 4.46224 3.34236 -2.95639 -0.000644243 0.220094 0.982113 0.982104 -9.07747e-06 6.2088e-06 6.3844e-06 1.75603e-07 2.16359e-07 2.22481e-07 6.12131e-09 0.000666596
4412 3.97353 1.6419 -3.61844 -0.00579833 0.210276 0.835538 0.835542 3.79541e-06 0.00275701 0.00275158 -5.42923e-06 0.000112807 0.000112585 -2.22423e-07 -0.00970809
4413 5.86547 -5.80588 -0.833953 0.0081455 0.208481 1.22284 1.22339 0.000548654 0.00602205 0.00576907 -0.000252981 0.000168273 0.000161142 -7.13039e-06 -0.0173692
4414 13.0819 -13.067 -0.623855 0.000933591 0.222466 2.91027 2.9105 0.000226639 0.000552294 0.000744761 0.000192467 6.49442e-06 8.75676e-06 2.26234e-06 -0.00415522
4415 4.80043 -3.80914 2.92141 -0.000388592 0.220697 1.05944 1.05944 9.86206e-07 1.73603e-05 1.68929e-05 -4.67365e-07 5.60799e-07 5.45701e-07 -1.5098e-08 0.000831533
4416 2.82411 -2.82187 0.112506 -0.00888847 0.225775 0.637614 0.637737 0.000123515 0.0013529 0.00122997 -0.000122925 7.25669e-05 6.59647e-05 -6.60214e-06 0.010802
4417 4.03032 -2.93043 2.76696 -0.00890217 0.22655 0.913069 0.913058 -1.11577e-05 0.00219234 0.00220404 1.16938e-05 8.21103e-05 8.2549e-05 4.38639e-07 0.00391502
4418 4.42797 -1.67747 4.09793 -0.00897392 0.228284 1.01084 1.0109 6.28938e-05 0.00319469 0.00317137 -2.33256e-05 0.000108053 0.000107258 -7.94799e-07 -0.0126336
4419 9.0536 -1.58837 8.91318 -0.00359032 0.22542 2.04086 2.04101 0.000150045 0.00212272 0.00213086 8.13324e-06 3.55847e-05 3.57184e-05 1.33672e-07 -0.0049911
4420 9.59849 -4.37929 8.54125 -0.00340417 0.220001 2.11168 2.10527 -0.0064057 0.000357531 0.000362652 5.12074e-06 5.79419e-06 5.89505e-06 1.00864e-07 -0.00159862
4421 6.70682 -4.51315 -4.96113 -0.00829095 0.212853 1.42757 1.42854 0.000971142 0.00359088 0.00309871 -0.000492172 8.60165e-05 7.41848e-05 -1.18317e-05 -0.0118582
4422 2.78671 -1.81199 2.11718 -0.00298195 0.222414 0.619804 0.61979 -1.30692e-05 0.000185689 0.000198852 1.31634e-05 1.02523e-05 1.09792e-05 7.26932e-07 -0.00468588
4423 11.7835 -4.0099 11.0803 0.00228449 0.218003 2.56885 2.56989 0.00103414 0.000496148 0.000501657 5.50894e-06 6.60961e-06 6.6803e-06 7.06954e-08 -0.00177284
4424 3.50494 -2.07627 -2.82377 0.00203238 0.219175 0.768194 0.768194 -4.5284e-07 6.16557e-05 6.14389e-05 -2.16725e-07 2.74676e-06 2.73711e-06 -9.65333e-09 0.00232929
4425 11.8904 -3.23231 11.4426 0.00372755 0.219638 2.61158 2.61088 -0.000701143 0.00054018 0.000511782 -2.83979e-05 7.07843e-06 6.70813e-06 -3.70297e-07 0.0025109
4426 4.58856 4.08537 2.08917 -0.00102091 0.219369 1.00659 1.00655 -3.30065e-05 2.70494e-05 2.99727e-05 2.92336e-06 9.19671e-07 1.0191e-06 9.94257e-08 -0.00142765
4427 10.8061 -10.4662 2.68904 -0.00266987 0.216392 2.33836 2.33514 -0.00322132 0.00113805 0.00113203 -6.02132e-06 1.66538e-05 1.65886e-05 -6.52509e-08 -0.00376765
4428 3.50405 0.0955209 -3.50275 0.0146627 0.209954 0.73569 0.735671 -1.82806e-05 0.00452344 0.00454042 1.69758e-05 0.00021001 0.000210802 7.91796e-07 0.0134415
4429 6.21362 6.17161 0.721341 0.0101419 0.231574 1.43891 1.42531 -0.0135999 0.00771274 0.0145559 0.00684314 0.000183126 0.000348357 0.000165231 -0.0146552
4430 7.18704 -1.71554 -6.97929 -0.00330097 0.220875 1.58744 1.58725 -0.000188895 0.000288191 0.000329737 4.15463e-05 6.21281e-06 7.10925e-06 8.9644e-07 0.00318858
4431 10.8793 1.30199 10.8012 -0.00168997 0.217457 2.3658 2.36814 0.00234269 0.000547525 0.000546314 -1.2118e-06 7.91998e-06 7.89464e-06 -2.53443e-08 -0.00190563
4432 5.78935 -0.0854916 5.78872 -0.00556251 0.225491 1.30545 1.30546 1.29036e-05 0.00173156 0.0017334 1.83835e-06 4.53756e-05 4.54233e-05 4.77045e-08 -0.00492603
4433 3.1439 3.14356 0.0461142 -0.00211709 0.235033 0.73892 0.739042 0.000122429 0.00483217 0.00470897 -0.000123197 0.000223335 0.000217617 -5.71822e-06 0.0123404
4434 5.42362 -0.233258 -5.4186 0.006264 0.219525 1.19062 1.19077 0.000152294 0.000690506 0.000590868 -9.96381e-05 1.98446e-05 1.69794e-05 -2.86524e-06 -0.000427323
4435 3.62098 1.61454 -3.2411 -0.00789078 0.228734 0.82824 0.828213 -2.69789e-05 0.00257838 0.00261055 3.21743e-05 0.000106435 0.000107765 1.3303e-06 -0.00397611
4436 2.18099 2.15187 -0.355227 -0.00740043 0.21456 0.467954 0.467954 -2.45135e-09 0.000782881 0.0007829 1.86501e-08 5.72253e-05 5.72267e-05 1.36444e-09 -0.00656317
4437 4.57193 -3.59251 2.82779 -0.00742304 0.220043 1.00602 1.00601 -9.87875e-06 0.000810126 0.000811877 1.75115e-06 2.75526e-05 2.76124e-05 5.98134e-08 -0.00546093
4438 3.58672 -1.10201 -3.41323 -0.00933887 0.226274 0.811582 0.811549 -3.23334e-05 0.00196039 0.00199184 3.14495e-05 8.2604e-05 8.39314e-05 1.32746e-06 -0.0087572
4439 2.92089 -1.35301 -2.58862 0.0114087 0.221231 0.646191 0.646059 -0.000132554 0.00125813 0.00138986 0.000131733 6.65918e-05 7.35745e-05 6.98276e-06 0.00670806
4440 8.71842 1.18798 8.63711 -0.00431786 0.216312 1.8859 1.88537 -0.000528961 0.0012677 0.00121152 -5.61746e-05 2.30003e-05 2.19875e-05 -1.01282e-06 0.000564877
4441 6.78904 -4.98982 4.60355 -0.00331141 0.224738 1.52575 1.52654 0.000790308 0.00123848 0.000847202 -0.000391274 2.77728e-05 1.89902e-05 -8.78255e-06 -0.0026388
4442 4.50778 -0.218186 -4.50249 -0.00149912 0.203755 0.918481 0.918483 1.61326e-06 0.00731595 0.00732308 7.13022e-06 0.000271902 0.000272165 2.6384e-07 -0.0012339
4443 8.81667 -6.21885 6.24976 -0.00115546 0.215414 1.89923 1.89811 -0.00112631 0.00121266 0.00123857 2.59153e-05 2.18474e-05 2.23274e-05 4.80033e-07 0.00649462
4444 10.3263 1.02782 10.275 -0.00803573 0.212426 2.19357 2.19393 0.000363682 0.00579447 0.00579482 3.48229e-07 9.03277e-05 9.03182e-05 -9.5378e-09 0.00905164
4445 5.18273 0.376553 -5.16904 0.00563591 0.212547 1.10158 1.10169 0.00011339 0.0023214 0.00226064 -6.07574e-05 7.20726e-05 7.01803e-05 -1.8923e-06 -0.011578
4446 6.37378 6.08364 1.90116 0.00133039 0.224675 1.43203 1.43365 0.00162434 0.000945358 0.000134754 -0.000810604 2.25882e-05 3.21672e-06 -1.93715e-05 0.00115695
4447 3.12876 -0.481859 3.09143 -0.00509615 0.229649 0.718516 0.718556 3.9432e-05 0.00220179 0.00216286 -3.89298e-05 0.000104771 0.000102914 -1.85629e-06 -0.00809712
4448 2.93093 0.815543 -2.81518 -0.0160092 0.221006 0.647753 0.647666 -8.74854e-05 0.00244755 0.00253512 8.75759e-05 0.000129158 0.000133791 4.63361e-06 -0.0137772
4449 4.76756 -4.15198 -2.34322 -0.00209421 0.227414 1.08421 1.08412 -8.7669e-05 0.00179271 0.00183846 4.57489e-05 5.6558e-05 5.80052e-05 1.44722e-06 0.0091986
4450 13.8701 2.07634 13.7138 0.00159031 0.219355 3.04247 3.04235 -0.000124416 0.000149439 9.45846e-05 -5.48547e-05 1.68098e-06 1.06399e-06 -6.16986e-07 0.00143139
4451 5.02159 -4.88657 -1.15663 -0.00577569 0.225399 1.13186 1.13184 -2.18895e-05 0.00150856 0.00147671 -3.18501e-05 4.55944e-05 4.4633e-05 -9.61362e-07 -0.000886489
4452 2.69126 -0.474487 -2.6491 -0.0102478 0.225952 0.608095 0.608068 -2.71052e-05 0.00155817 0.00158547 2.73072e-05 8.76219e-05 8.91601e-05 1.53826e-06 0.0125134
4453 4.83688 -1.81649 4.48283 -0.00839854 0.220832 1.06814 1.06812 -2.06546e-05 0.00112267 0.00113412 1.14457e-05 3.59591e-05 3.63263e-05 3.6718e-07 -0.00845548
4454 6.0246 1.67082 5.78828 -0.00607257 0.216486 1.30424 1.30432 7.44359e-05 0.00117611 0.0011635 -1.26115e-05 3.08528e-05 3.05203e-05 -3.3248e-07 0.00517447
4455 5.50317 3.32003 -4.38888 0.00959465 0.218873 1.2045 1.20458 8.00825e-05 0.00166548 0.00165663 -8.85284e-06 4.7301e-05 4.70465e-05 -2.54441e-07 0.00313856
4456 3.76606 -0.572907 3.72222 0.015221 0.209835 0.790249 0.790215 -3.41486e-05 0.00510942 0.00514495 3.5535e-05 0.000220815 0.000222357 1.5421e-06 -0.000415571
4457 3.33742 3.29921 -0.503542 0.0333754 0.198302 0.661816 0.66083 -0.000986453 0.0203992 0.0213839 0.000984652 0.00104448 0.001096 5.15135e-05 0.017552
4458 3.55003 -2.13756 2.83435 -0.0149429 0.211864 0.752123 0.752024 -9.94671e-05 0.00393339 0.00403421 0.000100823 0.000178679 0.000183275 4.59625e-06 -0.0173122
4459 3.11656 -0.144343 -3.11321 0.00774673 0.223965 0.697999 0.698015 1.56231e-05 0.000931108 0.00091492 -1.61884e-05 4.56339e-05 4.48399e-05 -7.94065e-07 0.00633781
4460 10.959 1.37572 10.8723 0.00127428 0.215573 2.36246 2.36478 0.00231638 0.0014184 0.00141632 -2.07324e-06 2.05437e-05 2.04936e-05 -5.01124e-08 -0.000223234
4461 2.93427 -2.59943 -1.36121 -0.0332403 0.221089 0.648734 0.647866 -0.000868123 0.0105498 0.0114179 0.000868088 0.000553643 0.000599739 4.60967e-05 -0.0259302
4462 3.499 3.4042 -0.808937 0.0057232 0.217718 0.761794 0.761801 7.19629e-06 0.000480965 0.000476481 -4.48397e-06 2.16032e-05 2.14016e-05 -2.01565e-07 -0.00632165
4463 6.36926 -6.19927 1.46169 -0.00397143 0.217421 1.38481 1.38098 -0.00383258 0.000589371 0.00254544 0.00195607 1.45636e-05 6.30445e-05 4.84809e-05 -0.00806209
4464 5.15088 -3.97798 -3.2722 0.0124744 0.214697 1.10588 1.10591 2.60256e-05 0.00343371 0.00342496 -8.75294e-06 0.000106157 0.000105884 -2.72822e-07 0.00181943
4465 3.88619 1.39285 -3.62801 0.0032643 0.215362 0.836938 0.836949 1.11481e-05 0.000660262 0.000649819 -1.0443e-05 2.69925e-05 2.65653e-05 -4.2717e-07 0.00124367
4466 7.62827 -7.12466 2.72576 -0.00169699 0.2193 1.67288 1.67291 2.53831e-05 9.43608e-05 4.02384e-05 -5.41224e-05 1.93041e-06 8.23182e-07 -1.10723e-06 0.0012146
4467 4.12327 -1.30321 3.9119 0.0370316 0.239296 0.986681 0.986728 4.7221e-05 0.0305098 0.0304644 -4.53516e-05 0.00104779 0.0010462 -1.59174e-06 0.0450845
4468 9.35854 -3.02095 -8.85754 -0.0063207 0.220698 2.06541 2.07045 0.00504193 0.00123514 0.0012287 -6.43479e-06 2.04623e-05 2.03062e-05 -1.56144e-07 0.00417128
4469 6.54662 1.45746 -6.38232 0.00121287 0.226053 1.47988 1.4778 -0.00207961 0.00160243 0.00272484 0.00112241 3.70451e-05 6.30661e-05 2.6021e-05 -0.00725343
4470 4.00204 -3.41317 2.08964 0.0161209 0.220808 0.883682 0.883663 -1.98039e-05 0.00337618 0.003383 6.81921e-06 0.000130594 0.00013086 2.66377e-07 -0.0153338
4471 2.25245 -2.0448 -0.944646 -0.00285261 0.22921 0.516286 0.516286 6.75029e-07 0.00132478 0.00132411 -6.6649e-07 8.77451e-05 8.77008e-05 -4.42389e-08 0.0124513
4472 4.04031 3.75622 -1.48827 0.00132056 0.225462 0.910937 0.910957 1.9864e-05 0.000811065 0.000803858 -7.20717e-06 3.0463e-05 3.01917e-05 -2.71279e-07 -0.00764855
4473 5.6784 -1.68334 -5.42315 0.0119037 0.226605 1.28675 1.28779 0.00103711 0.00429261 0.00376564 -0.000526973 0.000114048 9.998e-05 -1.40681e-05 0.0104771
4474 2.39609 0.793305 2.26095 -0.014147 0.218933 0.524582 0.524586 3.62155e-06 0.00155281 0.00154925 -3.56466e-06 0.000101209 0.000100976 -2.328e-07 0.00923097
4475 5.29008 3.9381 3.53218 -0.0120543 0.216586 1.14576 1.1459 0.000140616 0.0028268 0.00278511 -4.16887e-05 8.43695e-05 8.3116e-05 -1.25347e-06 0.0114694
4476 2.50785 -2.37005 -0.819862 0.0128989 0.22613 0.5671 0.567092 -7.80583e-06 0.00199776 0.00200571 7.9429e-06 0.000120426 0.000120906 4.7993e-07 -0.00253743
4477 4.43003 -4.40826 0.43868 -0.00627113 0.215096 0.952882 0.952862 -2.05793e-05 0.00122264 0.00124392 2.12785e-05 4.38945e-05 4.46591e-05 7.64565e-07 -0.00937156
4478 9.54807 -5.91992 -7.49134 -0.00649378 0.221973 2.11941 2.11952 0.000108148 0.00154644 0.00155004 3.60049e-06 2.49658e-05 2.50226e-05 5.68364e-08 0.000221183
4479 7.05899 1.72036 6.84614 -0.0108533 0.225259 1.5901 1.58909 -0.00100498 0.00401467 0.00450014 0.000485475 8.63376e-05 9.68296e-05 1.0492e-05 0.00611981
4480 13.7375 -13.5601 2.20017 -0.00292218 0.2184 3.00026 2.99986 -0.000398031 0.000599302 0.000401687 -0.000197615 6.83581e-06 4.58246e-06 -2.25335e-06 -0.00293756
4481 3.1942 -3.08608 -0.824004 0.0247095 0.213169 0.680903 0.680578 -0.000325067 0.00703536 0.007361 0.000325638 0.000352437 0.000368868 1.64315e-05 -0.0270345
4482 3.52068 -3.10883 -1.65237 -0.00545375 0.216764 0.763156 0.763171 1.58437e-05 0.000566422 0.000552228 -1.41942e-05 2.53953e-05 2.47586e-05 -6.36753e-07 -0.000824134
4483 6.73758 -6.296 2.39902 0.00349409 0.213466 1.43824 1.44201 0.00376679 0.00206982 0.000238069 -0.00183175 4.92298e-05 5.64991e-06 -4.35799e-05 0.00207267
4484 7.18361 -1.78026 -6.95952 0.00244667 0.218716 1.57117 1.57121 3.838e-05 0.000213253 0.000271432 5.81785e-05 4.64497e-06 5.91198e-06 1.267e-06 0.000331425
4485 3.40669 2.09681 2.68495 0.0262821 0.21048 0.717041 0.716838 -0.000203415 0.0092013 0.00940391 0.000202617 0.000437356 0.000447072 9.71641e-06 -0.0211886
4486 7.32077 -6.98517 -2.19115 -0.000229982 0.215353 1.57655 1.57639 -0.000155968 0.00100331 0.00116266 0.000159352 2.17756e-05 2.52357e-05 3.46019e-06 0.00227312
4487 6.09884 -5.24023 -3.12023 -0.013529 0.231821 1.41384 1.40217 -0.0116728 0.0094745 0.0153823 0.0059078 0.000228847 0.000374121 0.000145274 0.0167333
4488 15.8127 9.94039 -12.2976 0.00327369 0.219278 3.46738 3.46741 2.9348e-05 0.000595801 0.000609511 1.37102e-05 5.88038e-06 6.01564e-06 1.35257e-07 3.37906e-05
4489 6.79579 -2.20468 6.42823 -0.00256321 0.225105 1.52977 1.52919 -0.00057351 0.00130323 0.00157435 0.000271119 2.91479e-05 3.52229e-05 6.075e-06 -0.00337474
4490 4.24084 -3.83036 1.8202 -0.00985675 0.230955 0.979445 0.979443 -1.86664e-06 0.00477739 0.00478189 4.49584e-06 0.000166669 0.000166826 1.56914e-07 0.0136419
