# t	x	y	R	phi
0	-4.6	8.8	9.92975	2.05246
0.01	-4.60193	8.79904	9.9298	2.05268
0.02	-4.60386	8.79808	9.92984	2.05289
0.03	-4.60579	8.79712	9.92989	2.05311
0.04	-4.60772	8.79616	9.92993	2.05333
0.05	-4.60965	8.7952	9.92997	2.05355
0.06	-4.61158	8.79423	9.93002	2.05376
0.07	-4.61351	8.79327	9.93006	2.05398
0.08	-4.61544	8.79231	9.9301	2.0542
0.09	-4.61737	8.79134	9.93015	2.05441
0.1	-4.6193	8.79038	9.93019	2.05463
0.11	-4.62123	8.78942	9.93024	2.05485
0.12	-4.62316	8.78845	9.93028	2.05507
0.13	-4.62508	8.78749	9.93032	2.05528
0.14	-4.62701	8.78652	9.93037	2.0555
0.15	-4.62894	8.78555	9.93041	2.05572
0.16	-4.63087	8.78459	9.93045	2.05593
0.17	-4.6328	8.78362	9.9305	2.05615
0.18	-4.63472	8.78265	9.93054	2.05637
0.19	-4.63665	8.78169	9.93059	2.05659
0.2	-4.63858	8.78072	9.93063	2.0568
0.21	-4.6405	8.77975	9.93067	2.05702
0.22	-4.64243	8.77878	9.93072	2.05724
0.23	-4.64436	8.77781	9.93076	2.05745
0.24	-4.64628	8.77684	9.9308	2.05767
0.25	-4.64821	8.77587	9.93085	2.05789
0.26	-4.65013	8.7749	9.93089	2.0581
0.27	-4.65206	8.77393	9.93093	2.05832
0.28	-4.65398	8.77296	9.93098	2.05854
0.29	-4.65591	8.77198	9.93102	2.05876
0.3	-4.65783	8.77101	9.93106	2.05897
0.31	-4.65975	8.77004	9.93111	2.05919
0.32	-4.66168	8.76907	9.93115	2.05941
0.33	-4.6636	8.76809	9.93119	2.05962
0.34	-4.66553	8.76712	9.93124	2.05984
0.35	-4.66745	8.76614	9.93128	2.06006
0.36	-4.66937	8.76517	9.93132	2.06028
0.37	-4.67129	8.76419	9.93137	2.06049
0.38	-4.67322	8.76322	9.93141	2.06071
0.39	-4.67514	8.76224	9.93145	2.06093
0.4	-4.67706	8.76126	9.9315	2.06114
0.41	-4.67898	8.76029	9.93154	2.06136
0.42	-4.68091	8.75931	9.93158	2.06158
0.43	-4.68283	8.75833	9.93163	2.06179
0.44	-4.68475	8.75735	9.93167	2.06201
0.45	-4.68667	8.75637	9.93171	2.06223
0.46	-4.68859	8.75539	9.93176	2.06245
0.47	-4.69051	8.75441	9.9318	2.06266
0.48	-4.69243	8.75343	9.93184	2.06288
0.49	-4.69435	8.75245	9.93189	2.0631
0.5	-4.69627	8.75147	9.93193	2.06331
0.51	-4.69819	8.75049	9.93197	2.06353
0.52	-4.70011	8.74951	9.93202	2.06375
0.53	-4.70203	8.74853	9.93206	2.06396
0.54	-4.70395	8.74754	9.9321	2.06418
0.55	-4.70587	8.74656	9.93214	2.0644
0.56	-4.70778	8.74558	9.93219	2.06462
0.57	-4.7097	8.74459	9.93223	2.06483
0.58	-4.71162	8.74361	9.93227	2.06505
0.59	-4.71354	8.74262	9.93232	2.06527
0.6	-4.71546	8.74164	9.93236	2.06548
0.61	-4.71737	8.74065	9.9324	2.0657
0.62	-4.71929	8.73967	9.93244	2.06592
0.63	-4.72121	8.73868	9.93249	2.06614
0.64	-4.72312	8.73769	9.93253	2.06635
0.65	-4.72504	8.7367	9.93257	2.06657
0.66	-4.72696	8.73572	9.93262	2.06679
0.67	-4.72887	8.73473	9.93266	2.067
0.68	-4.73079	8.73374	9.9327	2.06722
0.69	-4.7327	8.73275	9.93274	2.06744
0.7	-4.73462	8.73176	9.93279	2.06765
0.71	-4.73653	8.73077	9.93283	2.06787
0.72	-4.73845	8.72978	9.93287	2.06809
0.73	-4.74036	8.72879	9.93291	2.06831
0.74	-4.74228	8.7278	9.93296	2.06852
0.75	-4.74419	8.72681	9.933	2.06874
0.76	-4.7461	8.72581	9.93304	2.06896
0.77	-4.74802	8.72482	9.93308	2.06917
0.78	-4.74993	8.72383	9.93313	2.06939
0.79	-4.75184	8.72283	9.93317	2.06961
0.8	-4.75376	8.72184	9.93321	2.06982
0.81	-4.75567	8.72085	9.93325	2.07004
0.82	-4.75758	8.71985	9.9333	2.07026
0.83	-4.75949	8.71886	9.93334	2.07047
