# x [kpc]	y [kpc]	Phi_eff(x,y)
-2.9	-7.7	0.11839
-2.8	-7.7	0.118047
-2.7	-7.7	0.117714
-2.6	-7.7	0.117391
-2.5	-7.7	0.117079
-2.4	-7.7	0.116778
-2.3	-7.7	0.116488
-2.2	-7.7	0.11621
-2.1	-7.7	0.115942
-2	-7.7	0.115686
-1.9	-7.7	0.115442
-1.8	-7.7	0.115209
-1.7	-7.7	0.114988
-1.6	-7.7	0.114779
-1.5	-7.7	0.114582
-1.4	-7.7	0.114397
-1.3	-7.7	0.114225
-1.2	-7.7	0.114065
-1.1	-7.7	0.113917
-1	-7.7	0.113782
-0.9	-7.7	0.11366
-0.8	-7.7	0.11355
-0.7	-7.7	0.113453
-0.6	-7.7	0.113369
-0.5	-7.7	0.113298
-0.4	-7.7	0.11324
-0.3	-7.7	0.113195
-0.2	-7.7	0.113162
-0.1	-7.7	0.113143
1.52933e-14	-7.7	0.113137
0.1	-7.7	0.113144
0.2	-7.7	0.113163
0.3	-7.7	0.113196
0.4	-7.7	0.113242
0.5	-7.7	0.1133
0.6	-7.7	0.113372
0.7	-7.7	0.113456
0.8	-7.7	0.113554
0.9	-7.7	0.113664
1	-7.7	0.113786
1.1	-7.7	0.113921
1.2	-7.7	0.114069
1.3	-7.7	0.114229
1.4	-7.7	0.114401
1.5	-7.7	0.114586
1.6	-7.7	0.114783
1.7	-7.7	0.114991
1.8	-7.7	0.115212
1.9	-7.7	0.115444
2	-7.7	0.115688
2.1	-7.7	0.115944
2.2	-7.7	0.116211
2.3	-7.7	0.116489
2.4	-7.7	0.116778
2.5	-7.7	0.117078
2.6	-7.7	0.117389
2.7	-7.7	0.117711
2.8	-7.7	0.118043
2.9	-7.7	0.118385
3	-7.7	0.118738
3.1	-7.7	0.119101
3.2	-7.7	0.119473
3.3	-7.7	0.119856
3.4	-7.7	0.120248
3.5	-7.7	0.120649
3.6	-7.7	0.12106
3.7	-7.7	0.12148
3.8	-7.7	0.121908
3.9	-7.7	0.122346
4	-7.7	0.122792
4.1	-7.7	0.123247
4.2	-7.7	0.123711
4.3	-7.7	0.124182
4.4	-7.7	0.124662
4.5	-7.7	0.125149
4.6	-7.7	0.125645
4.7	-7.7	0.126148
4.8	-7.7	0.126659
4.9	-7.7	0.127177
5	-7.7	0.127702
5.1	-7.7	0.128235
5.2	-7.7	0.128775
5.3	-7.7	0.129321
5.4	-7.7	0.129875
5.5	-7.7	0.130435
5.6	-7.7	0.131002
5.7	-7.7	0.131575
5.8	-7.7	0.132155
5.9	-7.7	0.132741
6	-7.7	0.133333
6.1	-7.7	0.133932
6.2	-7.7	0.134536
6.3	-7.7	0.135146
6.4	-7.7	0.135762
6.5	-7.7	0.136384
6.6	-7.7	0.137012
6.7	-7.7	0.137645
6.8	-7.7	0.138283
6.9	-7.7	0.138927
7	-7.7	0.139576
7.1	-7.7	0.140231
7.2	-7.7	0.14089
7.3	-7.7	0.141555
7.4	-7.7	0.142225
7.5	-7.7	0.1429
7.6	-7.7	0.14358
7.7	-7.7	0.144265
7.8	-7.7	0.144955
7.9	-7.7	0.145649
8	-7.7	0.146348
8.1	-7.7	0.147052
8.2	-7.7	0.14776
8.3	-7.7	0.148473
8.4	-7.7	0.149191
8.5	-7.7	0.149913
8.6	-7.7	0.15064
8.7	-7.7	0.15137
8.8	-7.7	0.152106
8.9	-7.7	0.152846
9	-7.7	0.15359
9.1	-7.7	0.154338
9.2	-7.7	0.155091
9.3	-7.7	0.155847
9.4	-7.7	0.156608
9.5	-7.7	0.157374
9.6	-7.7	0.158143
9.7	-7.7	0.158917
9.8	-7.7	0.159694
9.9	-7.7	0.160476
10	-7.7	0.161262
10.1	-7.7	0.162051
10.2	-7.7	0.162845
10.3	-7.7	0.163643
10.4	-7.7	0.164445
10.5	-7.7	0.165251
10.6	-7.7	0.166061
10.7	-7.7	0.166875
10.8	-7.7	0.167692
10.9	-7.7	0.168514
11	-7.7	0.16934
11.1	-7.7	0.170169
11.2	-7.7	0.171003
11.3	-7.7	0.17184
11.4	-7.7	0.172682
11.5	-7.7	0.173527
11.6	-7.7	0.174376
11.7	-7.7	0.175229
11.8	-7.7	0.176085
11.9	-7.7	0.176946
12	-7.7	0.177811
12.1	-7.7	0.178679
12.2	-7.7	0.179551
12.3	-7.7	0.180427
12.4	-7.7	0.181307
12.5	-7.7	0.182191
12.6	-7.7	0.183078
12.7	-7.7	0.18397
12.8	-7.7	0.184865
12.9	-7.7	0.185764
13	-7.7	0.186667
13.1	-7.7	0.187573
13.2	-7.7	0.188484
13.3	-7.7	0.189398
13.4	-7.7	0.190316
13.5	-7.7	0.191238
13.6	-7.7	0.192164
13.7	-7.7	0.193094
13.8	-7.7	0.194027
13.9	-7.7	0.194965
14	-7.7	0.195906
14.1	-7.7	0.196851
14.2	-7.7	0.197799
14.3	-7.7	0.198752
14.4	-7.7	0.199708
14.5	-7.7	0.200669
14.6	-7.7	0.201633
14.7	-7.7	0.202601
14.8	-7.7	0.203573
14.9	-7.7	0.204548
15	-7.7	0.205528
15.1	-7.7	0.206511
15.2	-7.7	0.207498
15.3	-7.7	0.208489
15.4	-7.7	0.209484
15.5	-7.7	0.210483
15.6	-7.7	0.211485
15.7	-7.7	0.212492
15.8	-7.7	0.213502
15.9	-7.7	0.214516
16	-7.7	0.215535
16.1	-7.7	0.216557
16.2	-7.7	0.217582
16.3	-7.7	0.218612
16.4	-7.7	0.219646
16.5	-7.7	0.220683
16.6	-7.7	0.221725
16.7	-7.7	0.22277
16.8	-7.7	0.223819
16.9	-7.7	0.224873
17	-7.7	0.22593
17.1	-7.7	0.226991
17.2	-7.7	0.228056
17.3	-7.7	0.229124
17.4	-7.7	0.230197
17.5	-7.7	0.231274
17.6	-7.7	0.232355
17.7	-7.7	0.233439
17.8	-7.7	0.234528
17.9	-7.7	0.235621
18	-7.7	0.236717
18.1	-7.7	0.237818
18.2	-7.7	0.238922
18.3	-7.7	0.24003
18.4	-7.7	0.241143
18.5	-7.7	0.242259
18.6	-7.7	0.24338
18.7	-7.7	0.244504
18.8	-7.7	0.245632
18.9	-7.7	0.246765
19	-7.7	0.247901
19.1	-7.7	0.249042
19.2	-7.7	0.250186
19.3	-7.7	0.251334
19.4	-7.7	0.252487
19.5	-7.7	0.253643
19.6	-7.7	0.254804
19.7	-7.7	0.255969
19.8	-7.7	0.257137
19.9	-7.7	0.25831

-20	-7.6	0.259035
-19.9	-7.6	0.257858
-19.8	-7.6	0.256685
-19.7	-7.6	0.255515
-19.6	-7.6	0.25435
-19.5	-7.6	0.253189
-19.4	-7.6	0.252031
-19.3	-7.6	0.250878
-19.2	-7.6	0.249729
-19.1	-7.6	0.248584
-19	-7.6	0.247442
-18.9	-7.6	0.246305
-18.8	-7.6	0.245172
-18.7	-7.6	0.244043
-18.6	-7.6	0.242918
-18.5	-7.6	0.241796
-18.4	-7.6	0.240679
-18.3	-7.6	0.239566
-18.2	-7.6	0.238456
-18.1	-7.6	0.237351
-18	-7.6	0.23625
-17.9	-7.6	0.235152
-17.8	-7.6	0.234059
-17.7	-7.6	0.232969
-17.6	-7.6	0.231884
-17.5	-7.6	0.230802
-17.4	-7.6	0.229724
-17.3	-7.6	0.228651
-17.2	-7.6	0.227581
-17.1	-7.6	0.226515
-17	-7.6	0.225453
-16.9	-7.6	0.224395
-16.8	-7.6	0.223341
-16.7	-7.6	0.22229
-16.6	-7.6	0.221244
-16.5	-7.6	0.220201
-16.4	-7.6	0.219163
-16.3	-7.6	0.218128
-16.2	-7.6	0.217097
-16.1	-7.6	0.21607
-16	-7.6	0.215047
-15.9	-7.6	0.214028
-15.8	-7.6	0.213012
-15.7	-7.6	0.212001
-15.6	-7.6	0.210993
-15.5	-7.6	0.209989
-15.4	-7.6	0.208989
-15.3	-7.6	0.207993
-15.2	-7.6	0.207001
-15.1	-7.6	0.206012
-15	-7.6	0.205028
-14.9	-7.6	0.204047
-14.8	-7.6	0.20307
-14.7	-7.6	0.202097
-14.6	-7.6	0.201127
-14.5	-7.6	0.200162
-14.4	-7.6	0.1992
-14.3	-7.6	0.198242
-14.2	-7.6	0.197288
-14.1	-7.6	0.196337
-14	-7.6	0.195391
-13.9	-7.6	0.194448
-13.8	-7.6	0.193509
-13.7	-7.6	0.192574
-13.6	-7.6	0.191642
-13.5	-7.6	0.190715
-13.4	-7.6	0.189791
-13.3	-7.6	0.188871
-13.2	-7.6	0.187955
-13.1	-7.6	0.187042
-13	-7.6	0.186134
-12.9	-7.6	0.185229
-12.8	-7.6	0.184328
-12.7	-7.6	0.18343
-12.6	-7.6	0.182537
-12.5	-7.6	0.181647
-12.4	-7.6	0.180761
-12.3	-7.6	0.179879
-12.2	-7.6	0.179001
-12.1	-7.6	0.178127
-12	-7.6	0.177256
-11.9	-7.6	0.176389
-11.8	-7.6	0.175526
-11.7	-7.6	0.174667
-11.6	-7.6	0.173812
-11.5	-7.6	0.172961
-11.4	-7.6	0.172113
-11.3	-7.6	0.171269
-11.2	-7.6	0.17043
-11.1	-7.6	0.169594
-11	-7.6	0.168762
-10.9	-7.6	0.167933
-10.8	-7.6	0.167109
-10.7	-7.6	0.166289
-10.6	-7.6	0.165472
-10.5	-7.6	0.16466
-10.4	-7.6	0.163851
-10.3	-7.6	0.163047
-10.2	-7.6	0.162246
-10.1	-7.6	0.16145
-10	-7.6	0.160657
-9.9	-7.6	0.159869
-9.8	-7.6	0.159084
-9.7	-7.6	0.158303
-9.6	-7.6	0.157527
-9.5	-7.6	0.156755
-9.4	-7.6	0.155986
-9.3	-7.6	0.155222
-9.2	-7.6	0.154462
-9.1	-7.6	0.153706
-9	-7.6	0.152955
-8.9	-7.6	0.152207
-8.8	-7.6	0.151464
-8.7	-7.6	0.150725
-8.6	-7.6	0.149991
-8.5	-7.6	0.14926
-8.4	-7.6	0.148535
-8.3	-7.6	0.147813
-8.2	-7.6	0.147096
-8.1	-7.6	0.146384
-8	-7.6	0.145676
-7.9	-7.6	0.144973
-7.8	-7.6	0.144274
-7.7	-7.6	0.14358
-7.6	-7.6	0.142891
-7.5	-7.6	0.142207
-7.4	-7.6	0.141527
-7.3	-7.6	0.140853
-7.2	-7.6	0.140184
-7.1	-7.6	0.13952
-7	-7.6	0.138861
-6.9	-7.6	0.138207
-6.8	-7.6	0.137558
-6.7	-7.6	0.136915
-6.6	-7.6	0.136278
-6.5	-7.6	0.135646
-6.4	-7.6	0.13502
-6.3	-7.6	0.134399
-6.2	-7.6	0.133784
-6.1	-7.6	0.133176
-6	-7.6	0.132573
-5.9	-7.6	0.131976
-5.8	-7.6	0.131386
-5.7	-7.6	0.130801
-5.6	-7.6	0.130224
-5.5	-7.6	0.129652
-5.4	-7.6	0.129088
-5.3	-7.6	0.12853
-5.2	-7.6	0.127978
-5.1	-7.6	0.127434
-5	-7.6	0.126897
-4.9	-7.6	0.126367
-4.8	-7.6	0.125844
-4.7	-7.6	0.125328
-4.6	-7.6	0.12482
-4.5	-7.6	0.124319
-4.4	-7.6	0.123827
-4.3	-7.6	0.123342
-4.2	-7.6	0.122865
-4.1	-7.6	0.122396
-4	-7.6	0.121936
-3.9	-7.6	0.121484
-3.8	-7.6	0.121041
-3.7	-7.6	0.120606
-3.6	-7.6	0.120181
-3.5	-7.6	0.119764
-3.4	-7.6	0.119357
-3.3	-7.6	0.118959
-3.2	-7.6	0.118571
-3.1	-7.6	0.118192
-3	-7.6	0.117824
-2.9	-7.6	0.117465
-2.8	-7.6	0.117117
-2.7	-7.6	0.11678
-2.6	-7.6	0.116452
-2.5	-7.6	0.116136
-2.4	-7.6	0.115831
-2.3	-7.6	0.115537
-2.2	-7.6	0.115254
-2.1	-7.6	0.114982
-2	-7.6	0.114723
-1.9	-7.6	0.114474
-1.8	-7.6	0.114238
-1.7	-7.6	0.114014
-1.6	-7.6	0.113802
-1.5	-7.6	0.113602
-1.4	-7.6	0.113414
-1.3	-7.6	0.113239
-1.2	-7.6	0.113076
-1.1	-7.6	0.112927
-1	-7.6	0.11279
-0.9	-7.6	0.112665
-0.8	-7.6	0.112554
-0.7	-7.6	0.112456
-0.6	-7.6	0.11237
-0.5	-7.6	0.112298
-0.4	-7.6	0.112239
-0.3	-7.6	0.112193
-0.2	-7.6	0.112161
-0.1	-7.6	0.112141
1.52933e-14	-7.6	0.112135
0.1	-7.6	0.112142
0.2	-7.6	0.112162
0.3	-7.6	0.112195
0.4	-7.6	0.112242
0.5	-7.6	0.112301
0.6	-7.6	0.112374
0.7	-7.6	0.11246
0.8	-7.6	0.112559
0.9	-7.6	0.112671
1	-7.6	0.112795
1.1	-7.6	0.112933
1.2	-7.6	0.113083
1.3	-7.6	0.113245
1.4	-7.6	0.11342
1.5	-7.6	0.113608
1.6	-7.6	0.113808
1.7	-7.6	0.11402
1.8	-7.6	0.114244
1.9	-7.6	0.11448
2	-7.6	0.114727
2.1	-7.6	0.114987
2.2	-7.6	0.115258
2.3	-7.6	0.11554
2.4	-7.6	0.115833
2.5	-7.6	0.116138
2.6	-7.6	0.116453
2.7	-7.6	0.116779
2.8	-7.6	0.117116
2.9	-7.6	0.117463
3	-7.6	0.117821
3.1	-7.6	0.118188
3.2	-7.6	0.118566
3.3	-7.6	0.118953
3.4	-7.6	0.11935
3.5	-7.6	0.119757
3.6	-7.6	0.120173
3.7	-7.6	0.120598
3.8	-7.6	0.121032
3.9	-7.6	0.121474
4	-7.6	0.121926
4.1	-7.6	0.122386
4.2	-7.6	0.122855
4.3	-7.6	0.123332
4.4	-7.6	0.123817
4.5	-7.6	0.12431
4.6	-7.6	0.12481
4.7	-7.6	0.125319
4.8	-7.6	0.125835
4.9	-7.6	0.126358
5	-7.6	0.126889
5.1	-7.6	0.127427
5.2	-7.6	0.127972
5.3	-7.6	0.128524
5.4	-7.6	0.129082
5.5	-7.6	0.129648
5.6	-7.6	0.13022
5.7	-7.6	0.130798
5.8	-7.6	0.131383
5.9	-7.6	0.131974
6	-7.6	0.132571
6.1	-7.6	0.133174
6.2	-7.6	0.133784
6.3	-7.6	0.134399
6.4	-7.6	0.13502
6.5	-7.6	0.135646
6.6	-7.6	0.136278
6.7	-7.6	0.136916
6.8	-7.6	0.137559
6.9	-7.6	0.138207
7	-7.6	0.138861
7.1	-7.6	0.13952
7.2	-7.6	0.140184
7.3	-7.6	0.140854
7.4	-7.6	0.141528
7.5	-7.6	0.142207
7.6	-7.6	0.142891
7.7	-7.6	0.14358
7.8	-7.6	0.144274
7.9	-7.6	0.144972
8	-7.6	0.145675
8.1	-7.6	0.146383
8.2	-7.6	0.147095
8.3	-7.6	0.147812
8.4	-7.6	0.148534
8.5	-7.6	0.149259
8.6	-7.6	0.14999
8.7	-7.6	0.150724
8.8	-7.6	0.151463
8.9	-7.6	0.152206
9	-7.6	0.152954
9.1	-7.6	0.153706
9.2	-7.6	0.154462
9.3	-7.6	0.155222
9.4	-7.6	0.155986
9.5	-7.6	0.156754
9.6	-7.6	0.157527
9.7	-7.6	0.158304
9.8	-7.6	0.159084
9.9	-7.6	0.159869
10	-7.6	0.160658
10.1	-7.6	0.161451
10.2	-7.6	0.162247
10.3	-7.6	0.163048
10.4	-7.6	0.163853
10.5	-7.6	0.164661
10.6	-7.6	0.165474
10.7	-7.6	0.166291
10.8	-7.6	0.167111
10.9	-7.6	0.167935
11	-7.6	0.168763
11.1	-7.6	0.169596
11.2	-7.6	0.170431
11.3	-7.6	0.171271
11.4	-7.6	0.172115
11.5	-7.6	0.172962
11.6	-7.6	0.173814
11.7	-7.6	0.174669
11.8	-7.6	0.175528
11.9	-7.6	0.176391
12	-7.6	0.177258
12.1	-7.6	0.178128
12.2	-7.6	0.179002
12.3	-7.6	0.17988
12.4	-7.6	0.180762
12.5	-7.6	0.181648
12.6	-7.6	0.182538
12.7	-7.6	0.183431
12.8	-7.6	0.184328
12.9	-7.6	0.185229
13	-7.6	0.186134
13.1	-7.6	0.187042
13.2	-7.6	0.187955
13.3	-7.6	0.188871
13.4	-7.6	0.189791
13.5	-7.6	0.190714
13.6	-7.6	0.191642
13.7	-7.6	0.192573
13.8	-7.6	0.193508
13.9	-7.6	0.194447
14	-7.6	0.19539
14.1	-7.6	0.196336
14.2	-7.6	0.197287
14.3	-7.6	0.198241
14.4	-7.6	0.199199
14.5	-7.6	0.200161
14.6	-7.6	0.201126
14.7	-7.6	0.202096
14.8	-7.6	0.203069
14.9	-7.6	0.204046
15	-7.6	0.205027
15.1	-7.6	0.206011
15.2	-7.6	0.207
15.3	-7.6	0.207992
15.4	-7.6	0.208989
15.5	-7.6	0.209989
15.6	-7.6	0.210992
15.7	-7.6	0.212
15.8	-7.6	0.213012
15.9	-7.6	0.214027
16	-7.6	0.215047
16.1	-7.6	0.21607
16.2	-7.6	0.217097
16.3	-7.6	0.218128
16.4	-7.6	0.219162
16.5	-7.6	0.220201
16.6	-7.6	0.221244
16.7	-7.6	0.22229
16.8	-7.6	0.22334
16.9	-7.6	0.224395
17	-7.6	0.225453
17.1	-7.6	0.226515
17.2	-7.6	0.227581
17.3	-7.6	0.228651
17.4	-7.6	0.229725
17.5	-7.6	0.230802
17.6	-7.6	0.231884
17.7	-7.6	0.23297
17.8	-7.6	0.234059
17.9	-7.6	0.235153
18	-7.6	0.23625
18.1	-7.6	0.237351
18.2	-7.6	0.238457
18.3	-7.6	0.239566
18.4	-7.6	0.240679
18.5	-7.6	0.241797
18.6	-7.6	0.242918
18.7	-7.6	0.244043
18.8	-7.6	0.245172
18.9	-7.6	0.246305
19	-7.6	0.247443
19.1	-7.6	0.248584
19.2	-7.6	0.249729
19.3	-7.6	0.250878
19.4	-7.6	0.252032
19.5	-7.6	0.253189
19.6	-7.6	0.25435
19.7	-7.6	0.255515
19.8	-7.6	0.256685
19.9	-7.6	0.257858

-20	-7.5	0.25859
-19.9	-7.5	0.257412
-19.8	-7.5	0.256238
-19.7	-7.5	0.255068
-19.6	-7.5	0.253902
-19.5	-7.5	0.25274
-19.4	-7.5	0.251582
-19.3	-7.5	0.250428
-19.2	-7.5	0.249278
-19.1	-7.5	0.248132
-19	-7.5	0.24699
-18.9	-7.5	0.245852
-18.8	-7.5	0.244718
-18.7	-7.5	0.243588
-18.6	-7.5	0.242461
-18.5	-7.5	0.241339
-18.4	-7.5	0.240221
-18.3	-7.5	0.239107
-18.2	-7.5	0.237997
-18.1	-7.5	0.236891
-18	-7.5	0.235788
-17.9	-7.5	0.23469
-17.8	-7.5	0.233596
-17.7	-7.5	0.232505
-17.6	-7.5	0.231419
-17.5	-7.5	0.230336
-17.4	-7.5	0.229257
-17.3	-7.5	0.228183
-17.2	-7.5	0.227112
-17.1	-7.5	0.226045
-17	-7.5	0.224982
-16.9	-7.5	0.223923
-16.8	-7.5	0.222867
-16.7	-7.5	0.221816
-16.6	-7.5	0.220769
-16.5	-7.5	0.219725
-16.4	-7.5	0.218685
-16.3	-7.5	0.217649
-16.2	-7.5	0.216617
-16.1	-7.5	0.215589
-16	-7.5	0.214565
-15.9	-7.5	0.213544
-15.8	-7.5	0.212528
-15.7	-7.5	0.211515
-15.6	-7.5	0.210506
-15.5	-7.5	0.209501
-15.4	-7.5	0.2085
-15.3	-7.5	0.207502
-15.2	-7.5	0.206509
-15.1	-7.5	0.205519
-15	-7.5	0.204533
-14.9	-7.5	0.20355
-14.8	-7.5	0.202572
-14.7	-7.5	0.201597
-14.6	-7.5	0.200627
-14.5	-7.5	0.199659
-14.4	-7.5	0.198696
-14.3	-7.5	0.197737
-14.2	-7.5	0.196781
-14.1	-7.5	0.195829
-14	-7.5	0.194881
-13.9	-7.5	0.193936
-13.8	-7.5	0.192996
-13.7	-7.5	0.192059
-13.6	-7.5	0.191126
-13.5	-7.5	0.190197
-13.4	-7.5	0.189271
-13.3	-7.5	0.188349
-13.2	-7.5	0.187431
-13.1	-7.5	0.186517
-13	-7.5	0.185606
-12.9	-7.5	0.1847
-12.8	-7.5	0.183797
-12.7	-7.5	0.182898
-12.6	-7.5	0.182002
-12.5	-7.5	0.18111
-12.4	-7.5	0.180223
-12.3	-7.5	0.179338
-12.2	-7.5	0.178458
-12.1	-7.5	0.177582
-12	-7.5	0.176709
-11.9	-7.5	0.17584
-11.8	-7.5	0.174975
-11.7	-7.5	0.174113
-11.6	-7.5	0.173256
-11.5	-7.5	0.172402
-11.4	-7.5	0.171552
-11.3	-7.5	0.170706
-11.2	-7.5	0.169864
-11.1	-7.5	0.169025
-11	-7.5	0.168191
-10.9	-7.5	0.16736
-10.8	-7.5	0.166533
-10.7	-7.5	0.16571
-10.6	-7.5	0.164891
-10.5	-7.5	0.164076
-10.4	-7.5	0.163265
-10.3	-7.5	0.162458
-10.2	-7.5	0.161654
-10.1	-7.5	0.160855
-10	-7.5	0.160059
-9.9	-7.5	0.159267
-9.8	-7.5	0.15848
-9.7	-7.5	0.157696
-9.6	-7.5	0.156917
-9.5	-7.5	0.156141
-9.4	-7.5	0.15537
-9.3	-7.5	0.154602
-9.2	-7.5	0.153839
-9.1	-7.5	0.15308
-9	-7.5	0.152325
-8.9	-7.5	0.151574
-8.8	-7.5	0.150827
-8.7	-7.5	0.150084
-8.6	-7.5	0.149346
-8.5	-7.5	0.148612
-8.4	-7.5	0.147883
-8.3	-7.5	0.147157
-8.2	-7.5	0.146436
-8.1	-7.5	0.14572
-8	-7.5	0.145008
-7.9	-7.5	0.144301
-7.8	-7.5	0.143598
-7.7	-7.5	0.1429
-7.6	-7.5	0.142207
-7.5	-7.5	0.141518
-7.4	-7.5	0.140835
-7.3	-7.5	0.140156
-7.2	-7.5	0.139482
-7.1	-7.5	0.138814
-7	-7.5	0.13815
-6.9	-7.5	0.137492
-6.8	-7.5	0.136839
-6.7	-7.5	0.136191
-6.6	-7.5	0.135549
-6.5	-7.5	0.134912
-6.4	-7.5	0.134281
-6.3	-7.5	0.133656
-6.2	-7.5	0.133036
-6.1	-7.5	0.132422
-6	-7.5	0.131815
-5.9	-7.5	0.131213
-5.8	-7.5	0.130617
-5.7	-7.5	0.130028
-5.6	-7.5	0.129445
-5.5	-7.5	0.128869
-5.4	-7.5	0.128299
-5.3	-7.5	0.127735
-5.2	-7.5	0.127179
-5.1	-7.5	0.126629
-5	-7.5	0.126086
-4.9	-7.5	0.125551
-4.8	-7.5	0.125022
-4.7	-7.5	0.124501
-4.6	-7.5	0.123987
-4.5	-7.5	0.123481
-4.4	-7.5	0.122983
-4.3	-7.5	0.122493
-4.2	-7.5	0.12201
-4.1	-7.5	0.121536
-4	-7.5	0.12107
-3.9	-7.5	0.120612
-3.8	-7.5	0.120163
-3.7	-7.5	0.119723
-3.6	-7.5	0.119292
-3.5	-7.5	0.11887
-3.4	-7.5	0.118458
-3.3	-7.5	0.118054
-3.2	-7.5	0.117661
-3.1	-7.5	0.117277
-3	-7.5	0.116904
-2.9	-7.5	0.11654
-2.8	-7.5	0.116187
-2.7	-7.5	0.115845
-2.6	-7.5	0.115513
-2.5	-7.5	0.115192
-2.4	-7.5	0.114882
-2.3	-7.5	0.114584
-2.2	-7.5	0.114296
-2.1	-7.5	0.114021
-2	-7.5	0.113757
-1.9	-7.5	0.113505
-1.8	-7.5	0.113265
-1.7	-7.5	0.113038
-1.6	-7.5	0.112822
-1.5	-7.5	0.112619
-1.4	-7.5	0.112429
-1.3	-7.5	0.112251
-1.2	-7.5	0.112086
-1.1	-7.5	0.111934
-1	-7.5	0.111794
-0.9	-7.5	0.111668
-0.8	-7.5	0.111555
-0.7	-7.5	0.111455
-0.6	-7.5	0.111369
-0.5	-7.5	0.111295
-0.4	-7.5	0.111235
-0.3	-7.5	0.111189
-0.2	-7.5	0.111156
-0.1	-7.5	0.111136
1.52933e-14	-7.5	0.11113
0.1	-7.5	0.111137
0.2	-7.5	0.111157
0.3	-7.5	0.111191
0.4	-7.5	0.111239
0.5	-7.5	0.111299
0.6	-7.5	0.111373
0.7	-7.5	0.111461
0.8	-7.5	0.111561
0.9	-7.5	0.111675
1	-7.5	0.111801
1.1	-7.5	0.111941
1.2	-7.5	0.112093
1.3	-7.5	0.112259
1.4	-7.5	0.112437
1.5	-7.5	0.112627
1.6	-7.5	0.11283
1.7	-7.5	0.113046
1.8	-7.5	0.113273
1.9	-7.5	0.113513
2	-7.5	0.113764
2.1	-7.5	0.114028
2.2	-7.5	0.114303
2.3	-7.5	0.114589
2.4	-7.5	0.114887
2.5	-7.5	0.115196
2.6	-7.5	0.115516
2.7	-7.5	0.115847
2.8	-7.5	0.116188
2.9	-7.5	0.11654
3	-7.5	0.116903
3.1	-7.5	0.117276
3.2	-7.5	0.117658
3.3	-7.5	0.118051
3.4	-7.5	0.118453
3.5	-7.5	0.118865
3.6	-7.5	0.119286
3.7	-7.5	0.119716
3.8	-7.5	0.120156
3.9	-7.5	0.120604
4	-7.5	0.121061
4.1	-7.5	0.121527
4.2	-7.5	0.122001
4.3	-7.5	0.122483
4.4	-7.5	0.122973
4.5	-7.5	0.123472
4.6	-7.5	0.123978
4.7	-7.5	0.124492
4.8	-7.5	0.125013
4.9	-7.5	0.125542
5	-7.5	0.126078
5.1	-7.5	0.126622
5.2	-7.5	0.127172
5.3	-7.5	0.127729
5.4	-7.5	0.128293
5.5	-7.5	0.128864
5.6	-7.5	0.129441
5.7	-7.5	0.130024
5.8	-7.5	0.130614
5.9	-7.5	0.13121
6	-7.5	0.131813
6.1	-7.5	0.132421
6.2	-7.5	0.133035
6.3	-7.5	0.133655
6.4	-7.5	0.134281
6.5	-7.5	0.134912
6.6	-7.5	0.135549
6.7	-7.5	0.136191
6.8	-7.5	0.136839
6.9	-7.5	0.137492
7	-7.5	0.138151
7.1	-7.5	0.138814
7.2	-7.5	0.139483
7.3	-7.5	0.140156
7.4	-7.5	0.140835
7.5	-7.5	0.141518
7.6	-7.5	0.142207
7.7	-7.5	0.1429
7.8	-7.5	0.143598
7.9	-7.5	0.1443
8	-7.5	0.145007
8.1	-7.5	0.145719
8.2	-7.5	0.146435
8.3	-7.5	0.147156
8.4	-7.5	0.147881
8.5	-7.5	0.148611
8.6	-7.5	0.149345
8.7	-7.5	0.150083
8.8	-7.5	0.150826
8.9	-7.5	0.151572
9	-7.5	0.152323
9.1	-7.5	0.153079
9.2	-7.5	0.153838
9.3	-7.5	0.154601
9.4	-7.5	0.155369
9.5	-7.5	0.156141
9.6	-7.5	0.156916
9.7	-7.5	0.157696
9.8	-7.5	0.15848
9.9	-7.5	0.159268
10	-7.5	0.16006
10.1	-7.5	0.160855
10.2	-7.5	0.161655
10.3	-7.5	0.162459
10.4	-7.5	0.163266
10.5	-7.5	0.164078
10.6	-7.5	0.164893
10.7	-7.5	0.165712
10.8	-7.5	0.166535
10.9	-7.5	0.167362
11	-7.5	0.168193
11.1	-7.5	0.169027
11.2	-7.5	0.169866
11.3	-7.5	0.170708
11.4	-7.5	0.171554
11.5	-7.5	0.172404
11.6	-7.5	0.173258
11.7	-7.5	0.174115
11.8	-7.5	0.174976
11.9	-7.5	0.175842
12	-7.5	0.17671
12.1	-7.5	0.177583
12.2	-7.5	0.178459
12.3	-7.5	0.17934
12.4	-7.5	0.180224
12.5	-7.5	0.181111
12.6	-7.5	0.182003
12.7	-7.5	0.182898
12.8	-7.5	0.183797
12.9	-7.5	0.1847
13	-7.5	0.185607
13.1	-7.5	0.186517
13.2	-7.5	0.187431
13.3	-7.5	0.188349
13.4	-7.5	0.189271
13.5	-7.5	0.190196
13.6	-7.5	0.191125
13.7	-7.5	0.192058
13.8	-7.5	0.192995
13.9	-7.5	0.193936
14	-7.5	0.19488
14.1	-7.5	0.195828
14.2	-7.5	0.19678
14.3	-7.5	0.197736
14.4	-7.5	0.198695
14.5	-7.5	0.199659
14.6	-7.5	0.200626
14.7	-7.5	0.201596
14.8	-7.5	0.202571
14.9	-7.5	0.203549
15	-7.5	0.204532
