# x [kpc]	y [kpc]	Phi_eff(x,y)
-19.5	1.9	0.236891
-19.4	1.9	0.235703
-19.3	1.9	0.234519
-19.2	1.9	0.233338
-19.1	1.9	0.232161
-19	1.9	0.230987
-18.9	1.9	0.229817
-18.8	1.9	0.228651
-18.7	1.9	0.227487
-18.6	1.9	0.226328
-18.5	1.9	0.225172
-18.4	1.9	0.224019
-18.3	1.9	0.22287
-18.2	1.9	0.221725
-18.1	1.9	0.220582
-18	1.9	0.219443
-17.9	1.9	0.218308
-17.8	1.9	0.217176
-17.7	1.9	0.216047
-17.6	1.9	0.214922
-17.5	1.9	0.2138
-17.4	1.9	0.212681
-17.3	1.9	0.211566
-17.2	1.9	0.210454
-17.1	1.9	0.209345
-17	1.9	0.208239
-16.9	1.9	0.207137
-16.8	1.9	0.206038
-16.7	1.9	0.204942
-16.6	1.9	0.203849
-16.5	1.9	0.202759
-16.4	1.9	0.201673
-16.3	1.9	0.20059
-16.2	1.9	0.199509
-16.1	1.9	0.198432
-16	1.9	0.197358
-15.9	1.9	0.196287
-15.8	1.9	0.195219
-15.7	1.9	0.194154
-15.6	1.9	0.193091
-15.5	1.9	0.192032
-15.4	1.9	0.190976
-15.3	1.9	0.189922
-15.2	1.9	0.188872
-15.1	1.9	0.187824
-15	1.9	0.186779
-14.9	1.9	0.185737
-14.8	1.9	0.184698
-14.7	1.9	0.183661
-14.6	1.9	0.182627
-14.5	1.9	0.181596
-14.4	1.9	0.180567
-14.3	1.9	0.179541
-14.2	1.9	0.178518
-14.1	1.9	0.177497
-14	1.9	0.176479
-13.9	1.9	0.175463
-13.8	1.9	0.174449
-13.7	1.9	0.173438
-13.6	1.9	0.17243
-13.5	1.9	0.171424
-13.4	1.9	0.17042
-13.3	1.9	0.169418
-13.2	1.9	0.168419
-13.1	1.9	0.167422
-13	1.9	0.166427
-12.9	1.9	0.165434
-12.8	1.9	0.164443
-12.7	1.9	0.163454
-12.6	1.9	0.162468
-12.5	1.9	0.161483
-12.4	1.9	0.160501
-12.3	1.9	0.15952
-12.2	1.9	0.158541
-12.1	1.9	0.157564
-12	1.9	0.156588
-11.9	1.9	0.155615
-11.8	1.9	0.154643
-11.7	1.9	0.153673
-11.6	1.9	0.152704
-11.5	1.9	0.151737
-11.4	1.9	0.150771
-11.3	1.9	0.149807
-11.2	1.9	0.148844
-11.1	1.9	0.147883
-11	1.9	0.146923
-10.9	1.9	0.145964
-10.8	1.9	0.145006
-10.7	1.9	0.14405
-10.6	1.9	0.143094
-10.5	1.9	0.14214
-10.4	1.9	0.141186
-10.3	1.9	0.140233
-10.2	1.9	0.139281
-10.1	1.9	0.13833
-10	1.9	0.137379
-9.9	1.9	0.136428
-9.8	1.9	0.135478
-9.7	1.9	0.134529
-9.6	1.9	0.133579
-9.5	1.9	0.13263
-9.4	1.9	0.131681
-9.3	1.9	0.130731
-9.2	1.9	0.129782
-9.1	1.9	0.128832
-9	1.9	0.127882
-8.9	1.9	0.126931
-8.8	1.9	0.125979
-8.7	1.9	0.125027
-8.6	1.9	0.124074
-8.5	1.9	0.12312
-8.4	1.9	0.122165
-8.3	1.9	0.121209
-8.2	1.9	0.120251
-8.1	1.9	0.119293
-8	1.9	0.118332
-7.9	1.9	0.11737
-7.8	1.9	0.116407
-7.7	1.9	0.115442
-7.6	1.9	0.114474
-7.5	1.9	0.113505
-7.4	1.9	0.112534
-7.3	1.9	0.111561
-7.2	1.9	0.110585
-7.1	1.9	0.109607
-7	1.9	0.108626
-6.9	1.9	0.107642
-6.8	1.9	0.106656
-6.7	1.9	0.105666
-6.6	1.9	0.104673
-6.5	1.9	0.103676
-6.4	1.9	0.102676
-6.3	1.9	0.101671
-6.2	1.9	0.100662
-6.1	1.9	0.0996476
-6	1.9	0.0986285
-5.9	1.9	0.0976039
-5.8	1.9	0.0965736
-5.7	1.9	0.0955371
-5.6	1.9	0.0944941
-5.5	1.9	0.0934444
-5.4	1.9	0.0923877
-5.3	1.9	0.0913236
-5.2	1.9	0.090252
-5.1	1.9	0.0891726
-5	1.9	0.0880853
-4.9	1.9	0.08699
-4.8	1.9	0.0858866
-4.7	1.9	0.084775
-4.6	1.9	0.083655
-4.5	1.9	0.0825267
-4.4	1.9	0.08139
-4.3	1.9	0.0802446
-4.2	1.9	0.0790904
-4.1	1.9	0.0779272
-4	1.9	0.0767545
-3.9	1.9	0.0755721
-3.8	1.9	0.0743794
-3.7	1.9	0.0731758
-3.6	1.9	0.0719608
-3.5	1.9	0.0707338
-3.4	1.9	0.0694942
-3.3	1.9	0.0682416
-3.2	1.9	0.0669757
-3.1	1.9	0.0656962
-3	1.9	0.0644033
-2.9	1.9	0.0630973
-2.8	1.9	0.0617788
-2.7	1.9	0.0604486
-2.6	1.9	0.0591079
-2.5	1.9	0.0577581
-2.4	1.9	0.0564008
-2.3	1.9	0.0550378
-2.2	1.9	0.0536711
-2.1	1.9	0.0523027
-2	1.9	0.050935
-1.9	1.9	0.0495706
-1.8	1.9	0.0482124
-1.7	1.9	0.0468637
-1.6	1.9	0.0455286
-1.5	1.9	0.0442115
-1.4	1.9	0.0429181
-1.3	1.9	0.0416544
-1.2	1.9	0.0404278
-1.1	1.9	0.0392463
-1	1.9	0.0381188
-0.9	1.9	0.037055
-0.8	1.9	0.0360649
-0.7	1.9	0.035159
-0.6	1.9	0.0343477
-0.5	1.9	0.033641
-0.4	1.9	0.0330482
-0.3	1.9	0.0325777
-0.2	1.9	0.0322363
-0.1	1.9	0.0320288
1.52933e-14	1.9	0.0319581
0.1	1.9	0.032025
0.2	1.9	0.032228
0.3	1.9	0.0325638
0.4	1.9	0.0330273
0.5	1.9	0.0336124
0.6	1.9	0.034312
0.7	1.9	0.0351184
0.8	1.9	0.0360231
0.9	1.9	0.0370165
1	1.9	0.0380882
1.1	1.9	0.039227
1.2	1.9	0.040421
1.3	1.9	0.0416588
1.4	1.9	0.0429302
1.5	1.9	0.0442267
1.6	1.9	0.0455423
1.7	1.9	0.0468731
1.8	1.9	0.0482164
1.9	1.9	0.0495706
2	1.9	0.0509337
2.1	1.9	0.0523035
2.2	1.9	0.0536768
2.3	1.9	0.0550498
2.4	1.9	0.0564186
2.5	1.9	0.0577795
2.6	1.9	0.0591294
2.7	1.9	0.0604663
2.8	1.9	0.0617891
2.9	1.9	0.0630978
3	1.9	0.0643931
3.1	1.9	0.0656759
3.2	1.9	0.0669474
3.3	1.9	0.0682087
3.4	1.9	0.0694606
3.5	1.9	0.0707033
3.6	1.9	0.0719369
3.7	1.9	0.073161
3.8	1.9	0.0743751
3.9	1.9	0.0755785
4	1.9	0.0767708
4.1	1.9	0.0779515
4.2	1.9	0.0791203
4.3	1.9	0.0802772
4.4	1.9	0.0814225
4.5	1.9	0.0825565
4.6	1.9	0.0836798
4.7	1.9	0.0847932
4.8	1.9	0.0858972
4.9	1.9	0.0869927
5	1.9	0.0880803
5.1	1.9	0.0891607
5.2	1.9	0.0902344
5.3	1.9	0.0913018
5.4	1.9	0.0923633
5.5	1.9	0.0934191
5.6	1.9	0.0944694
5.7	1.9	0.0955142
5.8	1.9	0.0965538
5.9	1.9	0.0975881
6	1.9	0.0986171
6.1	1.9	0.0996409
6.2	1.9	0.10066
6.3	1.9	0.101673
6.4	1.9	0.102682
6.5	1.9	0.103686
6.6	1.9	0.104686
6.7	1.9	0.105681
6.8	1.9	0.106672
6.9	1.9	0.107659
7	1.9	0.108642
7.1	1.9	0.109622
7.2	1.9	0.110599
7.3	1.9	0.111573
7.4	1.9	0.112544
7.5	1.9	0.113513
7.6	1.9	0.11448
7.7	1.9	0.115444
7.8	1.9	0.116407
7.9	1.9	0.117369
8	1.9	0.118329
8.1	1.9	0.119287
8.2	1.9	0.120245
8.3	1.9	0.121201
8.4	1.9	0.122157
8.5	1.9	0.123111
8.6	1.9	0.124065
8.7	1.9	0.125018
8.8	1.9	0.125971
8.9	1.9	0.126923
9	1.9	0.127874
9.1	1.9	0.128825
9.2	1.9	0.129776
9.3	1.9	0.130727
9.4	1.9	0.131677
9.5	1.9	0.132628
9.6	1.9	0.133578
9.7	1.9	0.134528
9.8	1.9	0.135479
9.9	1.9	0.13643
10	1.9	0.137381
10.1	1.9	0.138332
10.2	1.9	0.139284
10.3	1.9	0.140237
10.4	1.9	0.14119
10.5	1.9	0.142144
10.6	1.9	0.143098
10.7	1.9	0.144054
10.8	1.9	0.14501
10.9	1.9	0.145968
11	1.9	0.146927
11.1	1.9	0.147887
11.2	1.9	0.148848
11.3	1.9	0.14981
11.4	1.9	0.150774
11.5	1.9	0.151739
11.6	1.9	0.152706
11.7	1.9	0.153674
11.8	1.9	0.154644
11.9	1.9	0.155615
12	1.9	0.156589
12.1	1.9	0.157564
12.2	1.9	0.158541
12.3	1.9	0.159519
12.4	1.9	0.1605
12.5	1.9	0.161482
12.6	1.9	0.162467
12.7	1.9	0.163453
12.8	1.9	0.164442
12.9	1.9	0.165432
13	1.9	0.166425
13.1	1.9	0.16742
13.2	1.9	0.168417
13.3	1.9	0.169417
13.4	1.9	0.170418
13.5	1.9	0.171422
13.6	1.9	0.172429
13.7	1.9	0.173437
13.8	1.9	0.174448
13.9	1.9	0.175462
14	1.9	0.176478
14.1	1.9	0.177496
14.2	1.9	0.178517
14.3	1.9	0.179541
14.4	1.9	0.180567
14.5	1.9	0.181595
14.6	1.9	0.182627
14.7	1.9	0.183661
14.8	1.9	0.184698
14.9	1.9	0.185737
15	1.9	0.186779
15.1	1.9	0.187824
15.2	1.9	0.188872
15.3	1.9	0.189923
15.4	1.9	0.190976
15.5	1.9	0.192032
15.6	1.9	0.193092
15.7	1.9	0.194154
15.8	1.9	0.195219
15.9	1.9	0.196287
16	1.9	0.197358
16.1	1.9	0.198432
16.2	1.9	0.19951
16.3	1.9	0.20059
16.4	1.9	0.201673
16.5	1.9	0.20276
16.6	1.9	0.203849
16.7	1.9	0.204942
16.8	1.9	0.206038
16.9	1.9	0.207137
17	1.9	0.20824
17.1	1.9	0.209345
17.2	1.9	0.210454
17.3	1.9	0.211566
17.4	1.9	0.212681
17.5	1.9	0.2138
17.6	1.9	0.214922
17.7	1.9	0.216047
17.8	1.9	0.217176
17.9	1.9	0.218308
18	1.9	0.219444
18.1	1.9	0.220582
18.2	1.9	0.221725
18.3	1.9	0.22287
18.4	1.9	0.224019
18.5	1.9	0.225172
18.6	1.9	0.226328
18.7	1.9	0.227487
18.8	1.9	0.22865
18.9	1.9	0.229817
19	1.9	0.230987
19.1	1.9	0.232161
19.2	1.9	0.233338
19.3	1.9	0.234519
19.4	1.9	0.235703
19.5	1.9	0.236891
19.6	1.9	0.238082
19.7	1.9	0.239277
19.8	1.9	0.240476
19.9	1.9	0.241678

-20	2	0.243002
-19.9	2	0.241796
-19.8	2	0.240594
-19.7	2	0.239396
-19.6	2	0.238201
-19.5	2	0.23701
-19.4	2	0.235822
-19.3	2	0.234638
-19.2	2	0.233458
-19.1	2	0.232281
-19	2	0.231107
-18.9	2	0.229938
-18.8	2	0.228771
-18.7	2	0.227609
-18.6	2	0.226449
-18.5	2	0.225294
-18.4	2	0.224141
-18.3	2	0.222992
-18.2	2	0.221847
-18.1	2	0.220705
-18	2	0.219567
-17.9	2	0.218432
-17.8	2	0.2173
-17.7	2	0.216171
-17.6	2	0.215046
-17.5	2	0.213925
-17.4	2	0.212806
-17.3	2	0.211691
-17.2	2	0.21058
-17.1	2	0.209471
-17	2	0.208366
-16.9	2	0.207264
-16.8	2	0.206165
-16.7	2	0.20507
-16.6	2	0.203977
-16.5	2	0.202888
-16.4	2	0.201802
-16.3	2	0.200719
-16.2	2	0.199639
-16.1	2	0.198562
-16	2	0.197489
-15.9	2	0.196418
-15.8	2	0.19535
-15.7	2	0.194286
-15.6	2	0.193224
-15.5	2	0.192165
-15.4	2	0.191109
-15.3	2	0.190056
-15.2	2	0.189006
-15.1	2	0.187959
-15	2	0.186915
-14.9	2	0.185873
-14.8	2	0.184834
-14.7	2	0.183798
-14.6	2	0.182765
-14.5	2	0.181734
-14.4	2	0.180706
-14.3	2	0.179681
-14.2	2	0.178658
-14.1	2	0.177638
-14	2	0.17662
-13.9	2	0.175605
-13.8	2	0.174592
-13.7	2	0.173582
-13.6	2	0.172574
-13.5	2	0.171569
-13.4	2	0.170566
-13.3	2	0.169565
-13.2	2	0.168566
-13.1	2	0.16757
-13	2	0.166576
-12.9	2	0.165584
-12.8	2	0.164594
-12.7	2	0.163606
-12.6	2	0.16262
-12.5	2	0.161637
-12.4	2	0.160655
-12.3	2	0.159675
-12.2	2	0.158697
-12.1	2	0.157721
-12	2	0.156747
-11.9	2	0.155774
-11.8	2	0.154803
-11.7	2	0.153834
-11.6	2	0.152867
-11.5	2	0.151901
-11.4	2	0.150936
-11.3	2	0.149973
-11.2	2	0.149012
-11.1	2	0.148052
-11	2	0.147093
-10.9	2	0.146135
-10.8	2	0.145179
-10.7	2	0.144224
-10.6	2	0.14327
-10.5	2	0.142317
-10.4	2	0.141364
-10.3	2	0.140413
-10.2	2	0.139463
-10.1	2	0.138513
-10	2	0.137564
-9.9	2	0.136615
-9.8	2	0.135667
-9.7	2	0.134719
-9.6	2	0.133772
-9.5	2	0.132825
-9.4	2	0.131877
-9.3	2	0.13093
-9.2	2	0.129983
-9.1	2	0.129035
-9	2	0.128087
-8.9	2	0.127139
-8.8	2	0.12619
-8.7	2	0.125241
-8.6	2	0.12429
-8.5	2	0.123339
-8.4	2	0.122387
-8.3	2	0.121434
-8.2	2	0.120479
-8.1	2	0.119523
-8	2	0.118566
-7.9	2	0.117608
-7.8	2	0.116648
-7.7	2	0.115686
-7.6	2	0.114723
-7.5	2	0.113757
-7.4	2	0.11279
-7.3	2	0.11182
-7.2	2	0.110849
-7.1	2	0.109875
-7	2	0.108899
-6.9	2	0.10792
-6.8	2	0.106938
-6.7	2	0.105953
-6.6	2	0.104965
-6.5	2	0.103974
-6.4	2	0.10298
-6.3	2	0.101981
-6.2	2	0.100978
-6.1	2	0.0999709
-6	2	0.0989589
-5.9	2	0.0979418
-5.8	2	0.0969194
-5.7	2	0.0958912
-5.6	2	0.094857
-5.5	2	0.0938164
-5.4	2	0.0927693
-5.3	2	0.0917153
-5.2	2	0.0906541
-5.1	2	0.0895857
-5	2	0.0885098
-4.9	2	0.0874263
-4.8	2	0.0863352
-4.7	2	0.0852363
-4.6	2	0.0841296
-4.5	2	0.0830151
-4.4	2	0.0818928
-4.3	2	0.0807625
-4.2	2	0.0796242
-4.1	2	0.0784777
-4	2	0.0773229
-3.9	2	0.0761594
-3.8	2	0.0749869
-3.7	2	0.0738051
-3.6	2	0.0726135
-3.5	2	0.0714117
-3.4	2	0.0701992
-3.3	2	0.0689757
-3.2	2	0.0677409
-3.1	2	0.0664946
-3	2	0.0652371
-2.9	2	0.0639685
-2.8	2	0.0626894
-2.7	2	0.0614006
-2.6	2	0.0601034
-2.5	2	0.058799
-2.4	2	0.0574892
-2.3	2	0.0561759
-2.2	2	0.0548612
-2.1	2	0.0535475
-2	2	0.0522374
-1.9	2	0.0509337
-1.8	2	0.0496397
-1.7	2	0.0483589
-1.6	2	0.0470951
-1.5	2	0.045853
-1.4	2	0.0446377
-1.3	2	0.0434548
-1.2	2	0.042311
-1.1	2	0.0412134
-1	2	0.0401698
-0.9	2	0.0391884
-0.8	2	0.038278
-0.7	2	0.0374474
-0.6	2	0.0367054
-0.5	2	0.0360604
-0.4	2	0.0355202
-0.3	2	0.0350916
-0.2	2	0.0347803
-0.1	2	0.0345902
1.52933e-14	2	0.034524
0.1	2	0.0345824
0.2	2	0.0347648
0.3	2	0.0350687
0.4	2	0.0354906
0.5	2	0.0360257
0.6	2	0.0366681
0.7	2	0.0374111
0.8	2	0.0382466
0.9	2	0.0391657
1	2	0.0401585
1.1	2	0.0412144
1.2	2	0.0423231
1.3	2	0.0434749
1.4	2	0.0446612
1.5	2	0.0458756
1.6	2	0.0471131
1.7	2	0.0483705
1.8	2	0.0496452
1.9	2	0.050935
2	2	0.0522374
2.1	2	0.0535493
2.2	2	0.054867
2.3	2	0.0561866
2.4	2	0.057504
2.5	2	0.0588155
2.6	2	0.0601186
2.7	2	0.0614112
2.8	2	0.0626926
2.9	2	0.0639626
3	2	0.065222
3.1	2	0.0664714
3.2	2	0.0677119
3.3	2	0.0689443
3.4	2	0.0701689
3.5	2	0.0713859
3.6	2	0.0725951
3.7	2	0.0737961
3.8	2	0.0749881
3.9	2	0.0761705
4	2	0.0773428
4.1	2	0.0785044
4.2	2	0.0796552
4.3	2	0.080795
4.4	2	0.0819241
4.5	2	0.0830428
4.6	2	0.0841517
4.7	2	0.0852514
4.8	2	0.0863426
4.9	2	0.0874259
5	2	0.088502
5.1	2	0.0895714
5.2	2	0.0906346
5.3	2	0.0916921
5.4	2	0.092744
5.5	2	0.0937907
5.6	2	0.0948323
5.7	2	0.0958689
5.8	2	0.0969004
5.9	2	0.097927
6	2	0.0989487
6.1	2	0.0999656
6.2	2	0.100978
6.3	2	0.101985
6.4	2	0.102987
6.5	2	0.103985
6.6	2	0.104979
6.7	2	0.105969
6.8	2	0.106955
6.9	2	0.107937
7	2	0.108915
7.1	2	0.10989
7.2	2	0.110863
7.3	2	0.111832
7.4	2	0.1128
7.5	2	0.113764
7.6	2	0.114727
7.7	2	0.115688
7.8	2	0.116648
7.9	2	0.117606
8	2	0.118562
8.1	2	0.119518
8.2	2	0.120472
8.3	2	0.121426
8.4	2	0.122378
8.5	2	0.12333
8.6	2	0.124281
8.7	2	0.125231
8.8	2	0.126181
8.9	2	0.127131
9	2	0.12808
9.1	2	0.129029
9.2	2	0.129977
9.3	2	0.130926
9.4	2	0.131874
9.5	2	0.132822
9.6	2	0.133771
9.7	2	0.134719
9.8	2	0.135668
9.9	2	0.136617
10	2	0.137566
10.1	2	0.138516
10.2	2	0.139466
10.3	2	0.140417
10.4	2	0.141368
10.5	2	0.142321
10.6	2	0.143274
10.7	2	0.144228
10.8	2	0.145183
10.9	2	0.146139
11	2	0.147097
11.1	2	0.148055
11.2	2	0.149015
11.3	2	0.149976
11.4	2	0.150939
11.5	2	0.151903
11.6	2	0.152868
11.7	2	0.153836
11.8	2	0.154804
11.9	2	0.155775
12	2	0.156747
12.1	2	0.157721
12.2	2	0.158697
12.3	2	0.159674
12.4	2	0.160654
12.5	2	0.161636
12.6	2	0.162619
12.7	2	0.163605
12.8	2	0.164592
12.9	2	0.165582
13	2	0.166574
13.1	2	0.167568
13.2	2	0.168565
13.3	2	0.169563
13.4	2	0.170564
13.5	2	0.171567
13.6	2	0.172573
13.7	2	0.173581
13.8	2	0.174591
13.9	2	0.175604
14	2	0.176619
14.1	2	0.177637
14.2	2	0.178657
14.3	2	0.17968
14.4	2	0.180706
14.5	2	0.181734
14.6	2	0.182765
14.7	2	0.183798
14.8	2	0.184834
14.9	2	0.185873
15	2	0.186915
15.1	2	0.187959
15.2	2	0.189006
15.3	2	0.190057
15.4	2	0.19111
15.5	2	0.192165
15.6	2	0.193224
15.7	2	0.194286
15.8	2	0.195351
15.9	2	0.196418
16	2	0.197489
16.1	2	0.198563
16.2	2	0.19964
16.3	2	0.200719
16.4	2	0.201802
16.5	2	0.202888
16.6	2	0.203978
16.7	2	0.20507
16.8	2	0.206166
16.9	2	0.207264
17	2	0.208366
17.1	2	0.209471
17.2	2	0.21058
17.3	2	0.211692
17.4	2	0.212807
17.5	2	0.213925
17.6	2	0.215047
17.7	2	0.216172
17.8	2	0.2173
17.9	2	0.218432
18	2	0.219567
18.1	2	0.220705
18.2	2	0.221847
18.3	2	0.222993
18.4	2	0.224141
18.5	2	0.225294
18.6	2	0.226449
18.7	2	0.227609
18.8	2	0.228771
18.9	2	0.229938
19	2	0.231107
19.1	2	0.232281
19.2	2	0.233458
19.3	2	0.234638
19.4	2	0.235822
19.5	2	0.23701
19.6	2	0.238201
19.7	2	0.239396
19.8	2	0.240594
19.9	2	0.241796

-20	2.1	0.243126
-19.9	2.1	0.24192
-19.8	2.1	0.240719
-19.7	2.1	0.23952
-19.6	2.1	0.238326
-19.5	2.1	0.237135
-19.4	2.1	0.235947
-19.3	2.1	0.234764
-19.2	2.1	0.233583
-19.1	2.1	0.232407
-19	2.1	0.231234
-18.9	2.1	0.230064
-18.8	2.1	0.228898
-18.7	2.1	0.227736
-18.6	2.1	0.226577
-18.5	2.1	0.225421
-18.4	2.1	0.224269
-18.3	2.1	0.223121
-18.2	2.1	0.221976
-18.1	2.1	0.220834
-18	2.1	0.219696
-17.9	2.1	0.218561
-17.8	2.1	0.21743
-17.7	2.1	0.216302
-17.6	2.1	0.215177
-17.5	2.1	0.214056
-17.4	2.1	0.212938
-17.3	2.1	0.211823
-17.2	2.1	0.210712
-17.1	2.1	0.209604
-17	2.1	0.208499
-16.9	2.1	0.207397
-16.8	2.1	0.206299
-16.7	2.1	0.205204
-16.6	2.1	0.204112
-16.5	2.1	0.203023
-16.4	2.1	0.201937
-16.3	2.1	0.200855
-16.2	2.1	0.199775
-16.1	2.1	0.198699
-16	2.1	0.197626
-15.9	2.1	0.196556
-15.8	2.1	0.195489
-15.7	2.1	0.194424
-15.6	2.1	0.193363
-15.5	2.1	0.192305
-15.4	2.1	0.19125
-15.3	2.1	0.190197
-15.2	2.1	0.189148
-15.1	2.1	0.188101
-15	2.1	0.187057
-14.9	2.1	0.186016
-14.8	2.1	0.184978
-14.7	2.1	0.183943
-14.6	2.1	0.18291
-14.5	2.1	0.18188
-14.4	2.1	0.180852
-14.3	2.1	0.179828
-14.2	2.1	0.178806
-14.1	2.1	0.177786
-14	2.1	0.176769
-13.9	2.1	0.175755
-13.8	2.1	0.174743
-13.7	2.1	0.173733
-13.6	2.1	0.172726
-13.5	2.1	0.171721
-13.4	2.1	0.170719
-13.3	2.1	0.169719
-13.2	2.1	0.168721
-13.1	2.1	0.167726
-13	2.1	0.166732
-12.9	2.1	0.165741
-12.8	2.1	0.164752
-12.7	2.1	0.163765
-12.6	2.1	0.162781
-12.5	2.1	0.161798
-12.4	2.1	0.160817
-12.3	2.1	0.159838
-12.2	2.1	0.158861
-12.1	2.1	0.157886
-12	2.1	0.156913
-11.9	2.1	0.155941
-11.8	2.1	0.154972
-11.7	2.1	0.154004
-11.6	2.1	0.153037
-11.5	2.1	0.152073
-11.4	2.1	0.151109
-11.3	2.1	0.150148
-11.2	2.1	0.149188
-11.1	2.1	0.148229
-11	2.1	0.147271
-10.9	2.1	0.146315
-10.8	2.1	0.14536
-10.7	2.1	0.144406
-10.6	2.1	0.143454
-10.5	2.1	0.142502
-10.4	2.1	0.141552
-10.3	2.1	0.140602
-10.2	2.1	0.139653
-10.1	2.1	0.138705
-10	2.1	0.137758
-9.9	2.1	0.136811
-9.8	2.1	0.135865
-9.7	2.1	0.134919
-9.6	2.1	0.133974
-9.5	2.1	0.133029
-9.4	2.1	0.132084
-9.3	2.1	0.131139
-9.2	2.1	0.130194
-9.1	2.1	0.129249
-9	2.1	0.128303
-8.9	2.1	0.127357
-8.8	2.1	0.126411
-8.7	2.1	0.125464
-8.6	2.1	0.124517
-8.5	2.1	0.123568
-8.4	2.1	0.122619
-8.3	2.1	0.121669
-8.2	2.1	0.120718
-8.1	2.1	0.119765
-8	2.1	0.118812
-7.9	2.1	0.117857
-7.8	2.1	0.1169
-7.7	2.1	0.115942
-7.6	2.1	0.114982
-7.5	2.1	0.114021
-7.4	2.1	0.113058
-7.3	2.1	0.112092
-7.2	2.1	0.111125
-7.1	2.1	0.110156
-7	2.1	0.109184
-6.9	2.1	0.10821
-6.8	2.1	0.107233
-6.7	2.1	0.106254
-6.6	2.1	0.105271
-6.5	2.1	0.104286
-6.4	2.1	0.103297
-6.3	2.1	0.102305
-6.2	2.1	0.101309
-6.1	2.1	0.100308
-6	2.1	0.0993036
-5.9	2.1	0.0982942
-5.8	2.1	0.0972799
-5.7	2.1	0.0962602
-5.6	2.1	0.095235
-5.5	2.1	0.0942038
-5.4	2.1	0.0931665
-5.3	2.1	0.0921228
-5.2	2.1	0.0910725
-5.1	2.1	0.0900153
-5	2.1	0.0889511
-4.9	2.1	0.0878798
-4.8	2.1	0.0868013
-4.7	2.1	0.0857156
-4.6	2.1	0.0846225
-4.5	2.1	0.0835222
-4.4	2.1	0.0824147
-4.3	2.1	0.0812998
-4.2	2.1	0.0801777
-4.1	2.1	0.0790482
-4	2.1	0.0779113
-3.9	2.1	0.0767668
-3.8	2.1	0.0756146
-3.7	2.1	0.0744544
-3.6	2.1	0.073286
-3.5	2.1	0.072109
-3.4	2.1	0.0709232
-3.3	2.1	0.0697283
-3.2	2.1	0.0685242
-3.1	2.1	0.0673107
-3	2.1	0.066088
-2.9	2.1	0.0648564
-2.8	2.1	0.0636163
-2.7	2.1	0.0623687
-2.6	2.1	0.0611146
-2.5	2.1	0.0598553
-2.4	2.1	0.0585925
-2.3	2.1	0.0573281
-2.2	2.1	0.0560645
-2.1	2.1	0.0548039
-2	2.1	0.0535493
-1.9	2.1	0.0523035
-1.8	2.1	0.05107
-1.7	2.1	0.0498522
-1.6	2.1	0.0486542
-1.5	2.1	0.0474805
-1.4	2.1	0.0463358
-1.3	2.1	0.0452255
-1.2	2.1	0.0441556
-1.1	2.1	0.0431324
-1	2.1	0.0421627
-0.9	2.1	0.0412539
-0.8	2.1	0.0404132
-0.7	2.1	0.0396484
-0.6	2.1	0.0389668
-0.5	2.1	0.0383755
-0.4	2.1	0.037881
-0.3	2.1	0.037489
-0.2	2.1	0.0372043
-0.1	2.1	0.0370305
1.52933e-14	2.1	0.0369697
0.1	2.1	0.037023
0.2	2.1	0.0371901
0.3	2.1	0.0374692
0.4	2.1	0.0378575
0.5	2.1	0.0383509
0.6	2.1	0.0389444
0.7	2.1	0.0396314
0.8	2.1	0.0404046
0.9	2.1	0.0412556
1	2.1	0.0421753
1.1	2.1	0.0431546
1.2	2.1	0.0441846
1.3	2.1	0.0452573
1.4	2.1	0.0463661
1.5	2.1	0.0475056
1.6	2.1	0.0486719
1.7	2.1	0.049862
1.8	2.1	0.0510731
1.9	2.1	0.0523027
2	2.1	0.0535475
2.1	2.1	0.0548039
2.2	2.1	0.056068
2.3	2.1	0.0573356
2.4	2.1	0.0586028
2.5	2.1	0.0598663
2.6	2.1	0.0611235
2.7	2.1	0.0623729
2.8	2.1	0.0636137
2.9	2.1	0.0648458
3	2.1	0.0660699
3.1	2.1	0.0672864
3.2	2.1	0.0684963
3.3	2.1	0.0696998
3.4	2.1	0.0708973
3.5	2.1	0.0720887
3.6	2.1	0.0732735
3.7	2.1	0.0744511
3.8	2.1	0.0756209
3.9	2.1	0.0767822
4	2.1	0.0779342
4.1	2.1	0.0790766
4.2	2.1	0.080209
4.3	2.1	0.0813315
4.4	2.1	0.0824441
4.5	2.1	0.0835473
4.6	2.1	0.0846415
4.7	2.1	0.0857273
4.8	2.1	0.0868054
4.9	2.1	0.0878762
5	2.1	0.0889405
5.1	2.1	0.0899987
5.2	2.1	0.0910512
5.3	2.1	0.0920985
5.4	2.1	0.0931407
5.5	2.1	0.0941781
5.6	2.1	0.0952107
5.7	2.1	0.0962387
5.8	2.1	0.0972621
5.9	2.1	0.0982808
6	2.1	0.099295
6.1	2.1	0.100305
6.2	2.1	0.10131
6.3	2.1	0.10231
6.4	2.1	0.103306
6.5	2.1	0.104298
6.6	2.1	0.105286
6.7	2.1	0.10627
6.8	2.1	0.10725
6.9	2.1	0.108227
7	2.1	0.109201
7.1	2.1	0.110171
7.2	2.1	0.111139
7.3	2.1	0.112104
7.4	2.1	0.113067
7.5	2.1	0.114028
7.6	2.1	0.114987
7.7	2.1	0.115944
7.8	2.1	0.1169
7.9	2.1	0.117854
8	2.1	0.118807
8.1	2.1	0.119759
8.2	2.1	0.12071
8.3	2.1	0.121661
8.4	2.1	0.12261
