# t	x_rot	y_rot
0	-8.8	-4.5
0.01	-8.80005	-4.5
0.02	-8.8001	-4.50001
0.03	-8.80014	-4.50001
0.04	-8.80019	-4.50001
0.05	-8.80024	-4.50002
0.06	-8.80029	-4.50002
0.07	-8.80033	-4.50002
0.08	-8.80038	-4.50003
0.09	-8.80043	-4.50003
0.1	-8.80048	-4.50003
0.11	-8.80052	-4.50004
0.12	-8.80057	-4.50004
0.13	-8.80062	-4.50004
0.14	-8.80067	-4.50005
0.15	-8.80071	-4.50005
0.16	-8.80076	-4.50005
0.17	-8.80081	-4.50006
0.18	-8.80085	-4.50006
0.19	-8.8009	-4.50006
0.2	-8.80095	-4.50007
0.21	-8.801	-4.50007
0.22	-8.80104	-4.50007
0.23	-8.80109	-4.50008
0.24	-8.80114	-4.50008
0.25	-8.80119	-4.50008
0.26	-8.80123	-4.50009
0.27	-8.80128	-4.50009
0.28	-8.80133	-4.50009
0.29	-8.80138	-4.50009
0.3	-8.80142	-4.5001
0.31	-8.80147	-4.5001
0.32	-8.80152	-4.5001
0.33	-8.80157	-4.50011
0.34	-8.80161	-4.50011
0.35	-8.80166	-4.50011
0.36	-8.80171	-4.50011
0.37	-8.80175	-4.50012
0.38	-8.8018	-4.50012
0.39	-8.80185	-4.50012
0.4	-8.8019	-4.50012
0.41	-8.80194	-4.50013
0.42	-8.80199	-4.50013
0.43	-8.80204	-4.50013
0.44	-8.80208	-4.50013
0.45	-8.80213	-4.50014
0.46	-8.80218	-4.50014
0.47	-8.80223	-4.50014
0.48	-8.80227	-4.50014
0.49	-8.80232	-4.50015
0.5	-8.80237	-4.50015
0.51	-8.80241	-4.50015
0.52	-8.80246	-4.50015
0.53	-8.80251	-4.50016
0.54	-8.80256	-4.50016
0.55	-8.8026	-4.50016
0.56	-8.80265	-4.50016
0.57	-8.8027	-4.50016
0.58	-8.80274	-4.50017
0.59	-8.80279	-4.50017
0.6	-8.80284	-4.50017
0.61	-8.80289	-4.50017
0.62	-8.80293	-4.50017
0.63	-8.80298	-4.50018
0.64	-8.80303	-4.50018
0.65	-8.80307	-4.50018
0.66	-8.80312	-4.50018
0.67	-8.80317	-4.50018
0.68	-8.80321	-4.50019
0.69	-8.80326	-4.50019
0.7	-8.80331	-4.50019
0.71	-8.80336	-4.50019
0.72	-8.8034	-4.50019
0.73	-8.80345	-4.50019
0.74	-8.8035	-4.5002
0.75	-8.80354	-4.5002
0.76	-8.80359	-4.5002
0.77	-8.80364	-4.5002
0.78	-8.80368	-4.5002
0.79	-8.80373	-4.5002
0.8	-8.80378	-4.50021
0.81	-8.80382	-4.50021
0.82	-8.80387	-4.50021
0.83	-8.80392	-4.50021
0.84	-8.80397	-4.50021
0.85	-8.80401	-4.50021
0.86	-8.80406	-4.50021
0.87	-8.80411	-4.50022
0.88	-8.80415	-4.50022
0.89	-8.8042	-4.50022
0.9	-8.80425	-4.50022
0.91	-8.80429	-4.50022
0.92	-8.80434	-4.50022
0.93	-8.80439	-4.50022
0.94	-8.80443	-4.50023
0.95	-8.80448	-4.50023
0.96	-8.80453	-4.50023
0.97	-8.80457	-4.50023
0.98	-8.80462	-4.50023
0.99	-8.80467	-4.50023
1	-8.80471	-4.50023
1.01	-8.80476	-4.50023
1.02	-8.80481	-4.50023
1.03	-8.80485	-4.50023
1.04	-8.8049	-4.50024
1.05	-8.80495	-4.50024
1.06	-8.80499	-4.50024
1.07	-8.80504	-4.50024
1.08	-8.80509	-4.50024
1.09	-8.80513	-4.50024
1.1	-8.80518	-4.50024
1.11	-8.80523	-4.50024
1.12	-8.80527	-4.50024
1.13	-8.80532	-4.50024
1.14	-8.80537	-4.50024
1.15	-8.80541	-4.50024
1.16	-8.80546	-4.50025
1.17	-8.80551	-4.50025
1.18	-8.80555	-4.50025
1.19	-8.8056	-4.50025
1.2	-8.80565	-4.50025
1.21	-8.80569	-4.50025
1.22	-8.80574	-4.50025
1.23	-8.80578	-4.50025
1.24	-8.80583	-4.50025
1.25	-8.80588	-4.50025
1.26	-8.80592	-4.50025
1.27	-8.80597	-4.50025
1.28	-8.80602	-4.50025
1.29	-8.80606	-4.50025
1.3	-8.80611	-4.50025
1.31	-8.80616	-4.50025
1.32	-8.8062	-4.50025
1.33	-8.80625	-4.50025
1.34	-8.8063	-4.50025
1.35	-8.80634	-4.50025
1.36	-8.80639	-4.50025
1.37	-8.80643	-4.50025
1.38	-8.80648	-4.50025
1.39	-8.80653	-4.50025
1.4	-8.80657	-4.50025
1.41	-8.80662	-4.50025
1.42	-8.80667	-4.50025
1.43	-8.80671	-4.50025
1.44	-8.80676	-4.50025
1.45	-8.8068	-4.50025
1.46	-8.80685	-4.50025
1.47	-8.8069	-4.50025
1.48	-8.80694	-4.50025
1.49	-8.80699	-4.50025
1.5	-8.80704	-4.50025
1.51	-8.80708	-4.50025
1.52	-8.80713	-4.50025
1.53	-8.80717	-4.50025
1.54	-8.80722	-4.50025
1.55	-8.80727	-4.50025
1.56	-8.80731	-4.50025
1.57	-8.80736	-4.50025
1.58	-8.80741	-4.50025
1.59	-8.80745	-4.50025
1.6	-8.8075	-4.50025
1.61	-8.80754	-4.50025
1.62	-8.80759	-4.50025
1.63	-8.80764	-4.50025
1.64	-8.80768	-4.50025
1.65	-8.80773	-4.50025
1.66	-8.80777	-4.50024
1.67	-8.80782	-4.50024
1.68	-8.80787	-4.50024
1.69	-8.80791	-4.50024
1.7	-8.80796	-4.50024
1.71	-8.808	-4.50024
1.72	-8.80805	-4.50024
1.73	-8.8081	-4.50024
1.74	-8.80814	-4.50024
1.75	-8.80819	-4.50024
1.76	-8.80823	-4.50024
1.77	-8.80828	-4.50024
1.78	-8.80833	-4.50024
1.79	-8.80837	-4.50023
1.8	-8.80842	-4.50023
