# R  L  v_R  v_phi   x  y
5.97279 1.37521 -0.00402572 0.230246 5.29961 2.75469
10.869 2.43559 -0.000193366 0.224086 4.52603 9.88177
2.05264 0.44816 -0.0130855 0.218334 2.04918 0.119052
2.26083 0.50775 -0.0158664 0.224586 0.896998 -2.07527
4.22798 0.940787 0.0260394 0.222514 3.86529 1.7133
6.68219 1.47368 0.0173201 0.220538 -6.44062 1.78047
4.56206 1.00639 0.00328602 0.220599 4.50328 -0.729971
2.35091 0.549284 -0.0115394 0.233647 -2.09003 1.07637
3.44361 0.765496 0.00739761 0.222295 -0.150026 3.44034
12.316 2.71796 -0.00578564 0.220685 -7.8695 -9.4739
11.6809 2.59415 -0.00643343 0.222085 -8.4409 -8.07429
3.04223 0.689104 -0.0131047 0.226513 -1.51462 2.63838
3.23411 0.722119 -0.00955338 0.223282 2.97884 1.25938
7.44127 1.58722 -0.00191667 0.2133 -2.24051 -7.09596
4.77771 0.994962 0.00874132 0.208251 1.9939 -4.34176
4.68016 1.01073 0.00640649 0.215961 4.63395 0.65608
9.31276 2.05697 0.00681245 0.220877 -9.05483 2.17658
5.35395 1.12624 0.0086944 0.210357 -0.661628 -5.31291
4.90901 1.11827 -0.00346453 0.2278 -4.90838 -0.078967
9.50213 2.10162 5.44993e-05 0.221174 0.850893 -9.46396
5.64935 1.24508 0.00970576 0.220393 4.54226 -3.35901
8.06208 1.77023 -0.00352871 0.219575 7.32585 3.36587
2.74908 0.62849 -0.000127465 0.228619 -0.60322 2.68208
2.96936 0.679866 0.00806469 0.228961 2.91979 0.540265
3.41135 0.743148 -0.00927553 0.217846 -3.2409 -1.06484
6.08559 1.34222 -0.00468017 0.220558 -3.76864 4.77825
7.8992 1.67182 -0.00693947 0.211644 -4.80625 6.26877
6.4964 1.37956 -0.00126149 0.212358 -2.21135 6.10845
5.29187 1.16207 -0.000393089 0.219595 -5.17268 -1.11683
5.80312 1.29316 0.00394425 0.222839 -2.72291 5.12464
2.81302 0.611733 -0.00362112 0.217465 2.50237 1.28499
3.43005 0.713946 0.00779012 0.208144 -3.35292 -0.723338
3.16214 0.694596 -0.0119881 0.21966 -3.1618 0.0462453
2.13276 0.448846 -0.00462419 0.210453 -1.97796 0.797705
3.13513 0.704656 -0.00549185 0.224761 -3.13501 0.0277614
4.85086 1.09881 0.00130313 0.226518 0.6372 -4.80882
4.73051 1.05148 0.00158099 0.222277 -1.41566 4.51372
8.40723 1.8118 4.6535e-05 0.215505 -6.12696 -5.75689
5.97903 1.26739 0.00347304 0.211973 -5.77032 -1.56593
4.3964 0.964753 -0.0098277 0.219441 -1.70835 -4.05091
5.59693 1.22151 0.00491163 0.218247 0.567204 5.56811
5.81479 1.27999 0.000379773 0.220127 -3.84855 4.35894
3.99591 0.854091 -0.00343956 0.213741 3.91371 0.806345
2.54656 0.545969 0.00935507 0.214394 0.671358 -2.45647
2.45728 0.520986 -0.0205853 0.212017 1.48825 1.95534
5.47513 1.13131 -0.00478459 0.206628 -0.388928 5.4613
5.07325 1.09884 0.00532561 0.216596 -2.59154 -4.36139
7.24464 1.61383 -0.00562618 0.222762 4.04621 6.00941
3.5273 0.716086 -0.0147312 0.203013 1.60245 -3.14229
4.5241 1.02306 0.00153406 0.226136 -3.6288 2.70173
4.8972 0.985448 0.00507018 0.201227 -3.32887 3.59183
5.93012 1.37915 -0.00504328 0.232568 5.64939 1.80299
4.76745 1.05034 0.00175412 0.220316 -2.59618 -3.99855
7.08914 1.57286 0.00224255 0.221868 -5.52891 4.43702
6.56032 1.40533 -0.0169097 0.214217 3.87326 -5.29487
2.58857 0.567414 0.0128999 0.2192 1.77103 1.88789
6.94128 1.47868 -0.00425709 0.213027 -5.88504 3.68071
5.69619 1.25328 0.0154106 0.220021 -3.74066 -4.29582
11.8514 2.60878 -2.93742e-05 0.220125 7.59484 9.09798
2.64595 0.536516 -0.00716948 0.202768 0.888142 -2.49244
10.3124 2.25347 -0.00453637 0.218522 8.03026 6.46989
2.26981 0.507149 -0.00970284 0.223433 -0.787605 -2.12878
6.41788 1.38663 -0.00830424 0.216056 0.399286 -6.40545
2.49426 0.526358 0.0209215 0.211028 -2.44655 0.485525
3.81013 0.83169 -0.0214174 0.218284 2.70108 -2.68724
6.83142 1.47504 -0.00133834 0.215921 6.52524 2.02226
7.46393 1.62503 0.00121861 0.217717 4.2435 6.14028
4.76661 1.03317 0.00289351 0.216752 -2.61305 -3.98654
7.59749 1.67233 0.010967 0.220116 -5.38458 5.35987
3.31101 0.714456 -0.000892764 0.215782 -1.69056 -2.84689
8.98784 1.88053 -0.0139457 0.209231 -8.02087 4.05548
3.37391 0.720507 0.00189585 0.213553 2.92465 -1.68216
4.0531 0.879865 0.00380152 0.217085 -1.58356 3.73094
6.80895 1.51711 -0.00396555 0.222811 5.03617 4.58245
7.76025 1.7688 -0.00745086 0.227931 4.15208 -6.55604
3.09408 0.70006 0.0106636 0.226258 -3.07819 -0.313174
6.34182 1.37926 0.00892496 0.217487 -3.27308 5.4319
10.2278 2.20634 -0.00524255 0.215719 -9.47967 -3.83987
4.76947 1.10425 0.0016614 0.231524 -4.76445 -0.218703
3.72214 0.839098 -0.0183144 0.225434 -2.9028 2.32983
3.50261 0.758743 -9.75869e-05 0.216622 3.0988 -1.63269
3.60778 0.790022 0.00200042 0.218977 3.27043 -1.52328
4.9496 1.09519 0.00776993 0.221268 -2.00193 -4.52668
9.21165 2.06679 0.000556401 0.224367 -0.928064 9.16478
14.1915 3.15446 -3.16433e-06 0.222278 5.78839 12.9574
5.68853 1.1917 -0.00639928 0.209491 -5.42118 1.72341
2.3398 0.509529 0.00799625 0.217766 2.08337 -1.06501
5.23507 1.18326 -0.00946131 0.226026 -5.22731 0.285047
2.99026 0.703529 0.00292093 0.235274 2.33956 1.86228
3.65043 0.827478 -0.00874567 0.22668 -0.807785 3.55993
2.01272 0.478588 -0.00688771 0.237782 -1.81496 -0.87002
17.688 3.88007 -0.000331239 0.219362 9.09757 15.169
4.71632 1.05571 -0.00888667 0.223843 -3.62106 -3.02185
13.9832 3.01781 9.44303e-05 0.215817 -5.14216 13.0034
2.28575 0.50881 0.0249762 0.222601 0.958106 2.07525
2.67964 0.583312 -0.00355488 0.217683 -2.51981 0.911604
7.45042 1.64174 0.00886621 0.220356 7.41192 -0.756503
6.06252 1.28532 0.00595787 0.212011 4.55504 4.00072
2.61166 0.547977 0.00512326 0.209819 -1.41068 2.1979
3.53048 0.756527 0.0260685 0.214285 -2.71285 2.25935
5.21504 1.18014 0.00383803 0.226295 5.21499 0.0212214
3.36456 0.695639 -0.0157827 0.206755 2.51192 -2.23842
10.2157 2.31104 -0.00493538 0.226225 -10.1882 -0.74926
2.21428 0.498551 0.0224977 0.225152 1.76277 -1.34004
4.57376 0.989134 -0.000719399 0.216263 -4.23539 -1.72648
3.91763 0.854302 0.00388876 0.218066 -3.3695 1.99857
2.79441 0.587817 -0.00940962 0.210355 -2.3622 1.49289
3.51859 0.804283 0.0266984 0.228581 -2.78603 -2.14907
2.54173 0.531835 -0.0184603 0.209242 1.25249 2.21171
9.1802 2.04299 0.0019798 0.222544 -3.95305 -8.28549
7.86819 1.71619 0.000957156 0.218118 -7.82522 -0.821118
3.27537 0.672317 0.00948962 0.205264 -1.86844 2.69016
15.0991 3.25823 -0.000306268 0.215789 13.2525 7.23558
8.91044 1.96585 -0.00188863 0.220623 -0.810252 -8.87352
9.71966 2.19309 0.0015828 0.225635 -7.53931 -6.13439
7.3094 1.65402 0.00104586 0.226287 -5.89856 4.31675
4.85589 1.07231 -0.0113256 0.220825 -1.2573 4.6903
7.2908 1.59217 -0.00579715 0.21838 -1.77228 7.07212
2.37128 0.515615 0.0353399 0.217442 -1.79586 1.5485
7.83356 1.71293 -0.00157548 0.218665 -2.55046 -7.40674
8.56098 1.81624 0.00288269 0.212154 -3.94324 -7.59876
2.17144 0.463746 -0.00780315 0.213566 -1.31218 1.73013
2.19962 0.520624 0.00566417 0.236688 0.977366 -1.97055
6.99411 1.50223 -0.00951763 0.214785 5.23611 4.63688
2.19499 0.465267 0.00770173 0.211967 -1.02561 1.94065
2.74021 0.6052 -5.52171e-05 0.220859 -1.41679 -2.34551
2.12887 0.448037 0.0102979 0.210458 -2.01132 -0.697607
6.16519 1.38346 -0.00115835 0.224399 5.59607 -2.58719
2.88535 0.58498 -0.0133165 0.202741 -0.0577066 -2.88478
8.3764 1.89152 -0.0115322 0.225815 0.813468 -8.33681
2.77252 0.593916 0.0203551 0.214215 -2.76585 -0.192125
6.98899 1.49897 -0.0051003 0.214476 0.945687 6.92471
3.45874 0.699737 0.00661892 0.20231 0.3933 3.43631
5.52936 1.23094 0.0154171 0.222619 0.731645 -5.48074
9.32547 2.08905 -0.00670906 0.224016 9.30562 -0.608066
2.88467 0.63062 -0.0137864 0.218611 1.94351 -2.13168
8.47066 1.84303 0.0063207 0.217577 8.47059 -0.0358948
3.85283 0.861456 0.0170898 0.22359 0.665477 -3.79492
5.74023 1.23078 0.00513393 0.214413 5.08685 -2.65973
5.13879 1.11509 -0.00946341 0.216996 0.521163 5.11229
7.13524 1.55811 -0.00379007 0.218369 3.5316 6.19996
3.82331 0.839284 0.000656399 0.219517 -2.73189 -2.67479
2.18622 0.492192 0.0140264 0.225134 2.09678 -0.618925
3.91831 0.857707 0.0049158 0.218897 2.44912 3.05859
4.98202 1.10777 -0.00535059 0.222354 -3.95388 -3.03106
6.65585 1.41816 0.00968829 0.213069 -1.48352 -6.48842
9.99241 2.24392 0.00515838 0.224562 -9.94312 0.991282
15.1971 3.34231 0.002363 0.219931 -8.19364 12.799
7.68196 1.68337 -0.0025937 0.219133 5.94755 -4.86202
5.40973 1.23666 0.00395009 0.228598 3.53056 -4.09883
5.79312 1.25658 0.0066882 0.216909 3.9751 -4.21412
6.56661 1.52957 0.00422497 0.232931 -1.65699 6.35411
6.25196 1.34201 -0.00891324 0.214655 -4.32483 4.51474
2.24114 0.557993 -0.00275903 0.248977 1.59001 -1.57942
3.05467 0.668111 0.0193788 0.218717 -2.24399 2.07257
7.07805 1.48497 -0.0084606 0.209799 5.30429 -4.68651
5.9943 1.36448 -0.0019552 0.227629 -3.95313 4.50604
2.45227 0.530258 0.0337285 0.216231 -2.21828 -1.0454
7.67805 1.67427 -0.00248474 0.21806 -0.899777 -7.62515
15.9144 3.4839 0.00165583 0.218914 -15.9076 -0.464443
2.83384 0.608244 -0.00517523 0.214636 1.81532 2.17606
2.44118 0.558247 0.0123012 0.228679 0.865953 2.28243
6.12419 1.38931 -0.0198804 0.226856 5.70655 2.22284
3.41636 0.802938 0.00560454 0.235027 -0.272859 -3.40545
9.46843 2.13089 0.00144214 0.225052 -1.23122 -9.38803
4.60439 1.05838 -0.00268372 0.229863 -2.91607 -3.56328
6.1093 1.2725 -0.0111259 0.208289 2.7585 -5.45108
4.04219 0.91773 0.00409969 0.227038 -3.38548 -2.20858
5.98177 1.31438 0.00328722 0.219731 5.10192 3.12283
2.17085 0.492647 0.000988967 0.226937 -1.53095 -1.53908
2.50889 0.528653 0.00185792 0.210711 -1.48068 2.02538
2.64048 0.563065 0.0169803 0.213243 -0.971746 -2.45517
2.96658 0.676279 -0.0133921 0.227966 -2.38855 1.75937
4.33026 0.905976 0.00125951 0.20922 3.91989 1.84
4.87426 1.04339 -0.0128024 0.21406 -4.39053 2.117
6.44199 1.41504 0.00897781 0.219659 -0.829677 6.38834
3.86184 0.869695 0.0206409 0.225202 -1.90453 -3.35955
14.4654 3.18532 0.00212526 0.220203 -14.1536 -2.98722
5.86954 1.24082 0.00504614 0.2114 -3.74779 -4.51726
16.8883 3.70378 0.00227757 0.21931 -16.8601 -0.976509
4.72064 1.05392 -0.000169136 0.223257 4.72058 -0.0244049
4.98478 1.11716 -0.000294119 0.224115 4.5269 -2.08691
8.43468 1.86836 0.00865394 0.22151 1.22577 8.34514
8.27258 1.81555 0.00381154 0.219466 -2.38342 -7.9218
6.83119 1.42718 -0.015317 0.20892 6.50447 -2.08736
13.5869 3.02153 -0.00167968 0.222386 0.708224 13.5684
3.60847 0.78764 0.000266931 0.218275 1.87408 3.08365
3.20144 0.728738 -0.0114028 0.227628 -1.71287 -2.70467
5.52844 1.23337 0.00140116 0.223096 -1.24862 5.38559
3.8465 0.878839 0.0165494 0.228477 1.11446 -3.68152
3.30574 0.75294 -0.010639 0.227768 0.574383 3.25546
5.20907 1.16849 -0.00979294 0.224317 4.89067 1.79325
2.69004 0.613944 -0.0101715 0.228229 -1.21325 -2.4009
7.3222 1.6283 0.000472314 0.222378 7.15508 -1.55546
3.50012 0.709886 0.0028082 0.202818 -3.49168 0.24293
5.84345 1.28631 -0.0108691 0.220128 5.58829 -1.70788
2.55553 0.581671 -0.000937234 0.227613 -2.28237 1.14957
15.3686 3.40162 0.00296638 0.221336 -12.5507 8.86987
5.04303 1.11836 -6.87553e-05 0.221763 -1.1072 4.91998
2.63536 0.564118 -0.0187369 0.214057 0.720058 2.53508
3.42983 0.803 -0.0193208 0.234122 -2.31067 -2.53467
8.00966 1.73716 0.00244538 0.216883 7.70858 -2.17542
6.06942 1.3881 0.00451479 0.228704 -5.63103 -2.26482
10.9021 2.40073 -0.00916498 0.220208 -4.15743 -10.0783
7.83469 1.69354 0.00691547 0.216159 7.03493 3.4485
4.71749 1.06486 -0.0039823 0.225725 -4.61493 0.978334
6.02622 1.28518 -0.000221647 0.213265 -5.79911 1.63878
2.36013 0.528697 0.0113043 0.224011 -0.851683 2.20111
8.93797 1.93756 -0.00202417 0.216778 8.40756 3.03319
8.00322 1.7548 -0.00228241 0.219262 5.01947 -6.2335
3.47758 0.77707 0.0166625 0.223451 -1.8859 -2.92181
5.82098 1.28374 0.0156353 0.220537 1.89349 5.50441
3.40321 0.69508 0.00641824 0.204242 3.00171 -1.60361
11.0637 2.35215 0.000323306 0.2126 7.02622 -8.54623
15.4317 3.40083 0.00204968 0.22038 1.55077 -15.3535
3.55837 0.736177 0.0118751 0.206886 0.958096 -3.42696
8.67981 1.89234 0.00753805 0.218016 7.38075 -4.56768
4.62879 1.02592 -0.0175668 0.221638 4.15997 2.02987
6.76882 1.49874 0.000784052 0.221419 2.60467 6.2476
3.76944 0.826924 0.00112069 0.219376 -0.0139793 3.76941
3.34185 0.745757 -0.00798742 0.223157 -0.713174 -3.26486
16.5793 3.64948 -0.000316347 0.220122 -8.835 -14.0291
7.12661 1.55253 -0.00414478 0.217849 -0.683794 7.09373
8.11902 1.75257 -0.015203 0.21586 -7.96161 -1.59099
14.5865 3.20062 0.000547044 0.219424 -8.91252 -11.547
7.21311 1.47419 -0.0143081 0.204377 5.60165 4.54428
2.0048 0.435214 0.0155775 0.217086 0.975173 -1.75164
6.8383 1.53114 0.0197449 0.223907 -0.45763 6.82297
2.32435 0.557017 -0.0011702 0.239644 -1.16878 2.00912
2.93287 0.654823 -0.0156177 0.223271 2.17752 -1.96472
4.90924 1.13149 0.0112025 0.230481 -3.60388 -3.33358
3.36191 0.695151 0.00759063 0.206773 3.34691 -0.317274
6.04989 1.25113 -0.0162039 0.206803 -4.79189 3.6931
3.61416 0.794342 -0.0226334 0.219786 2.52971 2.58122
3.79086 0.859411 -0.00323853 0.226706 -3.31187 1.84448
3.58415 0.808104 -0.00626309 0.225466 -2.65319 2.40971
2.49446 0.552884 -0.00202256 0.221645 -0.700767 -2.39401
4.70005 1.05727 0.00340948 0.224948 4.55996 1.13894
4.38615 0.960302 0.0105907 0.21894 -1.93434 3.93658
12.0701 2.68686 -0.000127794 0.222605 -3.77349 11.4651
11.1454 2.4165 -4.32113e-05 0.216817 -10.734 3
13.2531 2.91159 -0.00560118 0.219691 13.0064 -2.54514
3.3135 0.724968 0.0287071 0.218792 -0.898245 3.18942
10.9124 2.37842 -0.000907696 0.217955 -10.9121 0.0903539
4.74678 1.06111 -0.00400889 0.223544 4.28666 2.03874
4.23125 0.932801 0.00531145 0.220455 -2.79844 3.17368
10.7768 2.33527 -0.00738339 0.216694 -1.21756 -10.7078
12.6543 2.77183 0.00265538 0.219042 7.50298 -10.1901
7.15101 1.62626 -0.00502882 0.227417 -1.26641 7.03798
2.09667 0.481639 0.00830299 0.229716 0.61502 -2.00444
2.93363 0.647998 -0.00230616 0.220886 2.76132 0.9906
4.15263 0.94259 -0.0122878 0.226986 -2.98183 -2.89016
3.3078 0.745586 0.0104326 0.225403 -1.58158 -2.90519
4.12807 0.888772 -0.00239457 0.2153 0.750508 4.05927
7.20964 1.54826 -0.000156005 0.214749 0.28159 -7.20414
2.34725 0.53085 -0.00686829 0.226158 -1.06789 2.09026
5.50599 1.15184 0.0111743 0.209198 -1.71597 -5.23176
6.07193 1.29866 -0.00183652 0.213879 -5.34428 2.88219
2.63244 0.596334 -0.0161201 0.226533 -2.53534 -0.708362
8.18824 1.84684 -0.0043442 0.225548 -4.89196 -6.56627
2.0548 0.444046 0.0114731 0.216102 -2.05101 -0.124847
2.86324 0.622251 0.00516914 0.217324 -2.42748 -1.51838
5.40104 1.1712 0.0115247 0.216846 -4.54155 -2.92327
8.44026 1.84175 0.0116438 0.21821 6.64474 -5.20437
3.10984 0.665804 -0.0201514 0.214096 -0.0475373 -3.10948
12.2011 2.74189 -0.0024503 0.224725 -10.3072 -6.52907
9.02245 2.04037 -0.00621722 0.226144 1.32713 8.92431
2.6119 0.564059 0.0336204 0.215957 -1.59782 -2.06616
7.41275 1.62076 0.00828566 0.218645 -7.14973 -1.95708
7.36044 1.60505 -0.0036074 0.218064 -0.921594 -7.30252
9.6675 2.17297 -0.00563657 0.22477 -9.06389 3.3625
4.95232 1.10099 -0.0104234 0.222319 4.90766 -0.66353
6.50874 1.47707 -0.00306958 0.226937 4.09898 5.0559
10.1965 2.19198 -0.00116338 0.214973 -4.32902 9.23192
5.02032 1.12524 0.000219143 0.224136 4.9093 1.04997
4.52033 1.03106 -0.0200873 0.228093 3.76095 -2.50771
2.91063 0.625375 -0.00210497 0.214859 2.8708 -0.479872
13.8705 3.10974 -0.00290029 0.224198 0.726806 -13.8515
5.44141 1.13046 0.0154217 0.207752 -1.05856 -5.33746
3.86221 0.822114 -0.00756266 0.212861 3.86212 0.0259187
3.19094 0.693745 0.0209414 0.217411 2.79623 -1.53727
7.08873 1.62514 0.00296755 0.229257 -6.82468 1.91675
3.12196 0.702853 0.00873839 0.225132 -0.199234 3.1156
19.2471 4.21415 0.000441206 0.21895 15.1118 -11.9199
7.11253 1.5254 -0.0070774 0.214467 -6.29831 -3.30446
5.69871 1.24066 -0.00465881 0.217709 4.56455 3.41177
10.1678 2.25309 0.000403702 0.221591 -0.914936 10.1266
2.37137 0.544311 -0.0173246 0.229534 0.0729861 2.37025
3.25511 0.675948 0.000944071 0.207658 3.24156 0.29665
4.56533 1.02221 0.00753118 0.223907 -3.38305 3.06548
5.06703 1.09313 0.00451649 0.215734 -1.37683 -4.87638
3.72483 0.843353 0.014402 0.226414 -3.45978 -1.37996
5.85043 1.2593 0.0147475 0.21525 -4.20953 -4.06293
3.97214 0.910295 0.00849702 0.22917 -3.00104 2.60224
7.64418 1.6715 0.00609755 0.218663 -7.62836 -0.491424
4.93854 1.14441 -0.00814064 0.231731 4.4865 -2.06409
15.6065 3.4496 0.00385039 0.221036 11.3069 10.7571
17.1224 3.79984 -0.00400763 0.221922 0.056833 -17.1224
2.39363 0.556231 -0.0188187 0.23238 -1.59527 1.78454
5.58941 1.24507 0.00898754 0.222755 -4.47297 -3.35172
7.56626 1.57998 0.00592427 0.208819 6.55716 -3.77518
4.96414 1.05411 -0.00760253 0.212345 -4.91552 0.693013
3.79717 0.873165 -0.000907117 0.229951 -1.81849 -3.33341
14.4218 3.19017 0.00471353 0.221204 12.9781 6.28951
4.29894 0.936503 -0.014547 0.217845 2.02843 -3.7903
2.655 0.603681 0.000864302 0.227375 -2.6256 0.393994
2.02032 0.444059 0.0128077 0.219796 1.92243 -0.621275
3.69785 0.773074 0.0201268 0.20906 3.18313 1.88196
5.1211 1.15241 0.000121007 0.225031 -3.8552 -3.37092
2.42396 0.525303 -0.00422199 0.216713 -2.39898 0.347056
4.79548 1.07303 -0.00326804 0.22376 4.29786 2.1272
12.7519 2.79482 -0.00236485 0.219169 -11.5851 5.32879
3.99602 0.896931 0.00093067 0.224456 1.72552 3.60427
5.03374 1.08557 -0.0194001 0.215658 4.72092 1.74685
6.31451 1.37659 -0.0147078 0.218004 5.22123 -3.5513
4.63546 1.0389 0.001663 0.224121 -4.61724 -0.410644
2.87155 0.600048 0.0107557 0.208963 1.15493 -2.62906
9.0074 1.9596 -0.00364321 0.217554 8.81557 -1.84905
7.35609 1.59097 0.00427536 0.216279 5.06272 -5.33675
4.14676 0.85044 -0.0244589 0.205086 3.86474 -1.50313
2.11425 0.471154 -0.00723692 0.222847 2.09569 -0.279547
2.83641 0.679426 -0.00540252 0.239537 1.5667 2.36446
4.08395 0.854013 -0.0226682 0.209115 0.284781 -4.07401
2.62134 0.575124 0.00847102 0.2194 -2.58602 -0.428883
5.11496 1.16378 0.027886 0.227524 -4.96958 1.21081
2.35765 0.518728 -0.0200512 0.220019 0.366012 -2.32907
15.2815 3.36951 0.00291117 0.220496 15.2392 -1.13648
3.61014 0.810968 -0.00377971 0.224636 3.60741 -0.140613
6.01815 1.3141 0.0133824 0.218357 3.58398 -4.83459
8.12947 1.7345 -0.00595753 0.213359 0.811687 8.08885
4.17285 0.938802 -0.0118701 0.224979 0.991988 -4.05323
2.61069 0.584922 -0.00267596 0.224049 -2.36044 -1.11534
6.85406 1.53077 -0.00842668 0.223338 -6.85013 -0.232063
6.00114 1.35253 -0.0119965 0.225379 0.569361 -5.97407
3.63098 0.806232 -0.010519 0.222042 -0.842631 -3.53186
3.35204 0.720306 -0.0109301 0.214886 2.97481 -1.54488
4.57793 1.03621 -0.000951476 0.226349 4.53307 -0.639322
7.55648 1.674 0.00122577 0.221531 -1.78847 -7.34178
13.1738 2.88435 -0.00203955 0.218947 8.26634 10.2575
3.59446 0.72489 -0.00392232 0.201669 -0.70845 3.52395
9.00608 1.97794 0.00235696 0.219622 1.99756 8.78175
6.73096 1.37603 0.00161534 0.204433 -2.10836 6.39223
2.57322 0.607709 0.0100988 0.236167 -1.48693 2.10012
7.14478 1.58439 0.0081008 0.221754 -6.869 1.9659
3.95233 0.837152 0.00591993 0.211812 -3.94942 0.151714
4.99629 1.15816 -0.00325828 0.231804 4.97565 -0.453733
7.61562 1.66834 0.0110044 0.219068 -6.95099 3.1115
2.65241 0.626431 0.00695095 0.236174 1.94254 1.80606
3.0999 0.686123 0.011789 0.221337 2.8744 -1.16067
8.72523 1.9384 0.00209244 0.22216 2.98195 8.19985
2.51313 0.532111 0.00650016 0.211732 -2.41574 -0.692828
9.83017 2.16806 -0.00434193 0.220552 -1.94084 9.63667
2.65861 0.574492 -0.025279 0.216088 1.75877 -1.99372
3.05015 0.644841 -0.00918174 0.211413 -0.412391 3.02214
8.74017 1.98344 -0.00139028 0.226934 0.82613 -8.70104
5.40207 1.18538 0.0134324 0.219431 -3.9539 -3.6809
3.06176 0.678665 -0.00585628 0.221659 -2.11505 -2.2138
3.53339 0.729693 -0.0025744 0.206514 2.6827 2.29956
5.61553 1.18597 0.0103848 0.211194 -0.314052 5.60674
2.12765 0.453195 0.0124114 0.213003 2.09545 -0.368763
10.2504 2.30601 0.00383247 0.224967 6.2748 8.10545
7.01441 1.57414 0.00275539 0.224416 -6.04024 -3.56617
11.5539 2.45456 0.00400698 0.212445 -11.4898 1.21485
5.09429 1.12564 -0.0128934 0.220961 4.53733 -2.31612
4.68696 1.07315 0.00559617 0.228964 1.50183 -4.43983
2.62792 0.567237 0.0100005 0.21585 2.45492 -0.937716
4.24313 0.92321 0.00492875 0.217578 1.86271 3.81241
6.73562 1.39287 -0.00403666 0.206792 -6.72157 0.434849
2.63395 0.594535 -0.00436409 0.22572 -2.50737 -0.806686
2.548 0.529025 -0.0155338 0.207623 1.22502 2.2342
5.81564 1.24586 0.0191418 0.214226 1.21739 -5.68679
2.77935 0.661887 0.00370698 0.238144 2.77327 0.183805
2.18298 0.49833 -0.00770903 0.22828 -0.66442 -2.07941
4.47009 0.918883 0.00918645 0.205563 4.31011 -1.18516
2.70282 0.589274 0.0375011 0.218022 -1.63638 2.15115
4.54179 1.00986 0.0074568 0.222349 2.80152 -3.57482
2.2572 0.533326 0.00330261 0.236278 0.38441 2.22423
3.03851 0.707561 -0.018744 0.232864 -2.48082 1.75444
4.28816 0.919031 0.00765894 0.214318 -1.69883 3.9373
4.67604 1.05176 0.0128011 0.224925 1.91565 4.26563
7.73222 1.65376 -0.00102535 0.21388 7.56559 1.59656
11.185 2.46433 -0.00739226 0.220325 7.74562 -8.06899
14.0432 3.09963 -0.000556842 0.220721 8.7015 11.0225
5.10247 1.11298 -0.0109094 0.218126 -1.70697 4.80848
19.642 4.32519 0.000433996 0.220202 19.3353 -3.45735
2.37557 0.518038 -0.00711864 0.218069 -2.1133 -1.08503
3.62714 0.763965 -0.00451021 0.210625 0.295278 3.6151
12.1254 2.63154 0.00354909 0.217027 -12.1248 -0.114377
13.8463 3.05868 -0.00139088 0.220903 12.7394 5.42483
7.74135 1.67883 -0.0110263 0.216865 -2.28881 7.39526
9.24109 2.03967 0.00384267 0.220718 6.23081 6.82457
3.19012 0.702383 0.013234 0.220174 -1.70279 -2.69766
8.35772 1.76227 -0.00302595 0.210855 6.47671 -5.2824
2.29849 0.50603 -0.0140601 0.220158 1.29611 1.8982
6.5523 1.40056 -0.0060304 0.213751 -1.39249 6.40263
6.46317 1.39823 -0.0101308 0.216338 -2.8851 5.78349
6.44842 1.44835 -0.00197049 0.224605 -3.64771 -5.31755
7.85762 1.73373 0.00308844 0.220643 -0.728663 -7.82376
3.06221 0.651927 0.0113459 0.212894 -0.343516 -3.04288
4.06698 0.869946 0.00181719 0.213905 -1.73284 3.67935
3.74554 0.854804 0.0105995 0.228219 0.910009 -3.63331
3.53469 0.78072 0.0235806 0.220874 -3.5178 0.345062
5.72904 1.24835 0.00433631 0.217899 -3.68221 -4.38899
3.18038 0.697682 0.00207247 0.21937 -0.741387 3.09276
3.39395 0.70956 0.00936118 0.209066 -2.82561 -1.88011
6.38852 1.39305 -0.00274578 0.218055 -5.12332 3.81638
7.5663 1.67416 0.0117066 0.221265 2.08762 -7.2726
3.09936 0.683686 -0.00910292 0.220589 2.7949 1.33962
8.77158 1.99396 -0.00641904 0.22732 -1.82641 8.57933
2.30426 0.501412 0.0108345 0.217602 0.670353 -2.2046
6.02799 1.34005 -0.0166054 0.222305 0.762975 5.9795
5.47274 1.206 -0.00991128 0.220364 -4.39503 -3.26107
2.99055 0.648153 -0.0221266 0.216734 -0.285801 -2.97686
4.68139 1.05022 0.020561 0.224339 -1.16342 4.53452
2.86594 0.593367 0.0355614 0.207041 2.75006 -0.806696
4.98431 1.08514 0.000558906 0.217711 3.52487 3.52401
5.11003 1.16268 0.0100909 0.227529 -4.30238 -2.75716
2.11909 0.447231 -0.00151743 0.211049 1.37738 -1.61039
16.2473 3.57307 -0.00224798 0.219918 -2.38032 -16.072
5.28322 1.1267 0.00572597 0.21326 3.91324 3.54951
4.1482 0.956153 -0.0065392 0.230499 3.3853 -2.39734
3.58422 0.806857 0.000832721 0.225113 0.167093 3.58033
8.09218 1.78666 -0.00415445 0.220789 5.78115 -5.66231
3.01011 0.662328 -0.00400549 0.220034 1.22968 2.74748
11.0699 2.38944 -0.00214614 0.215851 0.895802 -11.0336
4.40155 0.951857 -0.0058035 0.216255 1.36924 -4.18316
5.75146 1.24412 -0.0043662 0.216313 -2.3648 5.24281
9.35908 2.03728 0.00061492 0.21768 -3.5197 -8.67203
4.40955 0.968916 -0.00981739 0.219731 -4.37259 -0.569706
