# R  L  v_R  v_phi   x  y
3.45104 0.799294 -0.00661883 0.231609 -3.43066 0.374486
3.53286 0.788667 0.0039191 0.223237 2.27718 2.70103
3.0837 0.669165 0.0108087 0.217001 1.34021 -2.77724
8.05372 1.76566 0.0047272 0.219235 2.09339 -7.77689
9.74442 2.1443 -9.79315e-05 0.220054 -1.114 -9.68053
12.2843 2.71947 -0.00383525 0.221377 4.8845 -11.2715
4.7713 1.05418 -0.00568586 0.220941 4.54317 -1.45771
6.63081 1.50982 -0.00908225 0.227698 0.669177 -6.59696
6.39109 1.44286 -0.003047 0.225761 -5.29082 3.58513
3.32699 0.691975 0.0179144 0.207988 -3.23866 0.761541
3.03792 0.676126 -0.00824618 0.222562 3.02719 0.255129
3.60973 0.786133 -0.00470853 0.217782 -3.50941 0.845092
4.59061 0.998931 -0.0178128 0.217603 4.5872 0.176804
9.76754 2.13479 0.00288687 0.218559 8.33316 -5.09542
3.64503 0.875611 -0.00662928 0.240221 2.70898 -2.43878
2.28998 0.483256 -0.0342651 0.21103 -1.21894 -1.93861
5.58849 1.26539 -0.00442443 0.226429 3.34458 -4.47717
3.78221 0.864441 -0.00438926 0.228554 2.59749 -2.74921
14.448 3.14743 -0.00198896 0.217845 -13.2836 -5.68236
6.35575 1.42872 0.014782 0.224792 6.2456 1.17817
10.8364 2.40484 0.000521607 0.221922 -8.22111 7.05988
4.03488 0.841467 0.00187325 0.208548 -3.62987 1.76189
10.2431 2.22813 -0.00933695 0.217525 5.81872 8.4299
7.69281 1.67584 0.00343608 0.217845 6.42336 -4.23317
4.42287 0.920081 0.00913615 0.208028 -4.17921 -1.44776
5.21494 1.17227 0.0215258 0.224791 -0.315484 -5.20538
14.9578 3.32821 -0.00258057 0.222506 -14.9358 -0.811406
5.6441 1.23987 0.00871276 0.219675 -3.37058 -4.52715
5.69709 1.31687 0.00607246 0.231147 5.64704 0.753515
2.95434 0.658396 0.00816933 0.222857 -1.8054 -2.33852
3.91702 0.824655 0.0180058 0.210531 -0.886833 -3.81531
6.79319 1.45024 0.00361401 0.213485 2.87754 6.15363
11.0498 2.35178 -0.00237088 0.212835 -0.39406 11.0428
14.0039 3.0959 0.00248383 0.221075 -13.6519 -3.12001
4.18005 1.00553 -0.0139819 0.240555 -3.56174 -2.18788
2.33549 0.501053 0.0115778 0.214539 -1.40762 1.86362
2.36396 0.507192 -0.00380094 0.214552 -1.70586 -1.63656
2.61866 0.584866 -0.00863947 0.223346 1.57724 -2.09037
3.81452 0.865428 0.00673216 0.226877 -0.00461769 -3.81452
5.01135 1.06173 -0.0155827 0.211866 -1.76864 4.68887
6.2751 1.35452 0.00742675 0.215856 6.08544 1.53112
3.77129 0.783077 -0.0102632 0.207642 3.76716 -0.17641
3.41459 0.684112 -0.00246004 0.20035 -1.05204 3.24848
4.38999 0.905002 0.00411196 0.206151 -1.22996 4.21416
9.06009 1.92423 -0.006561 0.212386 7.54568 -5.01478
7.05954 1.54315 0.0123675 0.21859 -4.98417 4.99952
10.0843 2.24357 -0.00110725 0.222481 -1.53482 9.96681
8.40396 1.85873 -0.00212029 0.221174 2.57718 7.99905
6.87587 1.54247 0.0102733 0.22433 5.22078 4.47448
2.37541 0.539291 -0.0106031 0.22703 0.128886 -2.37192
6.27672 1.37224 0.0111884 0.218623 -4.65711 -4.20815
4.88619 1.08869 0.0122586 0.222809 0.711641 4.83409
5.456 1.17775 -0.016741 0.215863 2.59449 -4.79963
3.42853 0.696367 0.00510207 0.203109 -2.13009 -2.68655
4.34085 0.983753 0.018589 0.226627 -0.932063 4.2396
11.5825 2.56192 0.00746038 0.221189 11.4575 1.69715
12.7309 2.81992 0.000701757 0.221503 -12.4601 -2.61167
2.56677 0.498739 -0.0151369 0.194306 0.0766569 2.56562
3.54907 0.780746 -0.0194788 0.219986 0.757866 -3.46721
3.55435 0.734921 0.017531 0.206766 -0.166024 3.55047
5.2514 1.16172 -0.000302862 0.221222 2.83145 4.42267
9.45865 2.04927 0.00648224 0.216655 -1.41782 -9.35178
2.49319 0.561277 -0.00403694 0.225124 2.06576 -1.39593
8.14696 1.82508 0.00840905 0.224019 -3.50231 7.35574
3.45792 0.790034 -0.00652607 0.228471 0.0394987 3.45769
10.8263 2.40083 0.00632858 0.22176 -10.4459 2.84454
5.42872 1.17342 -0.00311061 0.216151 5.33552 -1.00165
5.45129 1.17282 -0.00739415 0.215146 -1.69441 5.18126
6.39626 1.37014 -0.00724445 0.21421 3.84244 5.1135
3.22294 0.690185 0.0167829 0.214148 -2.63717 1.85275
10.1224 2.17704 -0.00614936 0.215072 3.46622 9.51039
5.85483 1.28881 0.00359376 0.220128 2.35603 -5.35986
4.58398 0.985747 -0.00942737 0.215042 -3.35932 -3.11894
3.91309 0.881478 0.0127354 0.225264 1.24068 -3.7112
5.38383 1.21139 -0.0143276 0.225006 3.78307 3.83066
8.66717 1.86481 0.000843732 0.215158 -5.89906 -6.34987
9.49135 2.1029 -0.00506747 0.22156 2.29079 9.21075
2.20296 0.454449 0.00801678 0.20629 1.42291 -1.68177
4.08373 0.861033 -0.0139011 0.210845 2.02427 3.54672
4.14122 0.897132 0.00307261 0.216635 -1.30963 3.92869
2.64186 0.568228 0.00457023 0.215086 -1.42135 2.22693
5.49811 1.24832 0.0152414 0.227044 3.30323 4.39522
3.1757 0.731089 0.0130951 0.230213 3.14598 0.433478
2.55727 0.589513 -0.000484287 0.230524 1.57563 -2.01421
6.4069 1.36777 -0.006017 0.213483 2.08895 6.05679
5.33436 1.11258 -0.00411337 0.208569 0.497771 -5.31108
4.03374 0.879291 -0.00412492 0.217984 -0.520597 4
8.99765 1.94039 -0.00124624 0.215655 -8.9651 0.764661
3.68 0.825637 0.000763142 0.224358 2.94055 -2.21259
4.18227 0.89445 0.00494521 0.213867 -3.60365 -2.12253
6.10951 1.44261 -0.00771663 0.236125 -2.23927 5.68435
3.82793 0.81164 -0.0047021 0.212031 0.826075 3.73773
5.43664 1.20224 -0.0056175 0.221137 -4.83299 -2.48983
5.81939 1.29918 -0.00106062 0.22325 -3.48433 -4.66099
6.33344 1.44394 -0.0127244 0.227987 1.4754 6.15919
12.553 2.7082 -0.00159214 0.215741 -3.54674 12.0415
4.95828 1.0524 -0.00498538 0.212251 1.1612 -4.82039
5.01977 1.14083 0.00350624 0.227267 -4.68992 -1.78963
2.51431 0.567832 0.00552373 0.22584 -1.36605 -2.11084
11.6377 2.52212 0.00678523 0.21672 -0.0740192 11.6374
5.7229 1.22776 0.000315106 0.214534 -3.04187 -4.84754
6.66559 1.52365 -0.0103388 0.228585 6.18895 2.47528
2.93552 0.653358 0.00851328 0.22257 0.487736 2.89472
3.00619 0.657899 -0.0244358 0.218848 2.95661 -0.543737
5.24759 1.21148 0.0290182 0.230864 -4.39703 -2.86414
5.12789 1.10772 -0.00689844 0.216019 3.57812 -3.6732
6.19751 1.34048 0.0047932 0.216293 2.54461 5.65102
6.69146 1.40706 -0.0148393 0.210277 -5.15687 4.26408
10.6433 2.31189 0.000761303 0.217215 4.66991 -9.56412
7.88372 1.76677 -0.00373732 0.224104 -7.87621 0.344086
8.74081 1.97606 -0.00942803 0.226072 -5.341 -6.91921
4.54543 0.94196 0.0157978 0.207232 -1.02683 4.42793
4.23079 0.946587 0.0118479 0.223738 -2.94566 3.03688
2.16495 0.476486 -0.0147544 0.220091 1.89422 1.0483
6.65384 1.37365 0.00661894 0.206445 -3.1986 5.8346
4.22032 0.888688 0.00733606 0.210574 3.36083 2.55263
8.21895 1.83488 0.00282753 0.22325 4.77966 6.68625
3.10615 0.672253 0.00881679 0.216427 3.10614 -0.00454374
2.20995 0.487835 0.00154098 0.220745 0.668249 2.10649
4.03401 0.86997 0.0166001 0.215659 -2.80152 -2.90254
6.08418 1.35558 0.0106168 0.222804 6.01972 -0.883258
14.1493 3.06101 0.00730496 0.216337 -12.9459 5.71026
3.1124 0.692859 0.0116547 0.222613 1.88814 -2.47425
4.67566 1.12144 -0.00336405 0.239847 0.454808 -4.65349
6.7589 1.5283 -0.00293517 0.226116 -6.7316 -0.606929
7.33544 1.54898 0.0128318 0.211163 0.457689 7.32115
7.82001 1.70784 0.000647561 0.218393 4.59852 -6.32505
2.97674 0.647514 0.00239599 0.217524 -2.97141 0.178153
3.68178 0.812306 0.00249082 0.220629 -2.98398 -2.1567
12.0373 2.60243 0.00188109 0.216196 11.3617 3.97603
8.85043 1.93556 0.0138495 0.218697 3.50133 -8.12839
17.7064 3.85448 -0.00144616 0.217689 17.4849 2.79145
2.27504 0.47387 0.0184164 0.208291 2.23936 -0.401335
3.57354 0.785344 0.0148026 0.219766 1.92008 3.01388
8.72098 1.93432 -0.00670487 0.221801 -4.6085 -7.40386
2.16114 0.45302 -0.00742749 0.209621 1.4435 1.60836
6.30357 1.39406 -0.00785917 0.221154 -5.27485 -3.45123
3.87223 0.854269 -0.0117276 0.220614 -2.86145 -2.60889
8.32179 1.85247 -0.00300562 0.222605 -8.07488 -2.01213
2.76092 0.60626 0.0223651 0.219586 -2.33414 -1.4746
2.83623 0.679799 0.0141113 0.239684 -1.93401 2.07456
8.50601 1.89633 -0.0101018 0.22294 -2.92706 7.98653
4.37539 0.92693 0.00976376 0.211851 1.97534 3.90411
10.8227 2.3361 0.00154323 0.215851 -1.73058 -10.6834
3.85134 0.866399 -0.0118206 0.224961 1.27292 -3.6349
4.43275 1.00482 -0.0187984 0.226682 -2.48528 -3.67051
3.50455 0.755003 0.00817461 0.215435 -3.44058 0.666534
12.6635 2.78107 -0.00658036 0.219614 -12.1942 -3.41547
2.96269 0.676837 0.0120966 0.228453 -2.80261 0.960693
2.68053 0.57823 -0.00541949 0.215715 -0.287723 -2.66504
5.30858 1.1396 -0.00417156 0.214672 -2.70364 4.56852
8.82814 1.86319 -0.00370723 0.211052 1.45534 -8.70735
2.69619 0.620771 0.0191109 0.23024 -2.31185 1.38736
3.58531 0.736534 0.00821608 0.205431 2.38635 2.67577
11.197 2.45728 -0.000498576 0.219459 6.40932 -9.18111
2.91373 0.653315 -0.0118355 0.224219 -0.900433 -2.77111
5.29407 1.19089 0.0102211 0.224948 4.85047 -2.12135
6.39262 1.35544 -0.00574464 0.212032 3.1826 -5.54407
5.26409 1.18298 -0.0113401 0.224727 5.25212 -0.354705
10.8784 2.41724 -0.0013743 0.222206 -10.4183 -3.13009
3.68241 0.842758 0.0107704 0.22886 -1.2326 3.46999
6.45843 1.46341 0.010569 0.226589 -4.4323 -4.69746
9.6181 2.15163 -0.00328231 0.223706 9.45516 -1.76289
3.75079 0.894845 0.00601374 0.238575 1.99488 -3.1763
9.73554 2.11892 0.00119571 0.217648 4.78898 -8.47623
7.50044 1.57803 -4.78201e-05 0.210392 -7.2312 1.99157
8.88105 1.93996 -0.00359889 0.218438 2.26195 -8.58817
3.62116 0.775038 0.00870146 0.21403 2.65901 2.45814
3.99369 0.882046 0.000457486 0.22086 2.51992 3.09831
13.2788 2.9104 0.00213877 0.219177 -10.6909 -7.87587
2.40152 0.534276 -0.00576592 0.222474 -1.78557 -1.60593
11.1237 2.37974 0.00500926 0.213935 3.25371 -10.6372
5.50091 1.19931 -0.0053528 0.218021 -0.626348 5.46514
9.35562 2.0555 0.00481032 0.219708 7.25599 -5.90577
3.46903 0.754378 0.00863332 0.217461 2.63653 -2.25452
2.63935 0.570247 0.00917169 0.216056 0.462295 -2.59855
13.2863 2.91763 -0.0019945 0.219597 -13.1612 1.81891
6.06237 1.32067 -0.0103602 0.217848 -1.90308 5.75592
4.49762 1.00791 -0.0130941 0.224099 -1.65159 -4.1834
9.78599 2.17645 -0.000208777 0.222405 -3.49364 -9.14112
7.29813 1.63 -0.00614487 0.223345 -6.42885 3.45435
7.52952 1.67381 0.00246635 0.2223 -1.80147 7.31084
4.8593 1.07189 -0.00582011 0.220586 0.19877 -4.85524
4.37335 0.977033 0.0117038 0.223406 4.15141 -1.37547
5.94119 1.2963 0.0081617 0.218188 5.41276 2.44946
8.36305 1.82099 0.00645592 0.217743 4.09195 -7.2936
5.93463 1.29103 0.00660339 0.217541 -3.20914 4.99212
2.09445 0.419292 -0.00793623 0.200192 1.44585 1.51533
16.5569 3.65809 0.00583462 0.220941 -9.41609 13.6186
3.36608 0.665136 -0.00689905 0.1976 -2.67687 2.04079
2.15367 0.505513 0.0099761 0.234722 0.544055 -2.08381
8.13226 1.80737 -0.00159828 0.222247 -8.08366 0.887787
3.29042 0.688045 -0.0103331 0.209106 -2.92725 -1.50269
12.0623 2.69298 -0.0054804 0.223255 -4.56061 11.167
2.24966 0.442733 -0.00984567 0.1968 -2.24752 -0.0981222
3.93211 0.862751 -0.018146 0.219412 3.35442 2.05167
3.749 0.862276 -0.00947236 0.230002 -0.486279 -3.71733
7.83821 1.76414 0.0019095 0.225069 -6.23785 -4.74624
6.51168 1.48816 0.00257828 0.228536 -3.76216 5.3149
2.8149 0.611764 0.014358 0.217331 2.79254 -0.354106
3.55144 0.751189 -0.0167655 0.211517 -2.85559 2.11149
5.41337 1.13954 0.004774 0.210504 -0.389889 5.39931
4.33672 0.96012 0.00496635 0.221393 4.32499 -0.318794
6.72408 1.47334 0.0136416 0.219115 -0.00765215 -6.72408
10.8047 2.43232 -0.00277445 0.225117 4.20765 -9.95174
6.5646 1.40886 -0.00337573 0.214615 0.132226 -6.56327
8.03986 1.77979 -0.00104896 0.22137 -7.78796 1.99674
2.83178 0.634251 0.00950229 0.223976 0.901859 -2.68433
2.70869 0.574291 0.000418372 0.212018 1.23515 2.41069
4.40359 0.988656 0.0112958 0.224511 2.70074 3.47817
6.61865 1.43699 -0.0029338 0.217113 6.0734 2.63065
2.61778 0.594436 -0.0163036 0.227077 -1.3527 -2.2412
3.94286 0.87763 0.00596795 0.222587 3.38412 2.02333
3.03705 0.669318 0.00697226 0.220384 -3.03004 0.206195
5.16885 1.09982 0.0113499 0.212779 2.49907 4.52457
5.47958 1.23872 0.00757632 0.226061 -4.28915 3.41013
6.4111 1.38826 -0.00762178 0.21654 0.195487 6.40812
2.44513 0.550278 -0.00822793 0.225051 1.52664 -1.90998
3.4565 0.75137 0.000636791 0.217379 3.15872 -1.40352
4.57415 1.00203 0.0117226 0.219063 4.41172 1.20815
5.06848 1.08899 -0.0140174 0.214855 5.05987 -0.295275
2.93994 0.659177 0.0106091 0.224214 1.23032 -2.67013
8.77252 1.95466 0.00564757 0.222816 -5.82583 -6.55871
4.11273 0.87791 0.0165489 0.213461 2.04683 3.56722
8.69335 1.85707 0.000161165 0.21362 -2.41069 8.35242
2.41961 0.536014 0.0114642 0.221529 -0.804205 -2.28206
6.05805 1.32159 0.00570123 0.218154 -6.03172 -0.564296
5.39554 1.20334 -0.000217012 0.223024 5.35107 -0.69134
9.23117 2.03029 0.0039723 0.219939 -7.99013 4.62303
2.86922 0.597906 0.00211174 0.208386 -2.85018 0.330026
6.35019 1.44551 0.0096 0.227633 -6.03006 1.9908
3.11858 0.675967 -0.00398038 0.216755 0.566589 3.06668
14.2578 3.09297 -0.00275076 0.216932 1.20107 -14.2071
10.3974 2.36086 -0.0150892 0.227062 -8.62698 -5.80356
8.16739 1.80162 0.000298456 0.220587 7.81082 -2.38694
12.2484 2.6637 -0.00449335 0.217473 -3.60371 11.7063
4.41954 0.941879 0.00767624 0.213117 -4.09024 -1.674
2.01223 0.438023 0.00764728 0.21768 -1.799 0.901483
8.3295 1.81345 -0.00204144 0.217714 -2.89552 -7.81003
11.3069 2.44207 3.17954e-05 0.21598 3.24637 10.8308
6.30091 1.42124 0.0192009 0.225561 -2.4094 5.82205
17.3838 3.796 -0.00225898 0.218364 -16.2767 -6.10458
6.54001 1.43126 -0.0093842 0.218846 6.29582 -1.77042
3.18467 0.759313 -0.0272055 0.238428 3.18417 0.056296
6.46454 1.41388 -0.0022375 0.218714 -0.589837 6.43757
5.00978 1.09123 -0.00167615 0.217821 -1.15508 4.8748
6.56121 1.43199 -0.0107042 0.218251 3.01323 5.82837
12.9691 2.80889 0.000530479 0.216583 -12.87 1.59986
6.14368 1.28646 -0.0138444 0.209395 -2.3514 -5.67589
5.32654 1.17699 -0.0010835 0.220966 -3.86367 3.66662
2.1362 0.512545 0.0268424 0.239933 0.593199 2.05219
7.38973 1.64632 -0.00595013 0.222785 7.29004 1.20974
2.98335 0.642288 -0.00631178 0.215291 2.55818 1.53497
5.41031 1.23445 -0.00399327 0.228166 -5.39346 0.426624
2.14207 0.496489 0.0118542 0.23178 -2.01387 0.729944
3.2213 0.671269 0.0035983 0.208385 -2.45963 2.08014
4.25266 0.940582 -0.00632868 0.221175 2.79699 3.20344
7.73989 1.76092 -0.00419072 0.227512 -1.84401 7.51702
5.48295 1.22336 -0.00489017 0.223121 4.64721 2.90967
4.4333 0.983605 0.00330693 0.221868 -4.40389 0.509819
10.1272 2.17554 0.00541124 0.21482 -6.09725 -8.08607
9.41003 1.97788 -0.00175122 0.210188 -1.06134 -9.34999
7.75272 1.70419 -0.00169388 0.219818 -1.57944 7.59012
11.2216 2.43483 0.00469258 0.216976 -10.7175 -3.32585
8.80167 1.91839 0.00872696 0.217958 -8.54726 2.10091
2.20778 0.451115 0.00938683 0.204329 -2.02027 -0.890407
8.02788 1.71571 1.08103e-05 0.213719 -1.5912 -7.86861
8.17446 1.71551 -0.000281221 0.209862 5.55457 -5.99738
5.4216 1.20312 0.00457898 0.221913 -1.23137 -5.27991
2.47322 0.571101 -0.0131006 0.230914 -2.11999 1.27375
7.19279 1.606 0.00835215 0.223279 5.66837 -4.42786
3.20953 0.65027 -0.00758343 0.202606 3.0976 0.840195
8.26953 1.79552 -0.00189828 0.217124 -1.43037 8.14488
5.39191 1.1518 0.00269766 0.213617 -0.112113 5.39074
6.56041 1.35748 -0.00230193 0.20692 6.49255 -0.941169
9.21836 1.99751 0.00257436 0.216688 -2.08494 -8.97949
3.62477 0.767551 0.00516399 0.211751 0.682592 3.55992
4.40518 0.97907 0.0215064 0.222254 -2.45077 3.66051
3.87659 0.885823 0.0053156 0.228506 -0.0945402 3.87544
4.63435 1.01088 0.0132091 0.218128 3.31321 -3.24034
2.16144 0.432001 -0.0232886 0.199867 1.88224 1.06256
10.0023 2.18047 -0.00823496 0.217996 -4.24436 -9.05716
8.41741 1.83095 0.00517541 0.21752 -7.90665 2.8875
5.56924 1.21466 -0.00634137 0.218101 4.70041 2.98706
3.35856 0.728502 0.00734271 0.216909 3.12706 1.22532
5.23749 1.11397 -0.0024662 0.212691 -1.82928 -4.90765
9.26182 2.14861 0.00292413 0.231986 5.46938 -7.47444
5.93586 1.35239 -0.00426233 0.227834 4.39389 3.991
3.09855 0.651519 0.00335039 0.210265 2.30617 -2.06945
11.2229 2.46059 -0.00574465 0.219247 5.02749 10.0339
4.07402 0.912633 -0.01893 0.224013 -3.26404 2.43796
2.20526 0.477895 -0.0128187 0.216707 -0.0747715 -2.20399
5.73928 1.25292 -0.000300553 0.218305 5.21016 2.40698
10.2739 2.21027 -0.00390916 0.215134 -8.12411 -6.28909
9.17966 2.03576 0.000541276 0.221768 -3.03585 8.66313
5.41074 1.23862 -0.00365812 0.228919 -3.66764 3.97801
5.44661 1.274 -0.00584975 0.233906 3.23985 -4.37824
7.4708 1.61763 0.00704675 0.216527 -5.09906 5.46007
4.12271 0.936633 0.00209522 0.227189 -1.0905 -3.97587
4.89765 1.04612 0.00962313 0.213596 4.43172 2.0849
6.13745 1.36259 0.00473176 0.222013 -2.70981 5.50683
6.65568 1.49208 0.00116444 0.224181 -5.79653 -3.27084
4.94547 1.09175 0.00117266 0.220757 4.25864 -2.5143
9.83558 2.14136 -0.00179753 0.217716 9.28887 3.23352
2.76091 0.603462 -0.00500972 0.218574 2.25887 1.58749
5.98067 1.28762 0.010648 0.215297 3.92683 4.51092
7.16282 1.53639 -0.0103082 0.214496 -5.79756 4.20646
4.63239 1.02137 0.0122999 0.220484 -4.39072 1.47666
6.38226 1.36818 -0.0124228 0.214373 -6.37055 0.386442
5.45976 1.182 0.00319281 0.216494 1.51873 -5.24428
10.5968 2.36506 0.0048071 0.223187 4.96021 9.36419
6.91373 1.60947 -0.00102649 0.232793 5.93433 -3.5473
2.14327 0.464202 0.000259147 0.216586 -1.54721 -1.48315
2.50627 0.567887 0.0466664 0.226587 1.85632 -1.68388
8.0555 1.70682 0.0131767 0.211883 -3.58155 7.21551
2.0801 0.45134 0.0177748 0.21698 -1.93465 0.764162
6.16947 1.29661 -0.0111647 0.210166 -6.05464 -1.1848
10.7082 2.30803 0.000330012 0.215539 10.6991 0.440743
3.48442 0.726439 0.0100366 0.208482 -0.87941 3.37162
4.29799 0.936191 -0.00325211 0.217821 2.79075 3.2687
4.75727 1.00969 -0.00726707 0.212243 2.28023 -4.17518
11.4062 2.53183 -0.0051895 0.22197 -3.29996 10.9184
3.77879 0.84384 0.0077214 0.223309 0.858168 3.68005
4.71622 1.01509 -0.00341067 0.215234 4.59283 -1.07175
2.52557 0.514017 0.00580367 0.203525 -1.80542 -1.76607
3.74087 0.836232 -0.00271508 0.223539 3.0499 -2.16616
2.73148 0.625187 0.000784456 0.228882 2.72338 0.210262
5.66286 1.1927 -0.00346122 0.210618 -3.57054 4.39536
16.8044 3.67068 -0.000385302 0.218436 16.0314 -5.03797
3.97929 0.832492 0.00898414 0.209206 3.75073 -1.32918
5.39595 1.19998 -0.00949854 0.222385 -3.77148 -3.85904
7.08188 1.50524 -0.00479678 0.212549 3.06653 6.38353
4.15931 0.967335 0.004919 0.232571 -1.09633 -4.01222
10.4927 2.30218 0.00245877 0.219408 10.3896 1.46755
5.91442 1.27567 -0.000994474 0.215689 -5.53564 -2.08257
7.81917 1.80559 0.00236689 0.230918 -7.30309 2.7936
5.06946 1.1313 -0.0118248 0.223159 -4.84117 1.50416
5.80223 1.23165 -0.0197443 0.212273 4.66222 -3.45392
11.8367 2.67601 0.000514513 0.226077 -10.3614 5.72268
4.23907 0.936553 0.0225061 0.220934 3.3732 2.56734
8.33701 1.87704 -0.00554185 0.225145 7.73946 3.09944
2.29691 0.520497 0.00304995 0.226607 -2.18512 -0.707867
4.80043 1.0692 0.00530487 0.22273 -4.35197 2.02594
2.63055 0.565609 -0.00173353 0.215016 0.224086 -2.62099
4.05936 0.905896 -0.0107989 0.223162 -1.53324 3.75867
2.7551 0.641112 0.00313917 0.2327 -1.87644 2.01731
5.37883 1.1973 -0.00469905 0.222595 -1.83619 5.05571
5.94107 1.2899 0.00121538 0.217115 -1.32729 5.79091
7.99947 1.69537 0.00212439 0.211936 7.9529 -0.861907
3.37628 0.738612 0.00507294 0.218765 3.33245 -0.542261
10.1606 2.23696 -0.000152623 0.22016 -0.278042 -10.1568
3.775 0.832044 0.0130748 0.220409 2.29653 -2.99609
2.3746 0.490106 0.00622807 0.206396 -1.7838 1.56741
6.74748 1.39923 0.00189767 0.20737 -4.05764 5.39111
14.8328 3.27037 0.00224925 0.220482 -8.06023 12.4517
3.92123 0.841556 0.00946824 0.214615 3.84154 -0.786529
11.1739 2.44284 -0.000946622 0.21862 -4.59408 -10.1858
2.5901 0.562404 -0.0327797 0.217136 1.38169 -2.19079
7.96954 1.80446 -0.0105328 0.22642 -6.01393 5.22935
5.36485 1.13667 -0.00458475 0.211873 0.790289 -5.30633
11.4078 2.51369 -0.0149732 0.220349 -1.98567 -11.2336
6.5905 1.39595 0.00391667 0.211813 5.84 -3.05435
6.3911 1.32256 -0.0105326 0.206938 5.83544 2.6065
5.92512 1.36022 -0.000116783 0.229568 -1.29123 5.78271
5.0734 1.10089 -0.00610714 0.216992 -5.06738 -0.247168
10.3493 2.24939 0.00216215 0.217347 -0.213585 -10.3471
5.15692 1.15996 -0.0064389 0.224932 -1.52227 -4.92712
9.39333 2.12392 -0.00138021 0.22611 9.37078 0.65055
5.61023 1.20273 -0.00672075 0.214382 -5.50417 1.08571
5.18166 1.12309 0.0137774 0.216743 -4.7409 2.09128
6.17334 1.27215 -0.00609566 0.206071 1.60999 5.9597
5.53175 1.19187 -0.00879117 0.21546 -5.52836 0.193555
11.3136 2.47438 -0.001076 0.218709 -9.11665 6.69951
15.2835 3.35648 0.000196461 0.219615 15.2315 1.26006
2.26399 0.483948 0.00407696 0.213759 1.28628 -1.86309
5.9977 1.2904 0.00193711 0.215149 3.45455 -4.9029
7.49814 1.55475 -0.00425319 0.207352 1.29171 -7.38604
2.48806 0.547808 0.0180601 0.220175 0.392741 2.45687
4.32009 0.932987 0.032043 0.215965 2.52211 -3.50744
2.50398 0.603332 -0.00338541 0.240949 -0.49598 -2.45437
2.38637 0.523164 0.0331397 0.21923 -0.594741 -2.31107
2.1125 0.484225 -0.0234283 0.229219 2.07582 0.391949
6.21694 1.31607 0.0122867 0.211691 4.62214 -4.15766
4.08583 0.851283 -0.0125379 0.20835 3.98064 0.921151
7.04778 1.52838 0.00850875 0.21686 -5.0603 4.90555
2.79402 0.622611 -0.00155733 0.222837 2.4243 -1.38899
2.60275 0.629515 0.001064 0.241866 2.20993 -1.37495
5.80741 1.26016 0.00540827 0.216992 -5.59934 1.54056
6.82648 1.54365 -0.00440351 0.226127 -5.28284 -4.32348
5.31663 1.16038 -0.0159614 0.218256 5.10242 1.49392
13.4297 2.93283 -0.00445977 0.218384 11.6587 -6.66563
7.11217 1.56373 -0.00252236 0.219867 2.78969 6.54222
3.78539 0.822059 0.0108235 0.217166 -3.68627 -0.860601
2.16104 0.499898 -0.0268125 0.231322 0.439781 2.11582
9.09501 2.03585 -0.00993549 0.223842 8.16063 -4.01538
2.37644 0.501095 0.0143385 0.210859 2.00279 1.27918
3.5924 0.81259 0.00109203 0.226197 1.86576 3.0699
19.7293 4.31614 0.000182057 0.218769 -18.821 -5.91714
4.37736 0.896345 -0.00972745 0.204768 -2.27082 3.74228
8.00997 1.76613 0.00409508 0.220491 7.47927 2.86709
9.37046 2.07564 -1.53314e-05 0.221509 1.41765 -9.2626
3.8486 0.883855 -0.0143025 0.229656 -3.32041 1.94592
4.40362 0.945929 -0.0107686 0.214807 4.09124 -1.629
9.65985 2.09911 -0.00792765 0.217303 -7.72193 -5.80383
5.37457 1.1876 -0.0158048 0.220966 0.656549 -5.33432
5.35271 1.1537 0.0146267 0.215535 3.71986 -3.84892
3.14864 0.634809 0.00170858 0.201614 2.44547 -1.98333
12.6118 2.82213 -0.00519019 0.223768 -5.17639 11.5006
8.69569 1.97431 -0.00574676 0.227045 -7.01461 -5.13909
7.23685 1.57299 -0.00665658 0.217358 6.7343 -2.64976
4.55912 0.997318 -0.000238581 0.218752 -3.75999 -2.57839
2.8091 0.566932 -0.00212932 0.201819 -2.5626 -1.15072
6.30061 1.32809 -0.00234415 0.210787 5.72565 2.62958
8.3243 1.82076 0.00290538 0.218729 5.0066 6.65041
14.2768 3.07683 9.32134e-05 0.215512 -5.03241 13.3605
3.98615 0.921026 -0.0113361 0.231056 3.43254 2.02659
6.60609 1.41147 -0.0170843 0.213662 -6.37184 1.7436
3.24807 0.713991 0.0115057 0.21982 0.291775 -3.23494
5.70635 1.33946 0.0103923 0.234732 -2.44907 -5.15407
6.03666 1.27363 -0.00232619 0.210983 2.88643 5.30187
4.67659 0.964552 0.011203 0.206251 -3.02736 3.56449
2.48446 0.555267 -0.0161347 0.223496 -1.97847 1.50273
5.74499 1.24653 -0.0171816 0.216977 -1.98885 -5.38975
6.06653 1.39089 0.00589752 0.229272 3.80627 4.72389
6.70617 1.50255 -0.00658946 0.224054 4.90899 -4.56886
7.93239 1.70465 0.00124072 0.214897 -6.60995 -4.38535
2.70408 0.599194 -0.00433893 0.221589 -2.06894 1.74113
5.87336 1.2845 0.000643974 0.2187 -5.32581 -2.47632
2.00928 0.441568 0.00883142 0.219765 -1.96917 -0.399476
14.3623 3.13929 -0.000736094 0.218579 -13.9058 3.59225
