# t	x	y	R	phi
0	-8.8	-4.5	9.88383	3.61429
0.01	-8.79906	-4.50194	9.88387	3.61451
0.02	-8.79811	-4.50388	9.88391	3.61473
0.03	-8.79717	-4.50582	9.88396	3.61494
0.04	-8.79623	-4.50776	9.884	3.61516
0.05	-8.79528	-4.5097	9.88404	3.61538
0.06	-8.79434	-4.51163	9.88409	3.6156
0.07	-8.79339	-4.51357	9.88413	3.61582
0.08	-8.79245	-4.51551	9.88418	3.61603
0.09	-8.7915	-4.51745	9.88422	3.61625
0.1	-8.79055	-4.51938	9.88426	3.61647
0.11	-8.78961	-4.52132	9.88431	3.61669
0.12	-8.78866	-4.52326	9.88435	3.61691
0.13	-8.78771	-4.5252	9.8844	3.61713
0.14	-8.78676	-4.52713	9.88444	3.61734
0.15	-8.78581	-4.52907	9.88448	3.61756
0.16	-8.78487	-4.53101	9.88453	3.61778
0.17	-8.78392	-4.53294	9.88457	3.618
0.18	-8.78297	-4.53488	9.88461	3.61822
0.19	-8.78202	-4.53681	9.88466	3.61843
0.2	-8.78106	-4.53875	9.8847	3.61865
0.21	-8.78011	-4.54068	9.88474	3.61887
0.22	-8.77916	-4.54262	9.88479	3.61909
0.23	-8.77821	-4.54455	9.88483	3.61931
0.24	-8.77726	-4.54649	9.88488	3.61952
0.25	-8.7763	-4.54842	9.88492	3.61974
0.26	-8.77535	-4.55035	9.88496	3.61996
0.27	-8.7744	-4.55229	9.88501	3.62018
0.28	-8.77344	-4.55422	9.88505	3.6204
0.29	-8.77249	-4.55615	9.88509	3.62061
0.3	-8.77153	-4.55809	9.88514	3.62083
0.31	-8.77058	-4.56002	9.88518	3.62105
0.32	-8.76962	-4.56195	9.88522	3.62127
0.33	-8.76866	-4.56389	9.88527	3.62149
0.34	-8.76771	-4.56582	9.88531	3.62171
0.35	-8.76675	-4.56775	9.88535	3.62192
0.36	-8.76579	-4.56968	9.8854	3.62214
0.37	-8.76483	-4.57161	9.88544	3.62236
0.38	-8.76387	-4.57354	9.88548	3.62258
0.39	-8.76291	-4.57547	9.88553	3.6228
0.4	-8.76195	-4.57741	9.88557	3.62301
0.41	-8.76099	-4.57934	9.88561	3.62323
0.42	-8.76003	-4.58127	9.88566	3.62345
0.43	-8.75907	-4.5832	9.8857	3.62367
0.44	-8.75811	-4.58513	9.88574	3.62389
0.45	-8.75715	-4.58706	9.88579	3.6241
0.46	-8.75619	-4.58898	9.88583	3.62432
0.47	-8.75523	-4.59091	9.88587	3.62454
0.48	-8.75426	-4.59284	9.88591	3.62476
0.49	-8.7533	-4.59477	9.88596	3.62498
0.5	-8.75233	-4.5967	9.886	3.62519
